fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,good_quality,total_acidity,acidity_ratio,free_to_total_sulfur,alcohol_level_medium,alcohol_level_high
7.8,0.54,0.26,2.0,0.088,23.0,48.0,0.9981,3.41,0.74,9.2,0,8.34,14.444444444444443,0.4791666666666667,False,False
8.3,0.66,0.15,1.9,0.079,17.0,42.0,0.9972,3.31,0.54,9.6,0,8.96,12.575757575757576,0.40476190476190477,True,False
7.8,0.46,0.26,1.9,0.088,23.0,53.0,0.9981,3.43,0.74,9.2,0,8.26,16.956521739130434,0.4339622641509434,False,False
9.6,0.38,0.31,2.5,0.096,16.0,49.0,0.9982,3.19,0.7,10.0,1,9.98,25.263157894736842,0.32653061224489793,True,False
5.6,0.85,0.05,1.4,0.045,12.0,88.0,0.9924,3.56,0.82,12.9,1,6.449999999999999,6.588235294117647,0.13636363636363635,False,True
13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,0,14.114999999999998,33.01204819277108,0.3953488372093023,True,False
9.5,0.37,0.52,2.0,0.082,6.0,26.0,0.998,3.18,0.51,9.5,0,9.87,25.675675675675677,0.23076923076923078,False,False
8.4,0.665,0.61,2.0,0.112,13.0,95.0,0.997,3.16,0.54,9.1,0,9.065000000000001,12.631578947368421,0.1368421052631579,False,False
12.7,0.6,0.65,2.3,0.063,6.0,25.0,0.9997,3.03,0.57,9.9,0,13.299999999999999,21.166666666666668,0.24,True,False
12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,1,12.37,32.432432432432435,0.18421052631578946,False,True
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,0,7.335,8.979591836734693,0.5483870967741935,True,False
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,0,12.09,19.491525423728813,0.2653061224489796,True,False
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,0,12.09,19.491525423728813,0.2653061224489796,True,False
8.7,0.765,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,0,9.465,11.372549019607842,0.21428571428571427,False,False
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,0,7.335,8.979591836734693,0.5483870967741935,True,False
7.7,0.26,0.3,1.7,0.059,20.0,38.0,0.9949,3.29,0.47,10.8,0,7.96,29.615384615384617,0.5263157894736842,True,False
12.2,0.48,0.54,2.6,0.085,19.0,64.0,1.0,3.1,0.61,10.5,0,12.68,25.416666666666668,0.296875,True,False
11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,0,12.0,19.0,0.24390243902439024,True,False
7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,0,8.39,11.159420289855074,0.5555555555555556,False,False
8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.9966,3.36,0.76,10.1,0,9.01,28.064516129032256,0.44,True,False
9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,0,10.24,22.272727272727273,0.32142857142857145,True,False
12.0,0.39,0.66,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,1,12.39,30.769230769230766,0.4,True,False
10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7,11.3,0,10.74,30.588235294117645,0.375,False,True
12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,0,12.96,27.173913043478258,0.5306122448979592,True,False
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,0,9.43,20.930232558139537,0.3023255813953488,False,False
9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,0,9.549999999999999,20.22222222222222,0.2948717948717949,False,False
7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,0,7.835,9.65986394557823,0.19480519480519481,False,False
9.9,0.4,0.53,6.7,0.097,6.0,19.0,0.9986,3.27,0.82,11.7,1,10.3,24.75,0.3157894736842105,False,True
8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,0,9.32,16.923076923076923,0.19672131147540983,False,False
8.6,0.725,0.24,6.6,0.117,31.0,134.0,1.0014,3.32,1.07,9.3,0,9.325,11.862068965517242,0.23134328358208955,False,False
10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,0,11.08,22.083333333333332,0.3,False,True
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,0,7.58,12.06896551724138,0.27419354838709675,True,False
11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,0,12.280000000000001,31.315789473684212,0.35,True,False
6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,0,7.57,8.831168831168831,0.6538461538461539,True,False
9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,1,10.06,16.96428571428571,0.5223880597014925,False,True
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,1,7.4399999999999995,7.857142857142857,0.6666666666666666,False,True
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,0,8.66,8.020833333333334,0.25,True,False
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,1,10.74,43.75,0.25,True,False
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,0,8.66,8.020833333333334,0.25,True,False
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,1,7.4399999999999995,7.857142857142857,0.6666666666666666,False,True
6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,0,7.07,9.552238805970148,0.3958333333333333,False,True
9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,0,10.28,12.179487179487179,0.1875,True,False
9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,0,9.62,17.5,0.3,False,False
12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,0,13.64,15.238095238095239,0.37142857142857144,True,False
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,1,10.74,43.75,0.25,True,False
7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,0,8.35,14.18181818181818,0.3181818181818182,False,False
11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,0,12.27,32.16216216216216,0.5,False,True
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,0,12.690000000000001,31.53846153846154,0.3333333333333333,False,False
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,0,10.81,25.365853658536587,0.4074074074074074,True,False
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,0,12.690000000000001,31.53846153846154,0.3333333333333333,False,False
8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,0,8.67,11.940298507462686,0.6129032258064516,True,False
11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,0,11.549999999999999,24.666666666666664,0.2727272727272727,False,True
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,0,10.81,25.365853658536587,0.4074074074074074,True,False
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,0,7.62,11.290322580645162,0.14,False,False
12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,1,12.91,40.64516129032258,0.20689655172413793,True,False
11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,0,12.3,29.75,0.25925925925925924,False,True
15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,1,16.285,22.773722627737225,0.13953488372093023,False,True
10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,1,10.44,22.727272727272727,0.5789473684210527,False,True
5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,1,5.87,9.298245614035089,0.18518518518518517,False,True
9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,0,10.235,12.925170068027212,0.1935483870967742,True,False
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,0,12.88,32.89473684210526,0.4305555555555556,True,False
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,0,9.780000000000001,19.375000000000004,0.375,False,True
8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,0,9.129999999999999,16.22641509433962,0.25925925925925924,True,False
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,0,12.290000000000001,30.51282051282051,0.4857142857142857,True,False
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,0,12.290000000000001,30.51282051282051,0.4857142857142857,True,False
8.4,0.37,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,0,8.77,22.702702702702705,0.34615384615384615,False,False
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,0,7.359999999999999,12.14285714285714,0.5142857142857142,True,False
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,1,10.73,31.515151515151516,0.22727272727272727,False,True
7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,0,7.23,30.434782608695652,0.31343283582089554,False,True
11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,1,11.92,18.225806451612904,0.3157894736842105,False,True
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,0,9.49,15.084745762711865,0.22727272727272727,True,False
9.2,0.63,0.21,2.7,0.097,29.0,65.0,0.9988,3.28,0.58,9.6,0,9.83,14.603174603174603,0.4461538461538462,True,False
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,1,10.73,31.515151515151516,0.22727272727272727,False,True
11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,0,12.18,20.0,0.2127659574468085,False,False
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,0,9.629999999999999,21.3953488372093,0.6086956521739131,False,True
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,0,8.915000000000001,13.495934959349595,0.3157894736842105,False,False
11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,0,11.26,42.30769230769231,0.4,False,True
8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,0,8.76,12.272727272727272,0.1937984496124031,False,False
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,0,11.815,36.507936507936506,0.3333333333333333,False,False
10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,0,10.29,34.48275862068966,0.38461538461538464,True,False
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,0,10.8,20.6,0.4117647058823529,False,True
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,0,9.260000000000002,19.130434782608695,0.3888888888888889,False,True
11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,0,11.76,31.666666666666668,0.2857142857142857,False,False
8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,0,9.52,10.609756097560975,0.75,True,False
13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,0,13.32,40.625,0.3191489361702128,True,False
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,0,10.14,17.777777777777775,0.4807692307692308,False,True
12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,0,12.87,33.78378378378378,0.36764705882352944,True,False
9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,0,10.25,28.28571428571429,0.35714285714285715,True,False
10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,0,10.78,37.49999999999999,0.4166666666666667,False,False
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,0,10.28,14.117647058823527,0.17857142857142858,True,False
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,0,9.57,34.44444444444444,0.375,True,False
10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,0,10.64,43.333333333333336,0.3,True,False
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,0,10.28,14.117647058823527,0.17857142857142858,True,False
9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,0,10.085,13.722627737226277,0.1935483870967742,True,False
10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,0,10.879999999999999,37.857142857142854,0.2608695652173913,False,False
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,1,9.700000000000001,31.333333333333336,0.35294117647058826,False,True
10.6,0.36,0.59,2.2,0.152,6.0,18.0,0.9986,3.04,1.05,9.4,0,10.959999999999999,29.444444444444443,0.3333333333333333,False,False
10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,0,10.959999999999999,29.444444444444443,0.3888888888888889,False,False
10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,0,11.04,24.09090909090909,0.25,False,True
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,0,10.87,15.223880597014924,0.35294117647058826,True,False
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,0,10.87,15.223880597014924,0.35294117647058826,True,False
10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,0,10.844999999999999,15.813953488372091,0.35714285714285715,True,False
11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,1,11.92,36.25,0.5223880597014925,True,False
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,0,9.690000000000001,23.846153846153847,0.38461538461538464,True,False
9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,0,10.075000000000001,12.0,0.42857142857142855,True,False
9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,1,9.61,22.4390243902439,0.48,False,True
8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,1,9.3,22.25,0.48148148148148145,False,True
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,0,9.389999999999999,12.608695652173912,0.2839506172839506,False,True
6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,0,6.89,16.666666666666668,0.3076923076923077,False,True
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,1,11.049999999999999,30.571428571428573,0.3125,True,False
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,0,8.32,15.0,0.3684210526315789,False,False
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,0,7.54,21.176470588235293,0.3805309734513274,False,True
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,1,11.049999999999999,30.571428571428573,0.3125,True,False
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,0,9.389999999999999,12.608695652173912,0.2839506172839506,False,True
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,0,8.32,15.0,0.3684210526315789,False,False
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,1,10.84,23.636363636363637,0.5,False,True
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,1,10.84,23.636363636363637,0.5,False,True
10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,10.9,1,10.76,40.38461538461538,0.25,True,False
10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,1,10.74,43.75,0.2727272727272727,True,False
10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,1,10.69,20.816326530612244,0.38461538461538464,False,True
10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,1,10.64,43.333333333333336,0.2857142857142857,True,False
11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,0,11.87,16.71641791044776,0.46153846153846156,False,False
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,0,10.59,16.949152542372882,0.41935483870967744,True,False
13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,1,13.59,45.862068965517246,0.5348837209302325,False,True
12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,0,12.82,29.523809523809526,0.4418604651162791,False,False
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,0,10.59,16.949152542372882,0.41935483870967744,True,False
10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,0,11.1,26.749999999999996,0.30612244897959184,True,False
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,1,11.01,20.588235294117645,0.4,False,True
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,1,11.01,20.588235294117645,0.4,False,True
8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,0,9.155,12.977099236641221,0.2251655629139073,False,False
12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,0,13.1,20.833333333333336,0.35714285714285715,False,True
10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4,0,11.01,17.049180327868854,0.3125,False,False
10.9,0.21,0.49,2.8,0.088,11.0,32.0,0.9972,3.22,0.68,11.7,0,11.110000000000001,51.904761904761905,0.34375,False,True
7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,0,7.665,20.0,0.36792452830188677,True,False
9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,0,10.05,39.2,0.45454545454545453,True,False
7.6,0.41,0.49,2.0,0.088,16.0,43.0,0.998,3.48,0.64,9.1,0,8.01,18.536585365853657,0.37209302325581395,False,False
8.2,0.39,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.99,9.8,0,8.59,21.025641025641022,0.3533834586466165,True,False
9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,0,9.700000000000001,23.25,0.2676056338028169,False,False
9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,0,9.629999999999999,21.3953488372093,0.19827586206896552,False,False
10.4,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,9.9,0,11.040000000000001,16.25,0.5471698113207547,True,False
7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,0,7.665,20.0,0.36792452830188677,True,False
7.0,0.38,0.49,2.5,0.097,33.0,85.0,0.9962,3.39,0.77,11.4,0,7.38,18.42105263157895,0.38823529411764707,False,True
8.2,0.42,0.49,2.6,0.084,32.0,55.0,0.9988,3.34,0.75,8.7,0,8.62,19.523809523809522,0.5818181818181818,False,False
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,0,10.530000000000001,15.714285714285715,0.18181818181818182,False,False
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,0,9.32,41.36363636363636,0.03571428571428571,True,False
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,0,12.280000000000001,31.315789473684212,0.2857142857142857,True,False
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,0,12.280000000000001,31.315789473684212,0.2857142857142857,True,False
10.3,0.27,0.24,2.1,0.072,15.0,33.0,0.9956,3.22,0.66,12.8,0,10.57,38.148148148148145,0.45454545454545453,False,True
10.0,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,0,10.48,20.833333333333336,0.40625,True,False
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,0,9.32,41.36363636363636,0.03571428571428571,True,False
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,0,10.530000000000001,15.714285714285715,0.18181818181818182,False,False
8.1,0.825,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,0,8.924999999999999,9.818181818181818,0.38461538461538464,True,False
12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,1,13.25,36.85714285714286,0.14285714285714285,False,True
11.2,0.5,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2,0,11.7,22.4,0.29411764705882354,False,True
9.2,0.59,0.24,3.3,0.101,20.0,47.0,0.9988,3.26,0.67,9.6,0,9.79,15.59322033898305,0.425531914893617,True,False
9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,11.0,0,9.96,20.652173913043477,0.29411764705882354,True,False
9.3,0.715,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,9.9,0,10.015,13.006993006993008,0.25,True,False
11.2,0.66,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.72,11.0,0,11.86,16.96969696969697,0.3018867924528302,True,False
14.3,0.31,0.74,1.8,0.075,6.0,15.0,1.0008,2.86,0.79,8.4,0,14.610000000000001,46.12903225806452,0.4,False,False
9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,0,9.57,19.361702127659576,0.3584905660377358,False,False
7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,0,8.05,13.636363636363635,0.35714285714285715,False,False
10.6,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,0,10.91,34.193548387096776,0.2857142857142857,True,False
12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,0,12.75,35.42857142857143,0.391304347826087,True,False
9.0,0.53,0.49,1.9,0.171,6.0,25.0,0.9975,3.27,0.61,9.4,0,9.53,16.9811320754717,0.24,False,False
6.8,0.51,0.01,2.1,0.074,9.0,25.0,0.9958,3.33,0.56,9.5,0,7.31,13.333333333333332,0.36,False,False
9.4,0.43,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,10.0,0,9.83,21.86046511627907,0.3111111111111111,True,False
9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,0,9.96,20.652173913043477,0.3181818181818182,True,False
5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,11.5,0,6.04,4.8076923076923075,0.3333333333333333,False,True
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,0,16.145,24.031007751937985,0.43478260869565216,False,True
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,0,16.145,24.031007751937985,0.43478260869565216,False,True
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,0,11.43,20.566037735849058,0.5882352941176471,False,True
15.6,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,0,16.245,24.186046511627907,0.43478260869565216,False,True
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,0,11.43,20.566037735849058,0.5882352941176471,False,True
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,0,13.47,27.659574468085108,0.1276595744680851,False,True
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,0,13.299999999999999,21.166666666666668,0.2631578947368421,False,True
9.0,0.44,0.49,2.4,0.078,26.0,121.0,0.9978,3.23,0.58,9.2,0,9.44,20.454545454545453,0.21487603305785125,False,False
9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,0,9.54,16.666666666666664,0.37272727272727274,False,False
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,0,7.89,26.20689655172414,0.4166666666666667,True,False
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,0,13.47,27.659574468085108,0.1276595744680851,False,True
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,0,13.299999999999999,21.166666666666668,0.2631578947368421,False,True
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,0,9.399999999999999,12.428571428571429,0.3333333333333333,False,False
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,0,9.399999999999999,12.428571428571429,0.3333333333333333,False,False
9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,0,10.3,19.6,0.25,True,False
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,0,6.5600000000000005,17.222222222222225,0.4523809523809524,False,True
11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,0,11.85,32.85714285714286,0.2702702702702703,True,False
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,0,6.5600000000000005,17.222222222222225,0.4523809523809524,False,True
10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,0,10.44,42.5,0.35714285714285715,True,False
10.5,0.59,0.49,2.1,0.07,14.0,47.0,0.9991,3.3,0.56,9.6,0,11.09,17.796610169491526,0.2978723404255319,True,False
10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,10.0,0,10.94,31.17647058823529,0.2564102564102564,True,False
12.3,0.27,0.49,3.1,0.079,28.0,46.0,0.9993,3.2,0.8,10.2,0,12.57,45.55555555555556,0.6086956521739131,True,False
9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,0,10.4,19.8,0.42857142857142855,True,False
8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,0,9.24,20.0,0.16216216216216217,False,False
8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,0,9.270000000000001,18.723404255319153,0.15454545454545454,True,False
10.6,0.31,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,9.8,0,10.91,34.193548387096776,0.45,True,False
