videostatsid,ytvideoid,views,comments,likes,dislikes,timestamp
1148013,yl9sHaC3U8Y,278336,1525,14639,216,2020-01-22 12:00:13
980886,HxKXiQvyG_o,51303,503,6586,67,2019-12-17 14:30:34
447785,cnkWWKwo4Ww,1745605,5030,85525,2610,2019-07-08 21:00:43
831336,ZnpEBYvgiAU,3389540,39625,625603,3523,2019-11-16 00:30:46
1393693,YEq-cvq_cK4,444317,839,12890,545,2020-03-14 18:00:18
393355,vJTDkNKEl4U,954660,1692,27797,579,2019-06-27 08:30:26
173787,o3wXrRnFQoI,270262,499,2958,173,2019-05-11 03:00:21
1007048,qwX8B52YXK0,2708857,3096,39861,3126,2019-12-23 02:30:03
192007,5v7Fn18MOtU,1065334,2128,26970,483,2019-05-14 23:00:40
1079756,7KI3-lN3tIY,729098,9075,8553,48354,2020-01-07 13:00:50
72228,tYHTVjfShOA,11555531,64938,469806,8394,2019-04-22 21:00:04
117173,CsSgg_iZHz4,5004719,10772,303533,4678,2019-04-27 15:00:19
659534,J_3v7DEkjsk,1954368,3236,58939,1072,2019-08-31 23:30:35
823296,yK3VltKv3JI,1124428,6542,43193,1730,2019-11-07 07:00:03
556204,9LFGzSUZ86U,2090477,3937,78788,1111,2019-07-31 16:30:29
1082901,eFIQOTM7Hzo,1292116,5829,11444,1617,2020-01-08 05:00:51
1385910,n0nbEpfY9Nc,1662898,9243,194085,5017,2020-03-13 03:00:23
991932,-42-ku-3ti0,1080281,2011,22949,809,2019-12-19 22:00:36
294037,UgbpSm_67WE,279515,6496,14406,241,2019-06-05 14:30:38
1204774,7RoV0KaJoLc,3623472,26181,228428,2067,2020-02-03 12:30:56
489434,-wK2PRBXyvY,670808,2381,35677,327,2019-07-17 16:00:35
56647,e7WpRzSnNAU,987427,3632,16573,3458,2019-04-21 04:45:15
671487,DgygOB8TFnc,485636,277,1812,124,2019-09-03 12:00:08
83898,FtafLRM07Ns,1251862,2615,24331,795,2019-04-24 02:45:52
1195816,XvYxyrFSCFQ,545030,3377,37929,429,2020-02-01 16:00:25
543605,cFRtiEvwBYk,542903,1272,15606,607,2019-07-29 01:00:25
223795,w2Ov5jzm3j8,47818220,142333,3272100,73213,2019-05-21 16:00:16
330581,RqATb20dO34,3849975,7238,112838,4015,2019-06-13 09:00:28
749989,YGyh-cwbX4I,637399,2809,34245,236,2019-09-25 08:01:00
752610,LFYJTudJ540,1025105,5218,44893,1115,2019-09-25 21:30:20
1318062,6JFVKnrE_d8,2165532,3763,74444,942,2020-02-27 16:00:30
663754,y89dFO2goDg,3202870,2474,74598,1771,2019-09-01 20:30:54
1033473,6E3RK7FGaRs,567011,3458,16564,570,2019-12-28 17:00:27
116187,F3lJwV7ZIIk,5034773,9634,104606,6636,2019-04-27 12:30:26
388623,PsY8XDHnzCU,3098442,6541,95709,1613,2019-06-25 16:30:49
402748,Bchx0mS7XOY,4545825,8443,105803,4401,2019-06-29 08:30:54
663251,GhFlWt1jcSs,1974519,18989,185716,3018,2019-09-01 18:00:53
824528,CISPw_Rpq_I,733965,3481,44986,1631,2019-11-07 13:00:36
398057,Xp875oEE0KI,950113,3866,47537,2925,2019-06-28 08:30:19
1471737,dFr38fjmMGE,300016,547,8855,190,2020-03-31 07:30:48
288417,N0r0noD9UR0,847760,4088,9045,479,2019-06-04 09:30:18
735987,Kkqo0hrhh34,708843,2649,4865,579,2019-09-22 07:30:11
404127,5PaCd1ykiR4,3779404,16369,174793,34350,2019-06-29 16:00:18
582806,EQrYwwQXNbI,2322375,3119,178160,2826,2019-08-06 06:00:53
643453,YYSP1D6GJ30,1370310,2931,65677,374,2019-08-28 15:00:21
882239,3W6nRzm1LMQ,646961,349,3707,58,2019-11-26 18:30:16
747219,OGVo04bhY5s,970755,1154,22623,442,2019-09-24 18:00:43
1266398,_4ngl4VdlZ0,800671,1832,33545,552,2020-02-16 15:00:58
1153932,nmGuVJMs0Ss,454926,2399,18606,669,2020-01-23 19:00:41
1311956,aYJpP0rTWq8,267833,538,11373,151,2020-02-26 09:00:16
807717,ML78pKEB_5s,1271229,3587,54663,1565,2019-11-04 00:00:08
1444285,97OfRNNFqJo,2448345,5870,68083,1448,2020-03-25 12:00:55
805107,Qh9wTbxrQYI,1175870,4227,28149,2727,2019-11-03 10:30:56
795860,WnsWgfL3j7Y,272389,1310,13125,221,2019-11-01 13:00:54
1268626,oB2GYwbIAlM,8889561,34160,340087,7311,2020-02-17 03:00:22
1388398,QmzqhhKlARk,654384,1385,7325,232,2020-03-13 15:30:21
1412234,RmzjCPQv3y8,1387330,0,11393,845,2020-03-18 15:30:22
447277,9KHqjra1UiM,1456222,3724,46233,1916,2019-07-08 18:30:39
939739,61V3yjyfl2g,839259,5997,132932,418,2019-12-08 22:00:53
6439,iFhfmdXBuQY,436444,5375,2416,264,2019-04-15 21:00:04
1139233,Vmcj-nfA_nw,122868,787,14084,256,2020-01-20 14:30:22
1393786,EJJPokdkyV4,471429,800,7292,468,2020-03-14 18:30:14
834864,YvsnIL0AIAk,971086,5258,26308,966,2019-11-16 18:30:26
501229,4ONwQV26L-k,434998,1000,16356,372,2019-07-20 03:00:50
551503,WCFQBRNrjIs,1059573,1778,27905,606,2019-07-30 16:30:55
1193472,Pza4XfYsWQI,727968,2336,51226,379,2020-02-01 04:00:46
126996,8J8d8Yt0hos,723429,2796,6340,1132,2019-04-28 15:30:40
628456,E60h4ciy2pM,9341393,8337,290576,5643,2019-08-25 11:30:16
1439590,DYsySLIMOGA,1615691,1033,31935,3634,2020-03-24 12:30:29
322078,QP_V2zJgMA8,1253770,9835,83929,1355,2019-06-11 14:00:34
1471323,JBwMDfMfSNU,2521052,11175,151794,4347,2020-03-31 05:30:37
1522642,5F_FYXO5rhY,411301,1303,25801,425,2020-04-11 01:30:45
1251387,5i0eoCEzdQ0,948057,3629,5463,3296,2020-02-13 10:30:44
1217987,CvUDuu58zbo,344039,0,2397,1095,2020-02-06 08:01:01
380559,EfsH8tTp1WQ,288948,2592,1507,1223,2019-06-24 00:00:19
796440,qpsbwkPO1hE,832335,5938,61240,472,2019-11-01 16:00:45
1033467,2TRA5K0GYrE,695168,4620,53284,306,2019-12-28 17:00:24
1006727,3gIjC8wJ5ak,947506,2535,93667,348,2019-12-23 00:30:49
232997,FPg89qonG0E,10154096,20986,281653,10014,2019-05-23 14:00:18
1209112,ZL-AuG4kfOs,646640,6116,79163,630,2020-02-04 11:00:07
447344,9K_AApjvKDs,1055944,3159,29687,1014,2019-07-08 19:00:16
460364,TZ31u3vI934,3076417,15850,175480,5032,2019-07-11 13:30:25
977635,qbVsjbBllKQ,1497905,12869,102014,3242,2019-12-16 22:30:04
1127501,Hro3gTW4aIc,440489,2956,35808,967,2020-01-18 03:30:24
1210390,7JGYdMAdkh8,1052041,5613,52062,584,2020-02-04 17:30:09
455350,EvueSnsJ2bc,250649,1043,2903,319,2019-07-10 12:00:11
224482,nkegXrR4Xk8,472467,3187,33435,290,2019-05-21 19:30:10
686415,qIPaqFo0t3Y,1641997,11508,125402,1473,2019-09-11 20:00:12
105929,gZ5nTCQLEb0,561498,2522,29947,224,2019-04-26 10:45:46
110232,awoxe5jdYBs,1613427,11893,105295,2752,2019-04-26 21:30:53
1233608,PiZlXNXpF-A,1622240,5545,43388,1207,2020-02-09 15:31:00
1538750,0qUkc0BBRCc,240277,707,7185,129,2020-04-14 11:30:21
200763,4oC8cvUb0kI,2447515,22656,54236,3739,2019-05-16 19:30:33
582744,Af6_dXa2ipk,525902,3513,26528,2114,2019-08-06 06:00:18
342871,qh6-UB7SAtM,1570538,4852,53182,1561,2019-06-16 00:30:55
1318628,GfQ-2f2llRw,354908,1151,25091,437,2020-02-27 19:00:24
449360,Fr-qagv7ig0,6732870,13499,252485,6871,2019-07-09 05:00:35
432533,amHijgnZ2sc,760185,1122,3432,859,2019-07-05 17:00:08
411741,ey6drwA_xvE,1685390,6144,28683,977,2019-07-01 07:30:39
1502674,K5PQQfi3YQI,929308,3791,53186,774,2020-04-06 21:30:18
259566,FPg89qonG0E,13320290,23060,313095,12560,2019-05-29 02:31:00
1093986,HB-vP9HdkbU,438189,640,13828,252,2020-01-10 13:30:59
154031,2ry_QfYAxUw,1237769,4752,12496,1566,2019-05-06 23:31:03
341842,FP90iA0dNbU,1274794,11975,81697,2260,2019-06-15 19:30:14
1525725,NSNcGYkp8v8,450047,3922,70605,301,2020-04-11 17:00:36
404364,rJwnvGYyPd4,1159799,7394,56724,691,2019-06-29 17:00:45
1127601,Hro3gTW4aIc,444774,2958,35870,974,2020-01-18 04:00:25
934100,ytDUUz3b4nE,1771860,20026,457631,1180,2019-12-07 18:00:10
1361050,o84IgVcyf14,357949,2313,19331,532,2020-03-07 20:00:28
364517,PkzVvAbkYhk,1931611,4521,23943,1479,2019-06-20 15:30:40
187712,QyB5ofy9RaY,11020342,32390,379302,23332,2019-05-14 01:30:04
1416299,z-d7IK0mHMA,435923,682,10771,270,2020-03-19 12:30:16
126185,CsSgg_iZHz4,6985084,11861,337777,6130,2019-04-28 13:30:29
1078546,XwB_JxmfQxY,607355,2339,23932,1540,2020-01-07 07:00:27
781781,TgKql9I5wU0,977177,1145,11927,345,2019-10-29 13:30:47
572650,ReM-INt1zOM,162089,547,1007,112,2019-08-04 03:30:15
288458,0Nyg7-S1UCM,11036387,15324,130275,12023,2019-06-04 09:30:42
221384,xRwy_rKc7gI,16830802,48583,604478,16878,2019-05-21 03:30:50
280902,j6NLdrTIaaA,597875,2329,23370,524,2019-06-02 19:00:22
616404,bZReuUiaYcA,981650,3483,47253,1177,2019-08-22 22:00:28
133368,L314wR_PcIg,934948,1763,16433,231,2019-04-29 10:15:54
1003051,GfjjaQevPAs,451862,830,13283,189,2019-12-22 06:00:36
216871,t583qIyb7MY,1585373,5333,57487,2945,2019-05-20 05:00:16
239257,aVG9VQotuNg,808284,6991,6666,3328,2019-05-24 21:00:52
1468525,bhctp3RQAkA,1002323,3155,13618,1446,2020-03-30 15:00:28
1195723,qJDP_qLwFIo,3145243,3345,51778,689,2020-02-01 15:30:28
1026525,9SwJ0Xo3Xls,779489,3442,29007,456,2019-12-27 05:30:30
692385,Fq-b6MjcwYQ,1019068,1453,19630,470,2019-09-13 02:00:39
421343,uESf0mhp44M,1082473,6519,71137,4295,2019-07-03 09:00:04
651305,aS5dRxrO8GY,1541353,2345,43185,909,2019-08-30 06:30:19
682868,67gT7YQ09eA,1738929,14816,236029,2718,2019-09-11 02:00:12
556533,3eXRDaLM2DA,1557432,3443,60045,1158,2019-07-31 18:00:46
165549,SWUSnn-Zmhk,550723,1869,5952,825,2019-05-09 09:30:11
797413,UhNLPlBysgQ,362847,1517,2733,157,2019-11-01 21:00:34
592707,ZJcxznqyPxs,267967,1315,21472,203,2019-08-08 08:30:12
1480586,qPDqQDTnJKE,3614373,9830,178475,1583,2020-04-02 05:30:07
1474461,C__MUr_hoZg,221487,990,13685,169,2020-03-31 22:00:28
979766,L_0UJNWEmXs,800955,859,4993,316,2019-12-17 09:00:21
952025,glHX8HovQco,995880,2278,53503,673,2019-12-11 12:01:00
1008069,aAkMkVFwAoo,10752707,29623,448566,14606,2019-12-23 07:30:20
1534510,icwENiwT1zI,545169,2239,30430,317,2020-04-13 13:31:25
291199,OSl9rP3fjNI,443826,3749,49614,347,2019-06-05 00:00:11
144675,o_wmpUIAUTU,1557115,3940,16573,695,2019-05-05 01:00:29
1505291,xa0qshcRhDQ,5273743,41563,396580,34199,2020-04-07 10:30:44
1136989,rYDmL5VH-uk,3320797,19535,191638,1780,2020-01-20 03:00:44
1038193,14Qsc7WfqJI,511686,1260,3859,669,2019-12-29 17:30:03
1175266,gWMzBdpl8bg,564409,1256,6406,209,2020-01-28 07:30:55
698763,sKDHedsVA94,5820652,2990,91476,2499,2019-09-14 10:30:03
1003934,9K7JoChJEww,534705,2408,21732,603,2019-12-22 10:30:33
571889,t-Q5zQiWxZU,433884,1637,13129,253,2019-08-03 23:30:46
732233,NmiA-6oA8FQ,1116490,3921,113801,2434,2019-09-21 12:00:29
1499136,5xNrAVoFT0o,2530654,20944,173611,2342,2020-04-06 03:30:04
1058368,2B-dsQLS1yk,2565957,7118,110432,6521,2020-01-03 00:00:47
918737,LQ_ESdiY7yI,608983,4322,37444,520,2019-12-04 12:30:07
389367,sj_Xc6omouA,971326,8115,167840,1001,2019-06-25 20:30:19
1450193,Yckz04M2xTI,456069,5311,85937,552,2020-03-26 18:00:36
1449621,AWmdmg-I1EI,857906,13871,38942,3212,2020-03-26 15:00:53
47724,grF8xYXMJLk,2552725,5000,121502,1300,2019-04-20 05:45:29
756894,uc-_KXfHcXQ,532870,3137,28063,539,2019-09-26 19:00:15
1243292,wioKuReF1FM,1460798,12810,19956,1426,2020-02-11 17:00:33
908101,CRTQUacD1GA,533523,5069,68330,299,2019-12-02 06:00:05
615968,wjIes1eGAw4,4618785,28026,501030,8456,2019-08-22 20:00:07
396074,Lh14IyRjhJg,676170,7580,42290,1344,2019-06-27 22:30:06
1246496,jdj4UUjkkS0,877653,4942,54155,1366,2020-02-12 09:30:33
1117612,jo1TmtjzjgY,393682,855,2649,97,2020-01-16 01:30:44
591096,fbxo-w7kT28,758781,2176,24497,4569,2019-08-08 00:00:48
564074,UhmDaf9f0Rc,9854577,83703,570694,9105,2019-08-02 08:00:54
672102,ptBrQD7EfuY,1684622,2898,6027,3111,2019-09-03 15:00:20
776007,D0zE2T49xWw,1552112,6700,85780,2961,2019-10-28 08:30:33
1366386,mf-UJ32PJgU,9024369,26472,450676,24106,2020-03-09 00:00:41
205508,2bVik34nWws,3645966,9325,133569,1676,2019-05-17 19:30:33
1402787,S6r5TwgDL4Q,4298579,6865,112834,1680,2020-03-16 15:30:18
140979,5F0hxraDsEk,1788773,22324,98651,2118,2019-05-04 06:30:22
1415705,QI4u73YtcWQ,296898,3617,40979,686,2020-03-19 09:30:07
104146,78JMrGsXDiE,1374791,22647,102680,1328,2019-04-26 06:15:46
1104721,_RLJYoPww7E,2382555,4845,93324,637,2020-01-12 20:00:45
614208,sp1fkSRC6Oc,614976,2485,26504,627,2019-08-22 11:00:19
821337,ashhSeMk3wc,2014361,5034,115491,3279,2019-11-06 21:00:04
989391,naxs5zT5aog,244684,2599,15385,844,2019-12-19 09:30:10
672025,4IFIic7wA3o,386217,2608,2056,289,2019-09-03 14:30:34
1099987,tOMtgJ5resQ,2206934,26911,102507,1305,2020-01-11 20:30:10
261114,I29COnJSWCc,934903,2372,4895,1231,2019-05-29 10:30:26
619175,aF_gjZXO3Fc,5286345,37419,399599,4465,2019-08-23 12:00:48
1481270,Ksi9rL2sDXo,1954812,11934,14693,1727,2020-04-02 08:30:58
905626,PdYud9re7-Q,2528930,29552,67471,3352,2019-12-01 17:00:47
360333,IEB1KTJjoOM,1540833,4399,67501,2831,2019-06-19 18:30:43
52630,LM7PL4-qP4A,2086237,13080,112058,2613,2019-04-20 18:15:50
88086,D1KAH1BuixM,838951,3165,36291,502,2019-04-24 13:30:39
1254627,HpRQx020GDE,639229,2074,24360,578,2020-02-14 03:00:49
1129642,-gE7TNRcbzc,119158,1029,575,1708,2020-01-18 14:00:54
397049,lxRwEPvL-mQ,3018763,27520,389902,3420,2019-06-28 03:30:02
1435563,EeL2rc2uUOo,3368923,19188,52320,3245,2020-03-23 16:00:27
1058483,XYgdiE_av3c,772060,2230,16409,635,2020-01-03 00:30:58
724626,X-EIkF5GF7k,3293780,13158,120697,5059,2019-09-19 21:30:23
1366127,0hD-Z1q_ZyI,2051813,9079,176041,1048,2020-03-08 22:30:59
655835,9w16iOhFVw8,1312834,2580,40981,526,2019-08-31 05:00:33
69733,s2kpr4AXPU8,1559427,6674,23861,509,2019-04-22 14:30:19
677393,TvwFl3N6lF4,2669543,5435,171172,2153,2019-09-09 22:00:15
60623,4IbNhgYRnGQ,607122,1367,4979,341,2019-04-21 15:00:15
398231,t-rKLLm_7GU,559120,1863,6258,442,2019-06-28 09:30:05
83581,pYgky8HjK4k,491139,2699,12736,266,2019-04-24 02:00:37
644975,-f7B9fBJJug,1462136,5050,59216,1141,2019-08-28 22:30:46
1374783,ykJWcT1QFqI,233841,291,6935,59,2020-03-10 19:00:17
314136,Ejpz0lxq-kM,783207,1649,34610,676,2019-06-09 21:30:08
120133,kwo0wSabwBk,1804919,5963,62643,422,2019-04-27 22:15:50
1456935,WVfi4Vzm2qI,2314179,5535,27734,3373,2020-03-28 04:00:09
733535,z_J8Z6hwpOE,4949327,29119,292597,6096,2019-09-21 18:30:54
1021911,nHttheXCeTw,1808817,7164,116122,836,2019-12-26 06:00:27
1432539,4VoqwrEEAZM,2267597,9572,93792,1132,2020-03-23 00:30:56
194126,JKerUNvVaYs,739455,2187,6489,1039,2019-05-15 09:31:03
1400747,JyGO22pRyDk,1571968,8821,61780,1520,2020-03-16 05:00:52
1530134,o9kb5iXwuMI,434170,410,4062,362,2020-04-12 15:00:40
739029,46Dj1ah3N48,845606,2858,34224,334,2019-09-22 23:00:48
590465,eyfWHisU1EQ,210932,369,9554,80,2019-08-07 21:00:19
834887,4KmOVhv_bsU,1511674,9438,127263,1386,2019-11-16 18:30:41
1078418,SwazWU-GnOA,7924304,47777,468699,21147,2020-01-07 06:30:10
283329,q5AV-8y7tnk,8298845,6603,83795,3336,2019-06-03 07:30:13
985035,-42-ku-3ti0,683186,1544,16980,454,2019-12-18 11:30:10
79679,gF1FhRe-a7U,2043613,11083,92041,1713,2019-04-23 16:00:51
1484950,qgFI6EyQfPg,2678669,9879,184364,3610,2020-04-03 03:30:13
137706,7H94DAkJeO4,213792,441,6471,246,2019-05-03 14:00:16
592854,1at7kKzBYxI,2782404,4398,120221,2515,2019-08-08 09:00:44
806891,ISKlbc9fhTs,2872361,5144,147030,2387,2019-11-03 19:30:53
815636,GKXS_YA9s7E,7782720,34664,271438,29745,2019-11-05 15:30:53
1204430,gJ4tYmdtm-I,632108,3160,36353,265,2020-02-03 11:00:28
185101,H1WBdh56Vq4,16647027,37982,494402,13391,2019-05-13 12:00:39
785803,U4XjYJEZapI,429249,641,3358,170,2019-10-30 10:00:48
454758,b5mlu5GPqyA,1188905,7252,133563,2421,2019-07-10 09:00:11
146356,3vIHUFi4aeU,1361664,2846,27885,1530,2019-05-05 09:30:15
537285,XGGWhOUYObc,4204472,20835,399895,3262,2019-07-27 17:30:15
594000,-D1yq_OZWII,916133,6985,84469,1069,2019-08-18 05:31:23
306726,pfaDYkeHd-4,803110,7639,78528,532,2019-06-08 08:00:15
1109470,9cGNu8yKBkE,188740,699,8329,209,2020-01-13 20:30:25
126195,GRzIgu_n0yw,9401048,9358,214166,12615,2019-04-28 13:30:35
622110,tcvdIFEsEWA,2311206,3755,42603,3127,2019-08-24 03:00:45
1338119,bMpgsD5o8bs,5439274,47021,588247,8784,2020-03-02 23:00:36
840652,3IEDFC8NZqA,1625747,3400,27648,1361,2019-11-17 23:30:59
994180,6CqGuFVPH4I,1044627,4618,13440,620,2019-12-20 09:30:06
501150,qSqVVswa420,13990143,23038,186872,7996,2019-07-20 03:00:04
230505,r3lVljDJFx0,911778,5223,57578,1185,2019-05-23 01:30:22
412910,UqKUExgryXo,879150,3093,19041,761,2019-07-01 13:30:47
1351601,ySKpLjeTT3Q,713860,6966,9302,850,2020-03-05 20:00:50
444269,yFXG5QQYOvg,2138810,11745,79711,1747,2019-07-08 03:30:27
1036343,fc2YDa7FOjw,2439381,1879,26244,2156,2019-12-29 07:30:59
920401,LLAgke7QprM,2420946,23746,281093,2188,2019-12-04 21:00:06
128592,-J6tDYYT2iE,616409,4936,21014,1102,2019-04-28 19:30:48
1344915,71sj1LVELoc,1344317,1621,40719,812,2020-03-04 10:00:18
168319,fBjlCR5_Qyo,449744,621,2423,256,2019-05-09 23:30:10
139953,R6TSXJWBpX0,3260945,5687,49940,3532,2019-05-04 01:01:01
1527583,loOWKm8GW6A,8212244,50892,877700,8256,2020-04-12 02:30:09
1158865,07MdzMu2nS8,2416727,8666,81569,1853,2020-01-24 20:30:26
1135580,GvivQDzptiA,160629,1086,1493,160,2020-01-19 20:00:45
696930,1dV30tOu6vM,5215043,13235,107589,4097,2019-09-14 01:00:30
348930,HDHidJG25Jc,2043247,6540,92061,2123,2019-06-17 08:00:42
556597,ROGKmWFfvjc,437210,1869,15460,469,2019-07-31 18:30:26
493674,IETeb-Mw-28,1368456,5467,70293,759,2019-07-18 13:00:55
1528467,ap8lmL8ogkI,367719,473,12699,122,2020-04-12 06:30:59
1229926,X3IODKsdBmY,266946,295,1695,136,2020-02-08 21:00:52
800426,leJNDpm_G10,1501873,9370,180481,1533,2019-11-02 12:30:03
651445,3n1T3HxHd7Y,17225091,46388,384998,43113,2019-08-30 07:00:41
1205360,KLV5wHPBnWw,427826,608,16468,222,2020-02-03 15:30:56
1114176,H2Ksts_gT1A,423339,1483,7060,265,2020-01-14 21:00:17
36808,m4VWTiwITyM,620246,1660,7147,561,2019-04-19 02:00:42
1223744,mBc5W96BYNE,1820615,4456,76822,780,2020-02-07 13:30:58
195135,zBRhfm7QJU8,1096781,4159,29472,424,2019-05-15 15:00:17
472950,kUE2fPLOUxo,927927,5992,88512,457,2019-07-14 05:00:32
1484849,c6D8v6DhKc4,1497888,6319,170706,1248,2020-04-03 03:00:12
1512861,QOYvWpYDr3Q,3231123,20934,175778,2135,2020-04-09 00:30:59
67389,tYHTVjfShOA,10124389,58893,428836,6708,2019-04-22 08:30:02
890658,Q-0DdRHA-ZQ,1204979,13283,32170,6892,2019-11-28 13:00:47
533311,wTgOe2aH6IU,1627929,3124,38818,1794,2019-07-26 21:30:30
227072,FPg89qonG0E,7739927,19016,252410,7919,2019-05-22 08:30:04
746998,wnftQx-_YG0,686358,2395,26064,876,2019-09-24 17:00:22
1155228,ZLW2jkd6E7g,3898047,8653,228668,3390,2020-01-24 02:00:07
1279473,l3_sEhYBErw,3280150,11282,189138,5041,2020-02-19 11:30:54
56144,uyCJW_DEvDs,2291892,9447,288922,1463,2019-04-21 03:30:07
848,SR5kfWXfxto,7024824,34499,224586,3469,2019-04-15 06:30:31
986168,gnq7vjbOtBE,1036922,1561,16570,761,2019-12-18 17:00:39
888071,LHEVNL1exFI,346092,799,9974,202,2019-11-28 00:00:40
568840,hl0Qna3VNjE,9828754,41204,688654,10935,2019-08-03 08:30:06
512985,5kI9fsf0S-c,3156424,59446,211745,11281,2019-07-22 14:30:39
363820,alT_zVFMuPw,1419821,2728,33727,549,2019-06-20 12:00:40
1223943,LuVCKptbYLA,994092,3581,12330,402,2020-02-07 14:30:59
1061124,eBajf199Lt0,467832,1202,13676,492,2020-01-03 14:00:40
1470595,WVfi4Vzm2qI,3603500,7161,35189,4850,2020-03-31 01:30:56
251909,Bbb5XC6DYxY,5450631,16275,267023,4827,2019-05-27 12:30:25
279337,0PkmLZ6fmBs,8752568,5395,299963,2823,2019-06-02 08:30:24
13933,uv9kDcbJLi8,1355196,2822,65838,1209,2019-04-16 15:45:42
144493,BkE7ripHaLQ,539440,3601,24863,803,2019-05-05 00:00:39
811642,HDzqsOH4PF8,319826,718,9573,194,2019-11-04 19:30:25
105337,wmnkAOO6Qo4,7462205,13486,271186,3362,2019-04-26 09:15:48
49088,b8PtBzdiZ3g,5344811,28162,169709,55281,2019-04-20 09:15:26
165365,NXAgjKDFc14,2245590,3392,64659,1126,2019-05-09 08:30:21
1169544,Jcbmx0GauaQ,1425709,5217,95662,1307,2020-01-27 03:00:13
155267,cecrSuHdkvg,5650008,19033,78480,39904,2019-05-07 06:00:22
708962,N72EbqcFdAw,556708,5087,75463,1513,2019-09-16 14:00:10
48218,Tpk3YcE_CvQ,462333,1514,4572,166,2019-04-20 07:00:31
982529,X5Tg_FInCg0,2115679,8905,130280,3791,2019-12-17 23:00:05
742769,7jD5Gkh4K34,2142217,10232,99572,4524,2019-09-23 19:00:09
176361,-oxfzabpTWY,1289219,4797,31251,1428,2019-05-11 16:00:22
1125008,8tHaD_Ibj0M,1125276,5557,61612,2914,2020-01-17 15:00:29
187282,o3wXrRnFQoI,319875,551,3322,201,2019-05-13 23:00:38
386269,8HsdD-iRfiQ,902923,2239,47730,1232,2019-06-25 05:00:04
1288580,GKogo_iHGOA,393434,1003,4658,311,2020-02-21 11:00:12
1287477,WTDmqk6uMr0,151140,733,1368,202,2020-02-21 05:00:54
1283972,xekKBVFmynY,192762,767,1139,238,2020-02-20 11:00:52
326573,P28mbaFf52g,755598,7271,37170,835,2019-06-12 12:30:58
769018,HWmFxTG_rUI,521192,1363,23234,610,2019-09-29 08:30:34
365460,v26nVoCWkH8,6592167,59236,413947,102153,2019-06-20 20:30:07
1264870,Dz8cpq2PjlQ,1678001,13691,296346,1557,2020-02-16 07:30:18
31562,MuqMjucmMqk,913132,4541,20882,627,2019-04-18 12:45:35
359395,GG8dCTUE96s,513401,2345,27853,466,2019-06-19 14:00:24
828614,qjsU5876iB0,5541666,10617,50495,5264,2019-11-08 09:30:57
934554,1DpH-icPpl0,10221684,35529,573854,12489,2019-12-07 20:00:49
718266,tje7v9cXEdc,179063,618,1382,119,2019-09-18 13:00:34
1029612,2QrEBEbIl4A,1008905,4155,36089,1486,2019-12-27 21:30:03
611624,L96QwHJeW5A,663946,1328,49978,1258,2019-08-21 22:00:13
480152,IETeb-Mw-28,204618,2359,25059,148,2019-07-15 17:30:17
418477,iQb2imYk_NM,2271471,2635,32795,2770,2019-07-02 18:30:08
1155387,DoRkeLxcNUY,145550,635,1395,42,2020-01-24 02:30:47
938518,TKLb4eP0lvg,992571,2813,27852,1002,2019-12-08 16:00:30
460454,cvEFLYEUL2o,554613,1972,25577,300,2019-07-11 14:00:21
565759,lcWSrIiR1tY,887971,3367,65453,564,2019-08-02 16:30:54
1156776,zX0fzzXWIf4,832965,7946,43156,1117,2020-01-24 10:00:04
943125,ximBCPmTKDc,168826,568,720,272,2019-12-09 15:01:01
1145726,JfQ22aiYddU,1316266,3030,31907,782,2020-01-22 00:00:26
1228331,yOyBmzc6Wqs,1779769,6625,120429,1499,2020-02-08 13:00:39
413277,kPc3Pe42bGI,9862829,16675,488585,14152,2019-07-01 15:30:34
60479,3UPJGFT1HuI,543715,3204,50382,368,2019-04-21 14:30:42
318508,sVuWMbmHEWw,2391120,10058,54331,2230,2019-06-10 19:00:48
648583,AWJPEUhgrcM,270445,8112,32819,5828,2019-08-29 17:00:07
997473,PIDytLL734A,411118,931,7293,638,2019-12-21 02:00:18
158082,U6VGoUXhbF4,639901,2129,6531,263,2019-05-07 20:00:30
1429240,N_l4vILLiNg,1094383,10665,36286,3044,2020-03-22 08:00:04
402019,NFgXhfUA-Lw,364852,386,2716,214,2019-06-29 05:00:20
493202,VWIJfhfLKLE,372960,1284,18269,729,2019-07-18 11:00:14
140531,CEV9anFQR2o,634711,1230,34127,479,2019-05-04 04:00:49
876655,yA8BF_ThJxA,5013709,5752,319386,2703,2019-11-25 14:30:06
1082541,mVurekcj9rQ,185944,960,2142,145,2020-01-08 03:30:14
1522315,d0Fbcc8uWEc,540356,1660,26333,666,2020-04-11 00:00:27
1413896,qq236I20no8,681135,738,22855,371,2020-03-19 00:00:25
74374,Ea_GKoe81GY,17233988,77507,780254,73511,2019-04-23 02:30:11
911249,RwnN2FVaHmw,14996477,68511,610320,11099,2019-12-02 22:00:13
1375319,YoTQUtk596M,252492,1075,16992,243,2020-03-10 21:30:45
434874,eloxOBgbkIA,1968653,5554,145582,3124,2019-07-06 04:30:28
1335893,b3MI9dvD-Io,806386,2405,26352,588,2020-03-02 11:30:50
1536682,WqzTRK5GPWQ,2471920,20486,193936,1358,2020-04-14 01:00:13
814043,i1rn-mhNElQ,440008,3205,46782,138,2019-11-05 07:30:49
1474497,Q9tGh08n50o,1389038,7225,76981,584,2020-03-31 22:00:54
