article,summary
"Hong Kong (CNN)There's a booming black market in Hong Kong, but it's not for fake Apple Watches, or the iPhone. Instead, people are going crazy for tins of butter cookies. Tourists and locals line up around the block for several hours just to get their hands on Jenny's cookies -- at $9 a tin. Its popularity has spurred bakeries to make and sell knockoffs, and the original store has signs warning against buying 'fake' Jenny's cookies. The tiny shop, located in Tsim Sha Tsui, one of the city's main shopping districts, is swarming with people handing over wads of cash for the ""little bear cookies"" as they are known across Asia. People are even hired to stand in line to buy the goods and are later resold at a 70% mark-up yards away, something the bakery also tries to discourage. A few meters away from the long cookie line, old ladies hold up paper signs advertising the cookies for sale. But when they see cameras approaching, they scurry away, only to reappear on another street corner. The frenzy in Hong Kong over the buttery treats is by no means an isolated example. In other parts of the world, food mania has erupted, swiftly winning people's hearts and stomachs, only to fizzle out in a few months. From cronuts to ramen burgers, here are some foods that people around the world have spent hours of their lives waiting for. Were they worth it?","Tourists and locals queue for several hours to get their hands on Jenny's butter cookies .
People are even hired to stand in line to buy the cookies, which are later sold at an up-to-70% mark-up .
Food frenzies have also taken place in other parts of the world ."
"Kano, Nigeria (CNN)An explosion late Thursday outside a bus station in the northeast Nigerian city of Gombe ‎killed at least five people and injured more than a dozen others, witnesses said. The explosion outside the Bauchi Motor Park‎ happened around 8:30 p.m. after a woman left her explosives-laden handbag near a bus filling up with passengers. The bus was heading to the central Nigerian city of Jos, 125 kilometers away. ""There has been an explosion just outside the motor park and five people have been killed while more than 12 others have been seriously injured,"" said Adamu Saidu, an employee at the bus station. ""Some of the injured have had their limbs blown off‎ and one of them has had his eye gouged out,"" said Saidu, who was involved in the evacuation of the victims to a hospital. The woman pretended to be going to Jos and lingered around the bus, which was ‎waiting to fill up with passengers, according to Falalu Tasiu, a grocer near the bus station. ""The woman kept talking on the phone and dropped her bag beside the bus, pretending to be waiting for the bus to fill up,"" Tasiu said. ""She moved towards shops overlooking the bus station as if she was going to buy something and disappeared. Moments later the bag exploded and set the bus on fire, killing five people and inujuring around 15 others,"" Tasiu said. Although no one has claimed responsibility for the attack, Boko Haram Islamists have repeatedly carried out suicide and bombing attacks on bus stations and markets in Gombe and other northern cities, making the group the main suspect. Boko Haram has in recent months been under sustained pressure from sweeping offensives from a four-nation regional alliance of Nigeria, Chad, Niger and Cameroon. The regional offensives have considerably weakened Boko Haram's capabilities, which has prompted the Islamists to resort to attacks on soft targets such as bus stations, markets and schools. The explosion was the first attack since Nigeria held its presidential election at the weekend, which was won by opposition candidate Muhammadu Buhari, who vowed to crush Boko Haram when he assumes office in late May.","Woman leaves explosives-laden handbag beside bus during boarding .
No group has claimed responsibility, but Boko Haram is suspected ."
"Washington (CNN)ISIS is a problem that is ""off the charts historically"" and has sent the United States into ""uncharted territory"" when it comes to putting down the terror group, the Obama administration's point man in the fight recently told CNN. The comments, which Brett McGurk made in an exclusive interview, were some of the administration's strongest to date in describing the challenge the United States and its allies face in battling ISIS. ""This is a problem that is off the charts historically,"" he said, referring to the more than 20,000 foreign fighters who have gone into Syria. ""Just put that into perspective: It's about twice the number that went into Afghanistan in the 1980s over a 10-year period to fight the Soviet Union, and those came really from only a handful of countries."" He concluded, ""We're in unchartered territory here."" McGurk just returned from an urgent summit of coalition nations held in Jordan. Last week, Canada became the latest nation to conduct airstrikes against ISIS over Syria. The United States now lists 62 countries in the coalition. As the U.S.-led coalition has focused attention on Iraq and Syria, ISIS has expanded its reach to Libya, Egypt and Yemen, often with existing extremist groups pledging allegiance to the militants. McGurk did not rule out expanding U.S. military action beyond Iraq and Syria to combat the increasing regional threat. ""We have a lot of tools to protect ourselves and our national security interests, some of which are military tools,"" he said. ""Of course we apply those tools when the president determines and our chain of command makes the recommendation that that is the right thing to do."" The United States has also been stepping up efforts to involve Sunni groups in the fight against ISIS. To date, that involvement has been extremely limited as Sunni tribes see Shiite militias, many with horrendous human rights records, take the lead. But McGurk said that Iraqi Prime Minister Haider al-Abadi is making progress getting Sunni tribes to support a planned Iraqi offensive against ISIS in Anbar province in the coming weeks. He stressed the importance of working with al-Abadi, noting that the Iraqi leader was in Anbar province last week handing out more than 1,000 AK-47s to tribal fighters who are going to join the Iraqi security forces. ""We are helping to enable and train (them) as they begin to go on the offensive over the coming weeks and months in Anbar,"" McGurk said. ""They put out this very perverse, twisted vision, and it's very attractive to a lot of young men around the world,"" he acknowledged. ""But in fact, what the foreign fighters are finding in Syria and Iraq is that they're more likely to get killed in Iraq and Syria, and in fact, instead of getting a slave bride as ISIS leaders promise them, they're more likely to get killed by a female Peshmerga fighter in the streets of Kobani."" That bottom line, he assessed, could turn the tide: ""The foreign fighters are learning the reality of what it's like when they go to join this twisted version of a caliphate, and I think we're going to see those networks begin to dry up.""","Obama's point man in ISIS fight doesn't rule out U.S. military action beyond Iraq and Syria .
Brett McGurk: Iraqi leader making progress with Sunni tribes in planned Anbar offensive ."
"(CNN)The first trailer for a documentary on the life and music of late British singer Amy Winehouse was released Thursday. The teaser for ""Amy: The Girl Behind the Name,"" set for UK release on July 3, features early footage of Winehouse talking about how her music career was born and where she believed she was headed. ""Singing has always been important to me, but I never thought, 'I'll end up singing' or 'I'll be a singer,' "" Winehouse said. ""I felt like I had nothing new that was coming out at the time that really represented me or the way I felt, so, you know, I just started writing."" Winehouse, known for her bluesy voice, bouffant hairdo and numerous tattoos, struggled publicly with drugs and alcohol during a career in which she recorded two albums and won six Grammys (one posthumous). She died from alcohol poisoning at the age of 27 on July 23, 2011. Her biggest hit, ""Rehab,"" chronicled the efforts of those around her to get her to submit to substance abuse treatment. ""Amy"" seeks to ""truly capture not just the great artist that she was, but also the funny and loving person that most people didn't get a chance to know,"" the filmmakers said on Facebook after announcing the film in 2013. Amy Winehouse documentary gets UK release date . The trailer conveys Winehouse's ambivalence about fame. ""I'm not a girl trying to be a star or trying to be anything other than a musician,"" she says. ""I don't think I'm gonna be at all famous,"" Winehouse tells an interviewer early in her career. ""I don't think I could handle it. I would probably go mad. Do you know what I mean? I would go mad."" A life cut short: Remembering the tragedy of Amy Winehouse . Unlike an earlier look at the singer's life, 2013's ""Fallen Star,"" the documentary has been endorsed by Winehouse's family. It will feature ""extensive unseen archive footage and previously unheard tracks,"" Deadline reported. The team behind the new film includes Asif Kapadia, director of the documentary ""Senna,"" on the life of Brazilian Formula 1 racer Ayrton Senna. The film won two BAFTA awards. ""The award-winning producers of Senna presented a vision that would look at Amy's story sensitively, honestly and without sensationalising her,"" the family statement said. ""We want this to be a tribute to her musical legacy.""' A U.S. release date for the film has yet to be announced. CNN's Michael Pearson contributed to this report.","""Amy"" features archival footage of the singer and original music tracks .
""Amy"" seeks to ""truly capture not just the great artist that she was,"" filmmakers say .
Winehouse, who died at 27, said fame would probably drive her ""mad"""
"Boston (CNN)The Boston Marathon is traditionally an event in which people in and around the Massachusetts capital come together, celebrate and enjoy. But not in 2013, when three people died and over 200 were injured when a pair of bombs went off within 12 seconds of each other at the finish line. And not this year -- at least not if you're a member of the jury that convicted Dzhokhar Tsarnaev in the bombings. That's what federal Judge George A. O'Toole told jurors Tuesday, stressing the importance of avoiding anything that could be prejudicial in the trial's sentencing phase. That begins April 21, a day after this year's edition of the landmark race. ""Do not attend the Boston Marathon or any events or gatherings related to the anniversary or the current running of the Boston Marathon,"" O'Toole said in court. The judge spoke for less than 10 minutes, and stressed the seriousness of his warnings. The first phase of Tsarnaev's trial began March 4, after which federal prosecutors called 92 witnesses, and the defense just four. Timeline of the bombings, manhunt and aftermath . Tsarnaev's lawyers never disputed that their client was at the scene of the bombings and part of the days-long mayhem that followed. Tsarnaev lawyer Judy Clarke acknowledged in opening arguments that: ""It was him."" But Clarke argued that Dzhokhar Tsarnaev only took part in the plot under the influence of his brother Tamerlan Tsarnaev, who died after the bombings, but before his brother was captured in a boat parked in a Watertown backyard, . That argument wasn't enough to sway the jury, though. Rather, they convicted Dzhokhar Tsarnaev on all 30 counts he faced -- including using weapons of mass destruction, bombing a place of public use, conspiracy and aiding and abetting. A look at all of the charges . The only question now, short of a successful appeal of that verdict, is what price he'll now pay. The maximum penalty for several of the charges is death. Talking to the jury on Tuesday, O'Toole predicted that the sentencing phase will last four weeks before cautioning that forecasting a specific timetable is less reliable than guessing the weather. The plan is for the court to be in session for four days a week, as long as the process takes. Until then, O'Toole told the jurors, ""Please put the case out of your minds. Enjoy the warm weather."" What's next for Tsarnaev? CNN's Ann O'Neill reported from Boston. CNN's Catherine E. Shoichet, Alexandra Field, Aaron Cooper, Kevin Conlon, Jason Hanna and Steve Almasy contributed to this report.","Dzhokhar Tsarnaev was found guilty of all 30 counts, may face death penalty .
The sentencing phase starts April 21; a judge predicts it will last four weeks .
He warns jurors not to do anything that could be prejudicial to the case ."
"(CNN)A former U.S. Army enlistee who posted on Facebook about ""the adrenaline rush"" of dying in jihad was arrested Friday and charged with trying to detonate a car bomb at Fort Riley military base in Kansas, authorities said. A second man, who allegedly knew about the bomb plot but didn't call authorities, was charged with failing to report a felony. John T. Booker Jr. of Topeka, an American citizen also known as Mohammed Abdullah Hassan, was taken into custody near Manhattan, Kansas, in a van that contained what he thought was a bomb, the criminal complaint said. The ""bomb"" had actually been put together by two confidential informants with nonexplosive materials, the complaint said. Fort Riley's security was never breached and no people were in danger, the U.S. Justice Department said in a press release. Booker enlisted in the Army last year and was due to ship out to basic training April 7, 2014, said Army spokesman Wayne Hall. The criminal complaint said the FBI questioned him March 24, 2014 about comments posted on Facebook, such as, ""Getting ready to be killed in jihad is a HUGE adrenaline rush. I am so nervous. NOT because I'm scare to die but I am eager to meet my lord."" Booker waived his Miranda rights and told the agents he enlisted to commit an insider attack against American soldiers like Maj. Nidal Hassan had done at Fort Hood, Texas, the complaint said. Hassan opened fire in a building in November 2009, killing 13 people and wounding more than 30. His enlistment was terminated March 24, 2014, at the request of Army Criminal Investigation Command, Hall said. Booker began communicating with a confidential informant later in 2014, the complaint said, and often talked about his plans to engage in violent jihad in support of ISIS. He and the informant watched ISIS videos together, the complaint said, and Booker talked about how he wanted to go to Iraq and turn his weapon on American soldiers when ordered to shoot the enemy. On March 9, Booker said he believed ISIS wanted him to commit a truck bombing in the United States and thought a good target would be nearby Fort Riley, a large Army base that's home to the 1st Infantry Division, known as ""The Big Red One."" Booker said ""that detonating a suicide bomb is his No. 1 aspiration because he couldn't be captured, all evidence would be destroyed and he would be guaranteed to hit his target,""  the criminal complaint said. He made a video with a Fort Riley airfield in the background and said ISIS was coming to kill American soldiers, both abroad and in the United States, the complaint said. Booker acquired components for a bomb and rented a storage locker to store the components, the complaint said. The plan was for confidential informants to build a bomb and for Booker to drive to Fort Riley and detonate it, the complaint said. But the bomb was built with ""inert"" parts and would never explode, the complaint said. On Friday, the informants and Booker drove to what Booker thought was a little-used utility gate near Fort Riley, the complaint said. While Booker was making final connections on the ""bomb,"" the FBI arrested him, the complaint said. He was charged with one count of attempting to use a weapon of mass destruction, one count of attempting to damage property by means of an explosive and one count of attempting to provide material support to the Islamic State of Iraq, a designated foreign terrorist organization. If convicted, he could face life in prison. Alexander E. Blair, 28, of Topeka was taken into custody Friday and charged with failing to report a felony. The FBI said agents interviewed Blair after Booker's arrest. Blair said he shared some of Booker's views, knew of his plans to detonate a vehicle bomb at Fort Riley and loaned him money to rent storage space, according to the FBI's criminal complaint. He said he thought Booker would carry out his plan but did not contact authorities, the complaint said. If convicted, Blair faces a maximum of three years in prison.","Alexander Blair, 28, of Topeka accused of knowing about bomb plot but not contacting authorities .
Fort Riley's security was never breached and the device was ""inert"" and not a threat, authorities say .
John T. Booker Jr., 20, of Topeka had acquired bomb parts and made a propaganda video, the Justice Department says ."
"(CNN)Gwyneth Paltrow, the actress turned lifestyle guru, is known for promoting detoxes and health cleanses on her site, Goop.com. But she's now bringing awareness to the difficulties of life on food stamps. In a tweet Friday, Paltrow showcased an array of leafy greens, dried beans and rice, purchased for the amount a person living on food stamps is allotted each week, she explained. The amount of Supplemental Nutrition Assistance Program benefits a person can get is based on the U.S. Department of Agriculture's Thrifty Food Plan. The plan estimates how much it costs to buy food, according to the United States Department of Agriculture. In this case, Paltrow will be spending just under $30 for groceries. Her participation is part of the #FoodBankNYCChallenge. Celebrity chef Mario Batali, a close friend of the star's, nominated Paltrow and musicians Sting and Deborah Harry for the challenge through a video. The challenge urges participants to use only $29 for all the food a person eats for seven days. ""For one week, walk in someone else's shoes,"" Batali is quoted saying on the Food Bank for New York City's website. ""By truly understanding what our friends and neighbors are going through, we will be better equipped to find solutions."" The #FoodBankNYCChallenge is an attempt to live on a food stamp budget for one week, which translates to $1.38 per meal, according to the site. The effort is in response to recent cuts to food stamps. ""Congress cut food stamps twice since 2013, and soup kitchens and food pantries saw an immediate increase in visitors,"" the site explains. Organizers hope the challenge will raise public awareness of the struggles for families to afford food while on food stamps.","Actress Gwyneth Paltrow is trying to live on $29 worth of food for one week .
It's a part of the #FoodBankNYCChallenge, which is bringing awareness to food poverty .
Paltrow was nominated by her friend chef Mario Batali ."
"Lagos, Nigeria (CNN)A day after winning Nigeria's presidency, Muhammadu Buhari told CNN's Christiane Amanpour that he plans to aggressively fight corruption that has long plagued Nigeria and go after the root of the nation's unrest. Buhari said he'll ""rapidly give attention"" to curbing violence in the northeast part of Nigeria, where the terrorist group Boko Haram operates. By cooperating with neighboring nations Chad, Cameroon and Niger, he said his administration is confident it will be able to thwart criminals and others contributing to Nigeria's instability. For the first time in Nigeria's history, the opposition defeated the ruling party in democratic elections. Buhari defeated incumbent Goodluck Jonathan by about 2 million votes, according to Nigeria's Independent National Electoral Commission. The win comes after a long history of military rule, coups and botched attempts at democracy in Africa's most populous nation. In an exclusive live interview from Abuja, Buhari told Amanpour he was not concerned about reconciling the nation after a divisive campaign. He said now that he has been elected he will turn his focus to Boko Haram and ""plug holes"" in the ""corruption infrastructure"" in the country. ""A new day and a new Nigeria are upon us,"" Buhari said after his win Tuesday. ""The victory is yours, and the glory is that of our nation."" Earlier, Jonathan phoned Buhari to concede defeat. The outgoing president also offered a written statement to his nation. ""I thank all Nigerians once again for the great opportunity I was given to lead this country, and assure you that I will continue to do my best at the helm of national affairs until the end of my tenure,"" Jonathan said. ""I promised the country free and fair elections. I have kept my word."" Buhari, 72, will be sworn in on May 29. He will take the helm at a critical time, as Nigeria grapples with Boko Haram, serious economic woes and corruption. This isn't Buhari's first time leading Nigeria, but it's his first time in nearly 30 years. A military coup brought Buhari to power in late 1983, closing a brief period of popular rule by Shehu Shagari. But Buhari himself was ousted by another military coup in August 1985. Read more: Who is Nigeria's Muhammadu Buhari? His presidential win is the result of his fourth attempt to lead the country since he was ousted 30 years ago. Buhari is a Sunni Muslim from Nigeria's poorer North, while Jonathan comes from a Christian and animist South that is rich with oil. Buhari praised voters for exercising their right peacefully. ""Your vote affirms that you believe Nigeria's future can be better than what it is today,"" he said in his statement. ""You voted for change, and now change has come."" Buhari campaigned as a born-again democrat to allay fears about his strict military regime. He stressed that Nigeria's security needs to be the next government's focus. His campaign was also fiercely anti-corruption. He ran under the slogan of ""new broom,"" and his supporters were often pictured holding brooms in the lead-up to the vote. Despite years of democracy, analysts say, corruption has hindered Nigeria from building a stable economy. One of Buhari's biggest challenges will be Boko Haram, which has been terrorizing Nigeria as it tries to institute a strict version of Sharia law in the country. In the past few years, the terror group has bombed churches and mosques, killed hundreds of people and kidnapped more than 200 teenage girls from a boarding school. Even the presidential vote had to be postponed because of the radical militants. The election was originally scheduled for February 14, but was delayed six weeks because the military needed more time to secure areas controlled by Boko Haram. Yet the violence persisted. On Saturday, residents in the northeastern state of Gombe said at least 11 people were killed in attacks at polling stations, apparently by Boko Haram extremists. Jonathan had been criticized for not doing enough to combat Boko Haram. Before the election, African affairs analyst Ayo Johnson said the vote would come down to who could make Nigeria feel safe. ""Many Nigerians will not forget (Buhari) was a military leader during a dictatorship,"" Johnson said. ""Or maybe they will feel that they need a military leader to address fundamental problems such as terrorism."" Boko Haram isn't the only obstacle facing the new president. The economy is another major issue. Nigeria overtook South Africa last year as the region's largest economy. Nigeria is one of Africa's largest oil producers and is a major supplier of crude oil to the United States. It also hosts many international oil companies and workers. But many complain that the country's vast wealth from oil exports doesn't trickle down to the average citizen. As many as 70% of Nigerians live below the poverty line, surviving on less than a dollar a day. Christian Purefoy reported from Lagos; Holly Yan reported and wrote from Atlanta. CNN's Stephanie Busari, Faith Karimi and Susannah Cullinane contributed to this report.","Muhammadu Buhari tells CNN's Christiane Amanpour that he will fight corruption in Nigeria .
Nigeria is the most populous country in Africa and is grappling with violent Boko Haram extremists .
Nigeria is also Africa's biggest economy, but up to 70% of Nigerians live on less than a dollar a day ."
"West of Baghdad, Iraq (CNN)The call from Faleh Essawi, the deputy chief of the provincial council, who we were supposed to be meeting up with, came just as we were about to hit the bridge -- the only safe route from Baghdad to neighboring Anbar province. ""ISIS has taken the east of the city, it's not accessible,"" he says, sounding frantic, rapidly rattling off the neighborhoods and areas ISIS fighters had just stormed into. Moments later, we see the impact: An endless stream of humanity, shell shocked, and exhausted. Parents cradle babies in blankets, some struggle under the weight of their belongings, some carry small plastic bags, while others nothing but the children clutching at their hands. Cars are not permitted to cross this bridge across the Euphrates. The government feels that restricting vehicles will decrease the likelihood of explosives making their way into Iraq's capital. Those too young or too tired to walk pile into metal carts pushed by boys or young men, normally used to carry produce to markets. An elderly woman sits in one, a child in her arms, a worn down plastic doll in her hand. Many don't want to talk, at least not for long. What they just went through is too raw, too painful. One man we encounter describes how ISIS fighters commandeered his house. ""We heard clashes in the early morning, and we couldn't see the security forces anywhere,"" he recalls. ""We saw the ISIS fighters, they just came into the house, they didn't say a word. They just sent a sniper to the roof.  I grabbed my children and ran."" His wife bursts into tears, prompting him to apologize for not being able to talk anymore -- they just want to keep going. Another older woman, sitting in one of the carts surrounded by her grandchildren, starts sobbing the moment we approach her. ""They took our homes and kicked us out,"" she cries. Over the weekend ISIS moved into towns just to the north of Ramadi, which lies 68 miles (110km) west of Baghdad, sending thousands fleeing on foot into the city.  ISIS had already blocked off access from the south months ago, and the west was contested territory.  The east, until now, was not just a relatively safe zone but the only viable entrance and exit. At a hospital in Amriyat al-Falluja, about a 15-minute drive away, a wounded local fighter winces in pain. He was shot by a sniper in Ramadi that morning as ISIS fighters advanced -- the bullet barely missed his heart. ""We had been warning we could see their movements,"" he tells us. ""But we just didn't have the force to hold them off.  We didn't leave a single person we didn't call and ask for back up."" But none came. Hours after our morning conversation we speak to Essawi again by phone. ""Security is collapsing in the city,"" he screams. ""This is what we warned Baghdad would happen. Where is Baghdad? Where is al-Abadi? ""Just God knows if we will survive this,"" he says and hangs up. Amriyat al-Falluja regularly comes under attack from rockets and mortars from ISIS positions nearby. The hospital's façade is scarred by shrapnel. The wards are full of people injured during these attacks. Fifteen-year-old Mustafa Ahmed has bandages on his neck, leg, and other parts of his body. ""A mortar fell on our street, one of my neighbors was wounded,"" he explains. ""We went out to help him and the second one fell on us."" His friend died, he says. In the next room Amal Ahmed speaks softly. ""I was in the garden and a rocket hit and the shrapnel sliced me open,"" she says, as tears roll down her face. ""Something fell out of me and I grabbed it and I put it back in and I lay down."" She starts to cry harder. Her husband was killed by U.S. forces in Fallujah -- another city in Anbar -- in 2003.  Her children have all moved away except her youngest, who broke his arm in the same attack. ""When I see the situation I don't have hope, it's just getting worse."" A few moments later, we hear two massive explosions from another of the hospital's buildings. They think it's an ISIS rocket or mortar attack so we take cover along with the Iraqi forces we are with in the hallway, away from the windows. More explosions go off in the distance. Then another actually shakes our building. ""Anyone want tea?"" one of the policemen with us asks, laughing as he pours.  ""This happens all the time, we're used to it."" The police chief, Major Aref al-Janabi, radios to his men to respond.  Al-Janabi, like so many others, is frustrated with the lack of support from Baghdad.  Earlier, he had taken us to the front lines, a long berm that stretches along the northern and western parts of the town that is dotted with fighting positions.  He says he regularly provides the joint command center with coordinates for ISIS positions, but so far there have been no significant air strikes or reinforcements. More explosions follow in the distance. We're quickly moved out and leave the town, heading back towards the bridge and the long, snaking lines of refugees. An ambulance passes us, trying to force its way through the crowds.  The swell of people fleeing has grown considerably in the last hours -- not surprising given Essawi's dire assessment and warning. ""Ramadi is under siege from all sides,"" he'd told us earlier, anger mixed with an air of resignation. ""I consider the city to have fallen."" He claimed that 150,000 have fled, scoffing at statements from Iraqi officials in Baghdad that reinforcements have been sent to Ramadi.  He has yet to see them.","Families flee parts of western Iraq amid continuing onslaught from ISIS fighters .
Officials there say the Iraqi government is failing to protect them .
Thousands have been forced to grab what they can and head east toward the capital ."
"Obock, Djibouti (CNN)Amina Ali Qassim is sitting with her youngest grandchild on her lap, wiping away tears with her headscarf. Only a few months old, this is the baby girl whose ears she desperately tried to cover the night the aerial bombardment started. She lay awake, she says, in a village mosque on the Yemeni island of Birim, counting explosions as the baby cried. It could have been worse though. They could have still been in their house when the first missile landed. ""Our neighbor shouted to my husband 'you have to leave, they're coming.' And we just ran. As soon as we left the house, the first missile fell right by it and then a second on it. It burned everything to the ground,"" Qassim tells us. Qassim and her family fled Birim at first light, piling in with three other families. Twenty-five of them squeezed into one boat setting sail through the Bab al-Mandab Strait to Djibouti. Bab al-Mandab is one of the busiest waterways in the world, a thoroughfare for oil tankers and cargo ships. It's now being crossed by desperate Yemenis in rickety fishing boats seeking refuge from the conflict threatening to engulf their country. Qassim's son Mohamed describes the families' journey across this part of the Red Sea as ""a window into hell."" ""The women were violently ill,"" he tells us. ""It was a catastrophe."" It took them five hours to cross into the north of Djibouti, where the government is providing the refugees with temporary shelter in this unfinished orphanage here in Obock. And the U.N. says thousands more refugees are expected. Qassim and her family will soon have to move to the plastic tents that have been prepared for them on the dusty outskirts of the town, taking with them only the collection of plastic mats and pots neatly stacked in the corner. It's all that remains of everything they once owned. Her two daughters are trapped back in Yemen, in Taiz. She hasn't been able to reach them and the worry she says is almost unbearable. I ask her how many days it was after the Saudi aerial bombardment began that they left. She looks at me and laughs, ""How many days would you have stayed?"" Then she goes quiet, looking down at the granddaughter in her lap. Finally she tells me, ""I thought she would never be able to stop screaming. That the fear would stay with her forever."" ""May God please have mercy on Yemen.""","Amina Ali Qassim's family sought shelter in a mosque before fleeing Yemen .
Thousands like them are boarding boats to sail to Djibouti .
Saudi Arabia has been pounding Yemen in a bid to defeat Houthi rebels ."
"(CNN)The Coxes can rest more comfortably living in Georgia now that their 5-year-old daughter can get the marijuana extract she needs. ""This means the world to us,"" said Haleigh Cox's mother, Janea Cox. Gov. Nathan Deal signed a bill Thursday that will legalize low-THC cannabis oil for certain ""medication-resistant epilepsies,"" while creating an infrastructure, registration process and research program for the drug. (THC is the primary psychoactive substance in marijuana.) The bill is dubbed Haleigh's Hope Act. Haleigh, who has been the face of the bill, was having hundreds of seizures a day and the five potent drugs meant to control them weren't making life better for the little girl. Janea Cox said in a March 2014 interview that she made the difficult decision to move her daughter to Colorado, where medical marijuana is legal, in hopes of saving her life. ""She was maxed out,"" Cox said. ""She'd quit breathing several times a day, and the doctors blamed it on the seizure medications."" 10 diseases marijuana could affect . Cox had heard that a form of medical marijuana might help, but it wasn't available in Georgia. So a week after hearing a doctor's diagnosis that Haleigh might not live another three months, she and Haleigh packed up and moved to Colorado Springs, Colorado. There, Haleigh began a regimen of cannabis oil: four times a day and once at night. ""Every time she smiled I knew we did the right thing, because we hadn't seen her smile in three years,"" Cox said. ""Now she's thriving, she's healthy, she's happy, and they're absolutely shocked at the difference. So I think we've turned some nonbelievers into believers of cannabis oil."" Deal is apparently one of those believers, signing HB1 on Thursday and opening the door for the use of cannabis oil to treat certain medical conditions. The bill will benefit not only people who suffer from chronic seizure disorders, but it also will allow patients to receive in-state treatment. To obtain a license in Georgia, you will need to have a specific covered condition, such as acute seizures. ""For the families enduring separation and patients suffering pain, the wait is finally over,"" Deal said Thursday. ""... Now, Georgia children and their families may return home while continuing to receive much-needed care."" For Cox, it's a blessing ""to be able to come back home, and with Haleigh's medicine, it's done wonders for her -- going from 200-plus seizures a day and on her deathbed to a smiling, happy girl who says words now and looks us in the eye and lets us know she's in there."" She added, ""Colorado has been good to us, but Georgia's home. Georgia's definitely home."" With medical marijuana legal in nearly half the states, doctors are increasingly studying what effect the drug has on various ailments. While Georgia's law is specific to a handful of conditions, medical marijuana laws in states such as California permit marijuana use for an array of ailments. But as states rewrite their regulations, federal law remains the same: Marijuana is illegal to grow, sell or use for any purpose. Under the Controlled Substances Act, marijuana is listed on Schedule 1, meaning it has ""no currently accepted medical use and a high potential for abuse."" To backers of reform, it presents a Catch-22: Marijuana is restricted, in large part, because there is scant research to support medical uses, yet research is difficult to conduct because of tight restrictions.","Georgia Gov. Nathan Deal signs a medical marijuana bill .
The bill is inspired by Haleigh Cox, a 5-year-old whose seizures threatened her life ."
"(CNN)The Cuba that photographer Carolina Sandretto captures is a world away from the images of neon 1950s American cars and postcard-worthy white sand beaches that most visitors to the island bring back home. Instead Sandretto focuses on ""solares,"" the crumbling buildings that many Cubans divide and cohabitate, often with several generations and separate families sharing one dwelling. ""This situation of bringing into your house your husband or your wife and living with your own parents in your late 30s and 40s, I always thought is really interesting and different than the U.S. but similar to my country since that's the way it was 50 years ago,"" said Sandretto, who is from Italy. Following Fidel Castro's 1959 revolution, houses and apartments were redistributed throughout Cuba and the government promised that everyone would have a home in the new socialist utopia. But building did not keep pace with the population, and Cubans were forced to adapt by dividing and re-dividing up homes to make room. ""It ends up to be a very interesting habitat,"" Sandretto said. ""Because there (are) so many different layers of people. It creates a whole community, even if neighbors really don't like each other."" Sandretto said she first visited Cuba three years ago and was instantly hooked. ""I stayed and went back and back because it's a very unique place and people are really beautiful and amazing and with interesting stories,"" she said. Gaining entrance to the maze-like solares was a constant negotiation, Sandretto said, and plenty of times she was turned away. ""I always try to explain what I do, why I am there, why I am interested in where they live, the aim of my project,"" she said. Toting a 30-year-old Hasselblad 500cm camera, Sandretto found it was a good way to strike up a conversation with her subjects. Social media . Follow @CNNPhotos on Twitter to join the conversation about photography. ""They get curious when see someone going around with a bulky old camera,"" she said. ""I talk a lot. I am Italian. I speak Spanish, which helps but not a lot because you have to speak 'Cuban,' which is another language."" Her persistence allowed her to capture intimate moments of Cubans resting in the sweltering heat, crowding around a communal TV or just going about life despite their disintegrating surroundings. There are no modern appliances or conveniences in her photographs. The people in these solares aren't the fortunate Cubans who have relatives visiting from Miami with flat-screens and smartphones in tow. Instead, there is the sense of time being whittled away -- one game of dominoes or one TV soap opera a time. Sandretto said she hopes to continue to document the changes on the island that occur as the United States and Cuba work to restore diplomatic relations and an inevitable influx of American visitors arrive. The thawing in relations could even change life in Cuba's solares. ""People want to travel, have access to the Internet and improve their economic situation,"" she said. ""I hope that's what happens."" Carolina Sandretto is an Italian photographer based in New York. You can follow her on Twitter.","Carolina Sandretto focuses on the crumbling buildings many Cubans live in together .
The maze-like ""solares"" often include separate families under one roof ."
