CustomerID,StockCode,Description,Quantity
14572.0,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2
14572.0,20972,PINK CREAM FELT CRAFT TRINKET BOX ,4
14572.0,22804,CANDLEHOLDER PINK HANGING HEART,2
14572.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9
14572.0,23306,SET OF 36 DOILIES PANTRY DESIGN,2
14572.0,23300,GARDENERS KNEELING PAD CUP OF TEA ,2
14572.0,23301,GARDENERS KNEELING PAD KEEP CALM ,3
14572.0,23302,KNEELING MAT HOUSEWORK  DESIGN,3
14572.0,23076,ICE CREAM SUNDAE LIP GLOSS,24
14572.0,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8
14572.0,23238,SET OF 4 KNICK KNACK TINS LONDON ,2
14572.0,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1
14572.0,23310,BUBBLEGUM RING ASSORTED,72
14572.0,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,2
14572.0,85049C,ROMANTIC PINKS RIBBONS ,3
14572.0,22077,6 RIBBONS RUSTIC CHARM,3
14572.0,85049G,CHOCOLATE BOX RIBBONS ,3
14572.0,22993,SET OF 4 PANTRY JELLY MOULDS,2
14572.0,23245,SET OF 3 REGENCY CAKE TINS,2
14572.0,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6
14572.0,22197,POPCORN HOLDER,4
17750.0,23005,TRAVEL CARD WALLET I LOVE LONDON,72
17750.0,22999,TRAVEL CARD WALLET VINTAGE LEAF,24
17750.0,22995,TRAVEL CARD WALLET SUKI,24
17750.0,22996,TRAVEL CARD WALLET VINTAGE TICKET,24
17750.0,22998,TRAVEL CARD WALLET KEEP CALM,48
17750.0,23000,TRAVEL CARD WALLET TRANSPORT,48
17750.0,22994,TRAVEL CARD WALLET RETROSPOT,24
17750.0,M,Manual,10
17750.0,21179,NO JUNK MAIL METAL SIGN,24
17750.0,22115,METAL SIGN EMPIRE TEA,12
17750.0,21158,MOODY GIRL DOOR HANGER ,24
14013.0,22961,JAM MAKING SET PRINTED,12
14013.0,23306,SET OF 36 DOILIES PANTRY DESIGN,12
14013.0,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24
14013.0,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12
14013.0,23245,SET OF 3 REGENCY CAKE TINS,4
14013.0,23286,BLUE VINTAGE SPOT BEAKER,8
14013.0,22896,PEG BAG APPLES DESIGN,6
14013.0,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10
14013.0,21929,JUMBO BAG PINK VINTAGE PAISLEY,10
12600.0,20679,EDWARDIAN PARASOL RED,12
12600.0,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24
12600.0,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10
12600.0,85099B,JUMBO BAG RED RETROSPOT,10
12600.0,20712,JUMBO BAG WOODLAND ANIMALS,10
12600.0,85014A,BLACK/BLUE POLKADOT UMBRELLA,6
12600.0,85014B,RED RETROSPOT UMBRELLA,21
12600.0,POST,POSTAGE,2
13305.0,23263,SET OF 3 WOODEN HEART DECORATIONS,12
13305.0,21429,RED GINGHAM ROSE JEWELLERY BOX,8
13305.0,21524,DOORMAT SPOTTY HOME SWEET HOME,4
13305.0,23284,DOORMAT KEEP CALM AND COME IN,4
13305.0,48187,DOORMAT NEW ENGLAND,4
13305.0,22427,ENAMEL FLOWER JUG CREAM,3
13305.0,22485,SET OF 2 WOODEN MARKET CRATES,2
13305.0,22741,FUNKY DIVA PEN,48
14810.0,22386,JUMBO BAG PINK POLKADOT,10
14810.0,23203,JUMBO BAG DOILEY PATTERNS,10
14810.0,20713,JUMBO BAG OWLS,6
14810.0,85099B,JUMBO BAG RED RETROSPOT,4
14810.0,20726,LUNCH BAG WOODLAND,2
14810.0,20728,LUNCH BAG CARS BLUE,2
14810.0,22382,LUNCH BAG SPACEBOY DESIGN ,3
14810.0,20725,LUNCH BAG RED RETROSPOT,4
14810.0,20728,LUNCH BAG CARS BLUE,6
14810.0,20727,LUNCH BAG  BLACK SKULL.,8
14810.0,22662,LUNCH BAG DOLLY GIRL DESIGN,2
14810.0,22384,LUNCH BAG PINK POLKADOT,8
14810.0,23209,LUNCH BAG DOILEY PATTERN ,8
14810.0,22899,CHILDREN'S APRON DOLLY GIRL ,2
14810.0,23321,SMALL WHITE HEART OF WICKER,4
14810.0,22730,ALARM CLOCK BAKELIKE IVORY,3
14810.0,22730,ALARM CLOCK BAKELIKE IVORY,4
14810.0,22296,HEART IVORY TRELLIS LARGE,12
14810.0,23245,SET OF 3 REGENCY CAKE TINS,2
14810.0,82494L,WOODEN FRAME ANTIQUE WHITE ,12
16813.0,20727,LUNCH BAG  BLACK SKULL.,2
16813.0,22384,LUNCH BAG PINK POLKADOT,2
16813.0,22382,LUNCH BAG SPACEBOY DESIGN ,2
16813.0,22386,JUMBO BAG PINK POLKADOT,4
16813.0,23201,JUMBO BAG ALPHABET,4
16813.0,85099F,JUMBO BAG STRAWBERRY,4
16813.0,85099B,JUMBO BAG RED RETROSPOT,4
16813.0,22381,TOY TIDY PINK POLKADOT,2
16813.0,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,3
16813.0,23199,JUMBO BAG APPLES,2
16813.0,23207,LUNCH BAG ALPHABET DESIGN,2
16813.0,22662,LUNCH BAG DOLLY GIRL DESIGN,2
16813.0,22383,LUNCH BAG SUKI DESIGN ,2
16813.0,20728,LUNCH BAG CARS BLUE,2
16813.0,47559B,TEA TIME OVEN GLOVE,1
16813.0,20725,LUNCH BAG RED RETROSPOT,2
16813.0,21901,"KEY FOB , BACK DOOR ",2
16813.0,21899,GARAGE KEY FOB,2
16813.0,21900,"KEY FOB , SHED",2
16813.0,21902,"KEY FOB , FRONT  DOOR ",2
16813.0,23206,LUNCH BAG APPLE DESIGN,2
16813.0,23209,LUNCH BAG DOILEY PATTERN ,2
16813.0,21429,RED GINGHAM ROSE JEWELLERY BOX,2
16813.0,47559B,TEA TIME OVEN GLOVE,1
16813.0,20726,LUNCH BAG WOODLAND,2
16813.0,23301,GARDENERS KNEELING PAD KEEP CALM ,2
16813.0,22189,CREAM HEART CARD HOLDER,2
16813.0,23321,SMALL WHITE HEART OF WICKER,1
16813.0,23322,LARGE WHITE HEART OF WICKER,2
16813.0,23284,DOORMAT KEEP CALM AND COME IN,1
16813.0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1
16813.0,84596G,SMALL CHOCOLATES PINK BOWL,8
16813.0,84596F,SMALL MARSHMALLOWS PINK BOWL,8
16813.0,37446,MINI CAKE STAND WITH HANGING CAKES,2
16813.0,22610,PENS ASSORTED FUNNY FACE,36
16813.0,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,3
16813.0,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8
16813.0,20992,JAZZ HEARTS PURSE NOTEBOOK,3
16813.0,22197,POPCORN HOLDER,4
16813.0,37448,CERAMIC CAKE DESIGN SPOTTED MUG,3
16180.0,22662,LUNCH BAG DOLLY GIRL DESIGN,10
16180.0,22663,JUMBO BAG DOLLY GIRL DESIGN,30
16180.0,23207,LUNCH BAG ALPHABET DESIGN,40
16180.0,23208,LUNCH BAG VINTAGE LEAF DESIGN,40
16180.0,22383,LUNCH BAG SUKI DESIGN ,40
16180.0,21931,JUMBO STORAGE BAG SUKI,100
16180.0,23203,JUMBO BAG DOILEY PATTERNS,100
16180.0,23202,JUMBO BAG VINTAGE LEAF,100
16180.0,22384,LUNCH BAG PINK POLKADOT,40
16180.0,22386,JUMBO BAG PINK POLKADOT,100
16180.0,23209,LUNCH BAG DOILEY PATTERN ,40
16180.0,20725,LUNCH BAG RED RETROSPOT,40
16180.0,85099B,JUMBO BAG RED RETROSPOT,100
16180.0,23174,REGENCY SUGAR BOWL GREEN,6
16180.0,23175,REGENCY MILK JUG PINK ,6
16180.0,23200,JUMBO BAG PEARS,100
16180.0,23199,JUMBO BAG APPLES,100
16180.0,23206,LUNCH BAG APPLE DESIGN,40
16180.0,22917,HERB MARKER ROSEMARY,12
16180.0,22916,HERB MARKER THYME,12
16180.0,22921,HERB MARKER CHIVES ,12
16180.0,22920,HERB MARKER BASIL,12
16180.0,22919,HERB MARKER MINT,12
16180.0,22918,HERB MARKER PARSLEY,12
14060.0,22355,CHARLOTTE BAG SUKI DESIGN,10
14060.0,22174,PHOTO CUBE,12
14060.0,22748,POPPY'S PLAYHOUSE KITCHEN,6
14060.0,22745,POPPY'S PLAYHOUSE BEDROOM ,6
14060.0,22900,SET 2 TEA TOWELS I LOVE LONDON ,18
14060.0,15036,ASSORTED COLOURS SILK FAN,36
14060.0,21668,RED STRIPE CERAMIC DRAWER KNOB,12
14060.0,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12
14060.0,22904,CALENDAR PAPER CUT DESIGN,6
15206.0,22699,ROSES REGENCY TEACUP AND SAUCER ,6
15206.0,22697,GREEN REGENCY TEACUP AND SAUCER,6
15281.0,21533,RETROSPOT LARGE MILK JUG,3
15281.0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6
17725.0,23032,DRAWER KNOB CRACKLE GLAZE IVORY,12
17725.0,23035,DRAWER KNOB CERAMIC IVORY,12
17725.0,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12
17725.0,21670,BLUE SPOT CERAMIC DRAWER KNOB,12
17725.0,21671,RED SPOT CERAMIC DRAWER KNOB,12
17725.0,22178,VICTORIAN GLASS HANGING T-LIGHT,12
17725.0,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12
17725.0,23182,TOILET SIGN OCCUPIED OR VACANT,24
17725.0,84836,ZINC METAL HEART DECORATION,12
17725.0,22296,HEART IVORY TRELLIS LARGE,12
13507.0,23118,PARISIENNE JEWELLERY DRAWER ,2
13507.0,20749,ASSORTED COLOUR MINI CASES,2
13507.0,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9
13507.0,71053,WHITE METAL LANTERN,4
13507.0,22969,HOMEMADE JAM SCENTED CANDLES,12
13507.0,16161P,WRAP ENGLISH ROSE ,25
13507.0,21500,PINK POLKADOT WRAP ,25
13507.0,21499,BLUE POLKADOT WRAP,25
13507.0,82486,WOOD S/3 CABINET ANT WHITE FINISH,2
13507.0,85066,CREAM SWEETHEART MINI CHEST,2
13507.0,23301,GARDENERS KNEELING PAD KEEP CALM ,12
13507.0,22692,DOORMAT WELCOME TO OUR HOME,2
13507.0,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1
13507.0,22430,ENAMEL WATERING CAN CREAM,4
13507.0,22961,JAM MAKING SET PRINTED,12
13507.0,22077,6 RIBBONS RUSTIC CHARM,12
13507.0,85049G,CHOCOLATE BOX RIBBONS ,12
13507.0,22150,3 STRIPEY MICE FELTCRAFT,6
13507.0,23126,FELTCRAFT GIRL AMELIE KIT,4
13507.0,22149,FELTCRAFT 6 FLOWER FRIENDS,6
13507.0,22456,NATURAL SLATE CHALKBOARD LARGE ,3
13507.0,22766,PHOTO FRAME CORNICE,8
13507.0,23298,SPOTTY BUNTING,3
13507.0,21670,BLUE SPOT CERAMIC DRAWER KNOB,12
13507.0,22469,HEART OF WICKER SMALL,12
13507.0,22470,HEART OF WICKER LARGE,6
13507.0,22595,GINGHAM HEART DECORATION,12
13507.0,21770,OPEN CLOSED METAL SIGN,2
13507.0,22083,PAPER CHAIN KIT RETROSPOT,6
13507.0,22427,ENAMEL FLOWER JUG CREAM,3
13507.0,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4
13507.0,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24
13507.0,21212,PACK OF 72 RETROSPOT CAKE CASES,24
13507.0,23294,SET OF 6 SNACK LOAF BAKING CASES,8
13507.0,22627,MINT KITCHEN SCALES,2
13507.0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3
13507.0,22845,VINTAGE CREAM CAT FOOD CONTAINER,2
13507.0,22844,VINTAGE CREAM DOG FOOD CONTAINER,2
13507.0,22966,GINGERBREAD MAN COOKIE CUTTER,12
13507.0,84378,SET OF 3 HEART COOKIE CUTTERS,12
13507.0,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6
13507.0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6
13507.0,22555,PLASTERS IN TIN STRONGMAN,12
13507.0,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12
13507.0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48
13507.0,21916,SET 12 RETRO WHITE CHALK STICKS,24
13507.0,20984,12 PENCILS TALL TUBE POSY,24
13507.0,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4
13507.0,22534,MAGIC DRAWING SLATE SPACEBOY ,24
13507.0,22138,BAKING SET 9 PIECE RETROSPOT ,3
13507.0,22748,POPPY'S PLAYHOUSE KITCHEN,6
13507.0,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6
13507.0,85227,SET OF 6 3D KIT CARDS FOR KIDS,12
13507.0,22747,POPPY'S PLAYHOUSE BATHROOM,6
13507.0,22745,POPPY'S PLAYHOUSE BEDROOM ,6
13507.0,21888,BINGO SET,4
13507.0,21915,RED  HARMONICA IN BOX ,12
13507.0,22619,SET OF 6 SOLDIER SKITTLES,4
13507.0,23229,VINTAGE DONKEY TAIL GAME ,6
13507.0,23110,PARISIENNE KEY CABINET ,2
13507.0,82484,WOOD BLACK BOARD ANT WHITE FINISH,2
15716.0,23147,SINGLE ANTIQUE ROSE HOOK IVORY,6
15716.0,21314,SMALL GLASS HEART TRINKET POT,1
15716.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10
15716.0,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1
15716.0,23298,SPOTTY BUNTING,3
15716.0,23203,JUMBO BAG DOILEY PATTERNS,2
15716.0,23301,GARDENERS KNEELING PAD KEEP CALM ,3
15716.0,71459,HANGING JAM JAR T-LIGHT HOLDER,12
15716.0,84879,ASSORTED COLOUR BIRD ORNAMENT,16
13967.0,15056N,EDWARDIAN PARASOL NATURAL,6
13967.0,22791,T-LIGHT GLASS FLUTED ANTIQUE,36
16931.0,21871,SAVE THE PLANET MUG,6
16931.0,23302,KNEELING MAT HOUSEWORK  DESIGN,1
16931.0,20723,STRAWBERRY CHARLOTTE BAG,1
16931.0,23209,LUNCH BAG DOILEY PATTERN ,3
16931.0,23206,LUNCH BAG APPLE DESIGN,3
16931.0,20728,LUNCH BAG CARS BLUE,3
16931.0,23208,LUNCH BAG VINTAGE LEAF DESIGN,6
16931.0,20724,RED RETROSPOT CHARLOTTE BAG,2
16931.0,23207,LUNCH BAG ALPHABET DESIGN,3
16931.0,20719,WOODLAND CHARLOTTE BAG,5
16931.0,22090,PAPER BUNTING RETROSPOT,3
16931.0,22089,PAPER BUNTING VINTAGE PAISLEY,3
16931.0,82494L,WOODEN FRAME ANTIQUE WHITE ,3
16931.0,22554,PLASTERS IN TIN WOODLAND ANIMALS,5
16931.0,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,3
16931.0,21902,"KEY FOB , FRONT  DOOR ",3
16931.0,21901,"KEY FOB , BACK DOOR ",3
16931.0,21900,"KEY FOB , SHED",3
16931.0,21900,"KEY FOB , SHED",3
16931.0,35961,FOLKART ZINC HEART CHRISTMAS DEC,6
16931.0,22296,HEART IVORY TRELLIS LARGE,5
16931.0,22297,HEART IVORY TRELLIS SMALL,6
16931.0,23182,TOILET SIGN OCCUPIED OR VACANT,3
16931.0,82581,TOILET METAL SIGN,3
16931.0,82580,BATHROOM METAL SIGN,3
16931.0,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,6
16931.0,22585,PACK OF 6 BIRDY GIFT TAGS,6
16931.0,22584,PACK OF 6 PANNETONE GIFT BOXES,3
16931.0,23298,SPOTTY BUNTING,1
16931.0,47566,PARTY BUNTING,3
16931.0,22208,WOOD STAMP SET THANK YOU,1
16931.0,22993,SET OF 4 PANTRY JELLY MOULDS,1
16931.0,23196,VINTAGE LEAF MAGNETIC NOTEPAD,3
16931.0,23198,PANTRY MAGNETIC  SHOPPING LIST,3
16931.0,20713,JUMBO BAG OWLS,3
14292.0,22384,LUNCH BAG PINK POLKADOT,10
14292.0,23245,SET OF 3 REGENCY CAKE TINS,4
14292.0,23209,LUNCH BAG DOILEY PATTERN ,10
14292.0,23206,LUNCH BAG APPLE DESIGN,10
14292.0,23203,JUMBO BAG DOILEY PATTERNS,10
14292.0,23202,JUMBO BAG VINTAGE LEAF,20
14292.0,23201,JUMBO BAG ALPHABET,20
14292.0,23173,REGENCY TEAPOT ROSES ,4
14292.0,22699,ROSES REGENCY TEACUP AND SAUCER ,12
14292.0,22698,PINK REGENCY TEACUP AND SAUCER,6
14292.0,22697,GREEN REGENCY TEACUP AND SAUCER,6
14292.0,20679,EDWARDIAN PARASOL RED,60
14292.0,85014B,RED RETROSPOT UMBRELLA,48
14292.0,85014A,BLACK/BLUE POLKADOT UMBRELLA,48
14292.0,15056BL,EDWARDIAN PARASOL BLACK,60
14292.0,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4
14292.0,23239,SET OF 4 KNICK KNACK TINS POPPIES,6
14292.0,23237,SET OF 4 KNICK KNACK TINS LEAVES ,6
14292.0,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6
14292.0,23306,SET OF 36 DOILIES PANTRY DESIGN,12
16255.0,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12
16255.0,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24
16255.0,22900,SET 2 TEA TOWELS I LOVE LONDON ,2
16255.0,22776,SWEETHEART CAKESTAND 3 TIER,1
16255.0,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2
16255.0,22795,SWEETHEART RECIPE BOOK STAND,1
16255.0,23130,MISTLETOE HEART WREATH GREEN,4
16255.0,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,3
16255.0,22938,CUPCAKE LACE PAPER SET 6,4
16255.0,22197,POPCORN HOLDER,10
16255.0,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6
16255.0,23035,DRAWER KNOB CERAMIC IVORY,12
16255.0,22417,PACK OF 60 SPACEBOY CAKE CASES,2
16255.0,23147,SINGLE ANTIQUE ROSE HOOK IVORY,6
16255.0,22555,PLASTERS IN TIN STRONGMAN,3
16255.0,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2
16255.0,22556,PLASTERS IN TIN CIRCUS PARADE ,8
16255.0,23156,SET OF 5 MINI GROCERY MAGNETS,2
16255.0,23159,SET OF 5 PANCAKE DAY MAGNETS,4
16255.0,23154,SET OF 4 JAM JAR MAGNETS,6
16255.0,23309,SET OF 60 I LOVE LONDON CAKE CASES ,12
16255.0,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,12
16255.0,22993,SET OF 4 PANTRY JELLY MOULDS,4
16255.0,22961,JAM MAKING SET PRINTED,3
16255.0,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2
16255.0,22151,PLACE SETTING WHITE HEART,96
16255.0,22723,SET OF 6 HERB TINS SKETCHBOOK,3
16255.0,22666,RECIPE BOX PANTRY YELLOW DESIGN,3
16255.0,22960,JAM MAKING SET WITH JARS,2
16255.0,79321,CHILLI LIGHTS,4
16255.0,82494L,WOODEN FRAME ANTIQUE WHITE ,3
16255.0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,4
17571.0,20974,12 PENCILS SMALL TUBE SKULL,1
17571.0,22563,HAPPY STENCIL CRAFT,18
17571.0,22906,12 MESSAGE CARDS WITH ENVELOPES,3
17571.0,23154,SET OF 4 JAM JAR MAGNETS,3
17571.0,20974,12 PENCILS SMALL TUBE SKULL,5
17571.0,22142,CHRISTMAS CRAFT WHITE FAIRY ,1
17571.0,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1
17571.0,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1
17571.0,21122,SET/10 PINK POLKADOT PARTY CANDLES,1
17571.0,23077,DOUGHNUT LIP GLOSS ,20
17571.0,85049A,TRADITIONAL CHRISTMAS RIBBONS,1
17571.0,85049E,SCANDINAVIAN REDS RIBBONS,1
17571.0,22580,ADVENT CALENDAR GINGHAM SACK,1
17571.0,23109,PACK OF SIX LED TEA LIGHTS,6
17571.0,23101,SILVER STARS TABLE DECORATION,1
17571.0,72741,GRAND CHOCOLATECANDLE,9
17571.0,23294,SET OF 6 SNACK LOAF BAKING CASES,5
14659.0,22692,DOORMAT WELCOME TO OUR HOME,1
14659.0,48194,DOORMAT HEARTS,2
14659.0,22427,ENAMEL FLOWER JUG CREAM,1
14659.0,23245,SET OF 3 REGENCY CAKE TINS,4
14659.0,23321,SMALL WHITE HEART OF WICKER,5
14659.0,23203,JUMBO BAG DOILEY PATTERNS,5
14659.0,85099C,JUMBO  BAG BAROQUE BLACK WHITE,5
14659.0,23202,JUMBO BAG VINTAGE LEAF,5
14659.0,85099B,JUMBO BAG RED RETROSPOT,5
14659.0,84879,ASSORTED COLOUR BIRD ORNAMENT,16
14659.0,23198,PANTRY MAGNETIC  SHOPPING LIST,5
14659.0,20725,LUNCH BAG RED RETROSPOT,5
14659.0,22384,LUNCH BAG PINK POLKADOT,3
14659.0,23209,LUNCH BAG DOILEY PATTERN ,3
14659.0,23208,LUNCH BAG VINTAGE LEAF DESIGN,3
14659.0,20727,LUNCH BAG  BLACK SKULL.,5
14659.0,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,4
14659.0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2
14659.0,21975,PACK OF 60 DINOSAUR CAKE CASES,3
14659.0,21213,PACK OF 72 SKULL CAKE CASES,3
14659.0,84997B,CHILDRENS CUTLERY RETROSPOT RED ,3
14659.0,84997C,CHILDRENS CUTLERY POLKADOT BLUE,3
14659.0,84997D,CHILDRENS CUTLERY POLKADOT PINK,2
14659.0,21329,DINOSAURS  WRITING SET ,3
14659.0,21328,BALLOONS  WRITING SET ,5
14659.0,20974,12 PENCILS SMALL TUBE SKULL,10
17774.0,21974,SET OF 36 PAISLEY FLOWER DOILIES,1
17774.0,22766,PHOTO FRAME CORNICE,2
17774.0,23322,LARGE WHITE HEART OF WICKER,2
17774.0,23103,JINGLE BELL HEART DECORATION,1
17774.0,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1
17774.0,22961,JAM MAKING SET PRINTED,1
17774.0,22585,PACK OF 6 BIRDY GIFT TAGS,1
17774.0,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1
17774.0,22491,PACK OF 12 COLOURED PENCILS,3
17774.0,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1
17774.0,22423,REGENCY CAKESTAND 3 TIER,1
17774.0,23238,SET OF 4 KNICK KNACK TINS LONDON ,2
17774.0,23239,SET OF 4 KNICK KNACK TINS POPPIES,3
17774.0,22617,BAKING SET SPACEBOY DESIGN,2
17774.0,23196,VINTAGE LEAF MAGNETIC NOTEPAD,5
17774.0,23237,SET OF 4 KNICK KNACK TINS LEAF,2
17774.0,21843,RED RETROSPOT CAKE STAND,2
17774.0,82482,WOODEN PICTURE FRAME WHITE FINISH,3
17774.0,23191,BUNDLE OF 3 RETRO NOTE BOOKS,2
17774.0,22188,BLACK HEART CARD HOLDER,1
17774.0,23298,SPOTTY BUNTING,2
17774.0,47566,PARTY BUNTING,2
17774.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2
17774.0,23310,BUBBLEGUM RING ASSORTED,36
17774.0,23321,SMALL WHITE HEART OF WICKER,3
17774.0,23322,LARGE WHITE HEART OF WICKER,2
17774.0,22752,SET 7 BABUSHKA NESTING BOXES,1
17774.0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48
17774.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3
17774.0,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2
17774.0,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,5
17774.0,21078,SET/20 STRAWBERRY PAPER NAPKINS ,4
17774.0,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,3
17774.0,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,3
17774.0,22630,DOLLY GIRL LUNCH BOX,3
17774.0,22989,SET 2 PANTRY DESIGN TEA TOWELS,1
17774.0,22469,HEART OF WICKER SMALL,2
17774.0,21034,REX CASH+CARRY JUMBO SHOPPER,2
13468.0,20828,GLITTER BUTTERFLY CLIPS,6
13468.0,22776,SWEETHEART CAKESTAND 3 TIER,1
13468.0,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4
13468.0,23322,LARGE WHITE HEART OF WICKER,6
13468.0,22115,METAL SIGN EMPIRE TEA,12
13468.0,21169,YOU'RE CONFUSING ME METAL SIGN ,12
13993.0,22423,REGENCY CAKESTAND 3 TIER,6
13993.0,23245,SET OF 3 REGENCY CAKE TINS,4
13993.0,22366,DOORMAT AIRMAIL ,2
13993.0,48184,DOORMAT ENGLISH ROSE ,4
13993.0,21523,DOORMAT FANCY FONT HOME SWEET HOME,4
13993.0,21155,RED RETROSPOT PEG BAG,12
13993.0,21217,RED RETROSPOT ROUND CAKE TINS,3
13993.0,21539,RED RETROSPOT BUTTER DISH,3
13993.0,22348,TEA BAG PLATE RED RETROSPOT,12
13993.0,22379,RECYCLING BAG RETROSPOT ,10
13993.0,21754,HOME BUILDING BLOCK WORD,3
13993.0,21668,RED STRIPE CERAMIC DRAWER KNOB,24
13993.0,23032,DRAWER KNOB CRACKLE GLAZE IVORY,18
13993.0,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12
13993.0,21670,BLUE SPOT CERAMIC DRAWER KNOB,12
13993.0,21671,RED SPOT CERAMIC DRAWER KNOB,12
13993.0,21770,OPEN CLOSED METAL SIGN,4
13993.0,23284,DOORMAT KEEP CALM AND COME IN,2
13993.0,48185,DOORMAT FAIRY CAKE,2
13993.0,84879,ASSORTED COLOUR BIRD ORNAMENT,16
16678.0,22554,PLASTERS IN TIN WOODLAND ANIMALS,12
16678.0,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12
16678.0,22960,JAM MAKING SET WITH JARS,6
16678.0,22398,MAGNETS PACK OF 4 SWALLOWS,12
16678.0,71459,HANGING JAM JAR T-LIGHT HOLDER,24
16678.0,22996,TRAVEL CARD WALLET VINTAGE TICKET,48
16678.0,23306,SET OF 36 DOILIES PANTRY DESIGN,12
16678.0,22037,ROBOT BIRTHDAY CARD,12
16678.0,22555,PLASTERS IN TIN STRONGMAN,12
16678.0,21984,PACK OF 12 PINK PAISLEY TISSUES ,24
16678.0,21981,PACK OF 12 WOODLAND TISSUES ,24
16678.0,22616,PACK OF 12 LONDON TISSUES ,24
16678.0,47566,PARTY BUNTING,4
16054.0,22692,DOORMAT WELCOME TO OUR HOME,1
16054.0,48129,DOORMAT TOPIARY,1
16054.0,22366,DOORMAT AIRMAIL ,1
16054.0,21524,DOORMAT SPOTTY HOME SWEET HOME,1
16054.0,21523,DOORMAT FANCY FONT HOME SWEET HOME,1
16054.0,48187,DOORMAT NEW ENGLAND,1
16054.0,22374,AIRLINE BAG VINTAGE JET SET RED,2
16054.0,22371,AIRLINE BAG VINTAGE TOKYO 78,2
16054.0,22989,SET 2 PANTRY DESIGN TEA TOWELS,1
16054.0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1
16054.0,22960,JAM MAKING SET WITH JARS,2
16054.0,22730,ALARM CLOCK BAKELIKE IVORY,2
16054.0,22728,ALARM CLOCK BAKELIKE PINK,2
16054.0,22729,ALARM CLOCK BAKELIKE ORANGE,2
16054.0,22727,ALARM CLOCK BAKELIKE RED ,2
16054.0,22726,ALARM CLOCK BAKELIKE GREEN,2
16054.0,23298,SPOTTY BUNTING,2
