collision_index,date,day_of_week,time,collision_severity,number_of_vehicles,number_of_casualties,speed_limit,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,road_type,longitude,latitude
2021010353909,17/12/2021,6,09:15,2,2,1,30,1,1,1,1,6,-0.122583,51.450223
2021010289715,22/01/2021,6,15:00,3,2,4,20,1,8,1,1,2,0.00706,51.466896
2021010313799,15/06/2021,3,15:15,3,2,1,20,1,1,1,1,7,-0.017265,51.450781
2021010314994,21/06/2021,2,02:42,3,2,1,30,1,2,2,1,6,-0.049684,51.440489
2021010320483,22/07/2021,5,07:41,3,2,1,20,1,9,1,1,3,-0.047192,51.425699
2021010321147,27/07/2021,3,11:45,3,2,1,30,1,2,2,1,6,-0.01008,51.442251
2021010325655,21/08/2021,7,13:36,3,1,1,20,1,1,1,1,9,0.013261,51.448472
2021010331886,17/09/2021,6,18:40,3,5,1,20,4,1,1,1,6,-0.02993,51.467164
2021010339084,22/10/2021,6,08:55,3,2,1,20,1,8,1,1,6,-0.014364,51.424743
2021010340903,31/10/2021,1,19:00,3,1,1,30,5,8,2,1,6,-0.043028,51.474335
2021010296711,14/03/2021,1,12:15,3,2,1,20,1,1,1,1,6,-0.198344,51.429388
2021010297814,21/03/2021,1,10:45,3,2,4,20,1,1,1,1,6,-0.210829,51.388932
2021010311855,06/06/2021,1,15:31,3,2,1,20,1,1,1,1,6,-0.193413,51.418728
2021010304781,30/04/2021,6,17:48,3,2,2,30,1,1,1,1,3,0.058895,51.520314
2021010304943,01/05/2021,7,04:20,3,2,1,20,1,1,1,1,6,-0.000932,51.546494
2021010324707,16/08/2021,2,00:40,3,2,2,30,4,1,1,1,6,0.0539,51.55283
2021010349832,11/12/2021,7,01:30,3,2,2,30,4,1,1,1,7,0.065572,51.556384
2021010304653,29/04/2021,5,13:45,3,2,1,20,1,1,1,1,2,-0.308333,51.462222
2021010321799,29/07/2021,5,19:25,3,2,1,30,1,1,1,2,9,-0.341367,51.405151
2021010325712,21/08/2021,7,16:04,3,2,2,20,1,1,1,1,6,-0.362473,51.439781
2021010339543,23/10/2021,7,14:50,3,2,1,20,1,1,1,1,3,-0.334003,51.44518
2021010296274,11/03/2021,5,17:43,3,2,1,30,4,1,1,1,3,-0.06694,51.442789
2021010298938,28/03/2021,1,12:15,2,2,1,20,1,1,1,1,6,-0.100755,51.451148
2021010309853,21/05/2021,6,17:05,3,2,1,20,1,1,1,1,6,-0.070365,51.498745
2021010317766,07/07/2021,4,08:50,3,2,1,30,1,1,1,1,3,-0.064528,51.483505
2021010323394,08/08/2021,1,16:52,3,2,2,20,1,1,1,1,6,-0.079763,51.502775
2021010323996,11/08/2021,4,18:45,3,2,1,30,1,1,1,1,6,-0.066659,51.462389
2021010339500,24/10/2021,1,19:00,3,2,3,20,4,1,1,1,6,-0.063897,51.439879
2021010349407,06/12/2021,2,20:30,3,2,1,20,4,1,1,1,9,-0.086157,51.453986
2021010296478,12/03/2021,6,08:42,3,2,1,20,1,2,2,1,9,-0.06535,51.528347
2021010344586,18/11/2021,5,08:45,3,2,1,30,1,1,1,1,6,-0.046724,51.513174
2021010289428,20/01/2021,4,17:38,3,2,1,20,4,2,2,1,2,-0.016785,51.607138
2021010317445,05/07/2021,2,12:00,3,2,1,20,1,1,1,1,6,-0.002869,51.586589
2021010325967,22/08/2021,1,07:14,3,2,1,20,1,9,2,1,9,-0.001575,51.561442
2021010299999,01/04/2021,5,03:52,3,2,1,20,1,1,1,1,6,-0.156754,51.470153
2021010318373,10/07/2021,7,16:30,3,2,2,20,1,1,1,1,6,-0.165073,51.425725
2021010342067,06/11/2021,7,10:40,3,2,1,20,1,1,1,1,6,-0.179042,51.432201
2021010295610,07/03/2021,1,10:15,3,2,1,20,1,1,1,1,3,-0.155377,51.528539
2021010297456,15/03/2021,2,21:00,3,1,1,20,4,1,1,1,2,-0.187088,51.518188
2021010331717,17/09/2021,6,12:15,3,1,1,20,1,1,1,1,6,-0.124573,51.510191
2021010339566,24/10/2021,1,10:10,3,2,1,20,1,1,1,1,6,-0.179857,51.49965
2021351056086,10/05/2021,2,07:20,3,2,1,30,1,1,1,1,6,-0.181303,52.332264
2021351117068,28/11/2021,1,16:59,3,2,1,60,4,2,2,2,1,0.131835,52.392597
2021351120412,04/12/2021,7,16:49,3,2,4,50,6,1,2,2,6,0.040235,52.437464
2021031032138,31/03/2021,4,16:16,2,1,1,30,1,1,1,2,6,-3.53378,54.528064
2021031077322,09/08/2021,2,18:20,2,2,1,30,1,1,1,1,6,-2.748541,54.33905
2021031087458,14/09/2021,3,06:06,2,3,2,60,6,1,1,2,6,-2.693139,54.653569
2021302100010,04/01/2021,2,16:27,3,2,1,60,6,6,3,2,6,-1.816685,53.35099
2021302100022,05/01/2021,3,20:45,3,2,1,30,4,8,4,1,6,-1.328152,53.023112
2021302100651,12/05/2021,4,22:20,2,2,1,50,6,1,1,2,6,-1.498023,53.080662
2021302100662,24/05/2021,2,18:45,3,2,2,30,1,9,1,2,6,-1.262767,53.275386
2021302100675,27/05/2021,5,17:25,3,2,1,30,1,1,1,1,6,-1.369296,53.070441
2021302101199,11/08/2021,4,13:00,3,1,1,30,1,9,1,1,6,-1.560026,52.762656
2021302101225,13/08/2021,6,12:47,2,2,1,30,1,1,1,1,6,-1.382398,53.261213
2021501045891,22/04/2021,5,12:15,3,2,1,30,1,4,1,2,6,-4.016799,50.43378
2021501086327,02/08/2021,2,15:06,3,2,1,30,1,1,1,1,6,-3.539021,50.72189
2021501090953,26/08/2021,5,11:47,3,2,3,70,1,1,1,2,3,-3.753965,50.731195
2021501095375,18/09/2021,7,16:20,3,2,3,30,1,1,1,2,3,-3.475942,50.736151
2021501110899,25/10/2021,2,16:10,3,3,1,30,1,1,1,2,3,-3.457615,50.709564
2021501113599,30/10/2021,7,16:49,2,2,1,70,1,1,2,2,7,-3.840902,50.415588
2021471021743,14/02/2021,1,08:45,3,2,1,30,1,1,1,2,6,0.366999,50.87721
2021471062287,02/07/2021,6,20:44,3,1,1,40,1,1,1,2,6,0.051993,50.804228
2021471068223,20/07/2021,3,12:25,3,1,1,20,1,1,1,1,6,0.012861,50.873837
2021471080816,25/08/2021,4,14:27,3,1,1,30,1,1,1,1,6,0.560038,50.853078
2021471087220,13/09/2021,2,10:49,3,2,1,30,1,1,1,1,6,0.463927,50.850308
2021471104126,30/10/2021,7,07:25,3,2,1,30,1,1,1,1,6,0.555169,50.868763
2021471105613,01/11/2021,2,10:00,3,1,1,30,1,1,1,1,6,-0.014515,50.796196
2021421017781,28/01/2021,5,14:50,3,2,2,30,1,1,2,1,1,1.171392,51.802182
2021421031625,30/03/2021,3,08:00,2,2,1,30,1,1,1,2,6,0.754779,51.92309
2021421035830,14/04/2021,4,21:06,3,2,1,30,4,1,1,1,6,0.109043,51.696394
2021421073604,04/08/2021,4,08:48,3,2,1,30,1,1,1,2,6,1.120135,51.781356
2021421104816,01/11/2021,2,18:07,3,2,2,30,4,1,1,1,6,0.913819,51.880639
2021421119619,10/12/2021,6,08:20,3,4,1,30,1,1,2,1,6,0.036904,51.630868
2021531023348,23/02/2021,3,11:34,3,1,1,30,1,1,1,2,6,-2.140864,51.754959
2021531027816,12/03/2021,6,16:05,3,2,1,60,1,1,2,2,6,-1.77776,51.756211
2021531032831,31/03/2021,4,18:50,3,2,3,60,1,1,1,2,6,-1.97028,51.991191
2021531038858,25/04/2021,1,01:22,3,1,1,30,4,1,1,2,6,-2.479836,51.759944
2021531054214,18/05/2021,3,14:50,3,1,1,30,1,1,1,1,6,-2.233884,51.732009
2021531077138,14/08/2021,7,21:20,3,1,1,50,6,1,1,2,6,-2.59234,51.776298
2021440032170,27/01/2021,4,18:06,3,2,1,60,6,2,2,2,6,-1.359818,51.361275
2021440043553,04/02/2021,5,18:36,3,2,2,30,4,2,2,1,6,-1.02076,50.891864
2021440080969,04/03/2021,5,09:22,3,2,1,60,1,1,1,2,6,-1.42353,51.127919
2021440104598,20/03/2021,7,13:31,2,1,1,70,1,1,1,2,3,-1.35803,51.363819
2021440249775,25/06/2021,6,11:43,3,2,1,30,1,1,1,1,6,-0.956489,50.848861
2021440288483,21/07/2021,4,08:36,3,1,1,30,1,1,1,1,6,-1.373939,50.982248
2021440296135,26/07/2021,2,11:20,2,1,1,60,1,1,1,2,6,-1.451401,51.038274
2021440304728,31/07/2021,7,19:30,3,2,1,30,1,1,1,1,6,-1.044065,50.868937
2021440371104,15/09/2021,4,16:24,3,2,2,30,1,1,1,1,6,-0.836128,51.185978
2021440396310,02/10/2021,7,20:28,2,2,1,30,4,2,2,1,6,-1.500151,51.201036
2021440409478,12/10/2021,3,09:22,3,1,1,30,1,1,1,1,6,-1.32938,51.062187
2021440500600,14/12/2021,3,15:37,3,1,1,30,1,1,2,2,6,-0.898231,51.30759
2021440507209,19/12/2021,1,12:16,3,4,2,70,1,1,1,2,3,-1.146545,50.857115
2021440514475,24/12/2021,6,17:45,3,2,1,30,4,2,2,1,6,-0.996206,50.913698
2021440519861,30/12/2021,5,12:21,3,2,1,60,1,2,2,2,6,-0.956729,51.12799
2021411058045,06/06/2021,1,10:55,2,2,1,30,1,1,1,1,1,-0.250889,51.75955
2021411070103,18/06/2021,6,18:35,3,1,1,30,1,2,2,1,3,-0.278014,51.654741
2021411094484,01/10/2021,6,10:10,3,2,1,30,1,1,1,1,3,-0.394922,51.647046
2021411111974,06/11/2021,7,19:25,3,2,1,30,4,1,1,1,6,-0.312139,51.748648
2021411122329,07/11/2021,1,14:32,3,2,1,30,1,1,1,1,1,-0.013876,51.778786
2021411116109,24/11/2021,4,15:40,3,2,1,70,1,1,1,2,3,-0.418637,51.827604
2021461013151,05/01/2021,3,18:18,3,3,1,40,4,2,2,1,6,0.44163,51.311436
2021461019875,03/02/2021,4,17:12,3,2,1,40,4,2,2,1,1,0.290739,51.156245
2021461031275,11/02/2021,5,06:15,3,3,1,70,6,3,3,2,3,1.159274,51.360757
2021461024457,22/02/2021,2,15:11,2,2,1,30,1,1,1,1,1,1.081406,51.275576
2021461028566,06/03/2021,7,00:30,3,1,1,30,4,1,2,1,6,0.277207,51.148352
2021461028792,14/03/2021,1,11:41,3,2,1,30,1,1,1,1,3,1.126199,51.371269
2021461079802,12/05/2021,4,16:20,2,2,1,30,1,8,1,1,6,0.527609,51.253588
2021461049941,23/05/2021,1,16:16,3,2,1,30,1,1,1,1,6,1.307223,51.373241
2021461061523,01/06/2021,3,08:40,3,2,1,70,1,1,1,2,3,1.166346,51.09923
2021461061766,15/06/2021,3,01:43,3,2,3,50,6,1,1,2,3,1.197753,51.118146
2021461062054,26/06/2021,7,10:20,3,2,1,30,1,1,1,1,6,0.552183,51.245212
2021461095735,01/10/2021,6,10:51,2,2,1,30,1,1,2,1,6,0.493839,51.268083
2021461100513,11/10/2021,2,19:23,2,2,1,30,7,1,2,1,6,0.212615,51.445049
2021461101382,14/10/2021,5,11:00,3,2,1,70,1,1,1,1,3,0.254512,51.461184
2021461113011,07/11/2021,1,13:24,3,2,2,30,1,1,1,2,6,1.062992,51.23418
2021461116012,24/11/2021,4,18:15,3,2,2,70,1,1,1,2,3,0.500035,51.349694
2021461120964,02/12/2021,5,11:25,2,2,1,30,1,1,1,1,1,0.877104,51.134553
2021461119107,04/12/2021,7,16:30,3,2,2,30,4,1,1,1,3,0.152402,51.280211
2021461124587,09/12/2021,5,21:47,3,2,3,30,4,2,2,1,6,0.734341,51.333027
2021041031170,27/03/2021,7,19:44,2,2,1,30,4,1,1,1,6,-2.691068,53.769287
2021041032728,04/04/2021,1,09:15,3,2,1,30,1,1,1,2,6,-2.959548,53.554032
2021041036507,15/04/2021,5,19:30,3,2,1,30,1,9,1,1,9,-2.690306,53.774576
2021041041912,04/05/2021,3,16:15,3,4,1,70,1,5,2,2,3,-2.577398,53.606248
2021041052282,04/06/2021,6,12:02,2,3,4,70,1,1,1,2,3,-2.668681,53.792522
2021041104238,31/10/2021,1,03:01,3,2,1,30,4,4,2,1,6,-2.710623,53.768283
2021041109915,12/11/2021,6,08:30,2,2,1,30,1,1,2,1,1,-2.645605,53.719297
2021041113635,24/11/2021,4,08:45,3,1,1,30,1,1,1,2,6,-2.552032,53.610377
2021332100214,17/04/2021,7,10:05,3,2,1,30,1,1,1,1,6,-1.36913,52.718843
2021332100571,31/07/2021,7,20:10,3,2,1,70,1,1,1,2,3,-1.073499,52.724995
2021332101535,01/09/2021,4,13:36,3,2,2,50,1,1,1,2,6,-1.529574,52.653647
2021320103434,19/02/2021,6,16:30,3,2,1,30,1,1,1,2,6,-0.079071,53.212058
2021320215284,20/04/2021,3,08:17,3,1,1,60,1,1,2,2,6,-0.499227,53.222483
2021320618366,24/10/2021,1,08:30,3,1,2,30,1,1,1,2,6,-0.351547,53.21192
2021320696891,30/11/2021,3,08:35,3,2,1,30,1,1,1,2,6,0.017621,52.808347
2021361033356,12/03/2021,6,16:30,3,1,1,20,1,1,1,1,6,1.291013,52.628148
2021361042669,29/03/2021,2,16:29,3,3,1,60,1,1,1,2,6,1.251844,52.376828
2021361054111,05/05/2021,4,11:50,3,2,1,60,1,1,1,2,6,0.378419,52.68729
2021361057858,16/06/2021,4,22:34,3,2,1,60,6,1,1,2,6,0.883047,52.840365
2021361095398,15/08/2021,1,13:15,3,2,1,30,1,1,1,1,6,0.723015,52.404465
2021361105260,11/09/2021,7,12:45,3,1,1,20,1,1,1,1,6,0.395336,52.74251
2021361138927,16/11/2021,3,07:08,3,3,1,30,4,8,1,1,6,0.93424,52.686467
202131A030721,16/01/2021,7,15:42,2,1,2,30,1,1,1,1,6,-1.20894,53.147105
202131A055721,24/05/2021,2,07:26,3,1,1,30,1,1,2,1,6,-1.158678,53.14526
2021311079562,19/08/2021,5,11:21,2,2,1,60,1,1,1,2,6,-1.23416,53.156547
202131A153521,22/10/2021,6,15:12,3,2,1,30,1,1,1,1,6,-1.256177,53.123453
202131B140421,29/10/2021,6,14:45,3,1,1,60,1,1,1,2,6,-1.060673,53.121946
2021430075817,23/02/2021,3,03:51,3,1,1,70,6,1,1,2,3,-0.930692,51.555414
2021430337167,28/07/2021,4,16:10,3,2,1,40,1,1,1,1,6,-1.517213,51.79278
2021430557131,10/12/2021,6,07:15,3,2,1,60,6,1,2,2,6,-1.20665,51.628619
2021211146073,05/05/2021,4,08:30,3,2,1,30,1,1,1,1,6,-1.986284,52.982766
2021211137630,20/12/2021,2,20:00,3,4,2,60,7,2,2,2,6,-2.155609,52.520383
2021371067931,14/03/2021,1,15:49,3,2,1,30,1,1,1,1,6,1.710475,52.472166
2021371103705,07/05/2021,6,21:00,3,2,2,30,5,1,1,1,6,1.741384,52.510229
2021371087331,05/08/2021,5,21:15,3,1,1,60,6,2,2,2,6,1.343718,52.208984
2021371090536,09/09/2021,5,21:50,3,2,1,60,6,1,1,2,6,1.038396,52.179518
2021371100512,16/09/2021,5,08:36,2,4,1,70,1,1,1,2,3,1.116316,52.090828
2021371134493,30/10/2021,7,18:15,3,2,1,30,4,1,1,1,6,1.198063,52.041975
2021371136721,05/11/2021,6,12:20,3,2,1,60,1,1,1,2,6,0.785543,52.368196
2021451024353,27/02/2021,7,05:54,2,2,1,40,6,1,1,2,6,-0.662918,51.226526
2021451041498,03/05/2021,2,19:15,3,1,3,40,1,1,2,2,6,-0.650854,51.195831
2021451045687,15/05/2021,7,12:22,3,1,1,70,4,2,2,2,3,-0.741388,51.10605
2021451046221,17/05/2021,2,18:15,3,1,1,30,1,2,2,1,6,-0.39866,51.379671
2021451050394,29/05/2021,7,15:55,3,2,1,30,1,1,1,1,1,-0.492506,51.380674
2021451054197,07/06/2021,2,19:44,3,3,1,30,1,1,1,1,6,-0.577912,51.29643
2021451067145,17/07/2021,7,09:10,3,2,1,30,1,1,1,1,6,-0.187067,51.245564
2021451068669,21/07/2021,4,07:00,3,2,1,40,1,1,1,2,1,-0.090664,51.144485
2021451075269,09/08/2021,2,11:06,3,2,2,30,1,1,1,1,6,-0.731106,51.087684
2021451082125,29/08/2021,1,13:00,3,3,1,70,1,1,1,2,3,-0.538046,51.401349
2021451089263,19/09/2021,1,16:40,3,1,1,60,6,1,2,2,6,0.00881,51.189503
2021451104100,30/10/2021,7,12:25,3,1,1,40,1,1,2,2,9,-0.691638,51.287982
2021451108304,10/11/2021,4,09:14,3,1,1,20,1,1,2,1,9,-0.33306,51.231996
2021451113290,23/11/2021,3,10:00,2,1,1,40,1,1,1,1,6,-0.612412,51.229624
2021451115122,28/11/2021,1,12:25,3,2,1,30,1,1,2,1,6,-0.514973,51.435473
2021451120019,06/12/2021,2,18:30,3,2,1,30,4,1,2,1,6,-0.410371,51.377196
2021231031960,20/03/2021,7,16:10,2,2,1,20,1,1,1,1,2,-1.587309,52.283605
2021231122159,14/12/2021,3,12:45,3,2,2,60,1,1,2,2,6,-1.595542,52.623748
2021471013301,09/01/2021,7,20:05,3,1,1,30,4,1,1,1,6,-0.354657,50.82157
2021471018084,29/01/2021,6,18:30,3,2,1,30,4,1,2,1,6,-0.398084,50.825403
2021471073157,29/07/2021,5,06:55,3,2,1,60,1,9,2,2,7,-0.452656,50.839404
2021471078830,19/08/2021,5,17:45,3,2,1,30,1,1,1,1,6,-0.029882,51.126831
2021471091538,24/09/2021,6,08:30,3,2,1,30,1,1,1,1,6,-0.446406,50.817197
2021471091798,25/09/2021,7,16:37,3,2,2,50,1,1,1,2,1,-0.203381,51.069687
2021471114280,23/11/2021,3,18:10,3,4,1,60,6,1,1,2,6,-0.737255,50.826246
2021471115774,30/11/2021,3,08:30,3,2,1,30,1,1,1,2,6,-0.199248,51.143761
2021471125703,23/12/2021,5,08:02,3,2,1,30,1,1,1,1,6,-0.326936,51.075945
2021221018976,27/01/2021,4,17:30,2,1,1,30,4,2,2,1,6,-2.328326,52.107148
2021221047345,04/04/2021,1,16:30,2,1,1,30,1,1,1,1,6,-2.196608,52.209297
2021221118126,06/12/2021,2,13:05,2,2,1,30,1,1,1,2,6,-1.890172,52.114227
2021991016279,22/01/2021,6,08:10,2,1,1,60,1,1,4,2,6,-4.112848,57.869729
2021991076838,08/08/2021,1,13:29,3,2,1,30,1,1,1,2,6,-6.581206,57.436698
2021991079267,19/08/2021,5,17:24,2,1,1,60,1,1,1,2,6,-5.002635,58.2252
2021991130078,28/12/2021,3,10:50,3,2,1,20,1,1,1,1,1,-3.192343,55.651286
2021991029021,17/03/2021,4,23:00,3,2,1,30,4,1,1,1,1,-4.072714,55.770043
2021991103871,29/10/2021,6,12:40,2,1,1,70,1,2,5,2,3,-3.970073,56.167377
2021991015402,16/01/2021,7,18:30,3,1,1,30,4,1,1,1,6,-2.083095,57.151999
2021991033916,08/04/2021,5,11:33,2,1,2,40,1,1,2,2,6,-5.44344,56.028467
2021991016764,14/01/2021,5,08:15,3,2,1,30,4,8,1,2,6,-3.125353,55.913136
2021991054602,07/06/2021,2,12:05,3,2,1,20,1,1,1,1,6,-3.174175,55.936222
2021991033145,06/04/2021,3,16:45,3,2,2,50,1,1,1,1,3,-3.508772,55.898449
2021991125316,22/12/2021,4,10:30,3,2,1,30,1,1,1,1,6,-2.978933,56.476063
2021991039409,06/04/2021,3,13:00,3,2,1,20,1,1,1,1,6,-4.23432,55.865703
2021991046889,19/05/2021,4,12:27,3,1,1,30,1,1,1,1,6,-4.28325,55.882168
2021991045446,14/05/2021,6,17:00,3,2,1,40,1,1,1,1,3,-3.992846,55.94011
202160Z023765,19/02/2021,6,23:20,3,1,1,30,4,2,2,2,6,-4.191872,53.220625
202160Z158262,28/10/2021,5,21:25,2,2,1,60,6,2,2,2,6,-4.3804,53.251982
202160Z142811,27/09/2021,2,15:45,3,2,1,70,1,1,1,2,3,-3.015708,53.050358
202160Z158651,29/10/2021,6,17:32,3,2,1,30,1,1,1,2,6,-2.937806,52.961777
202163B072521,11/09/2021,7,16:00,3,2,1,30,1,1,1,2,6,-4.073913,52.377864
202163C017521,13/04/2021,3,11:55,3,3,2,60,1,1,1,2,6,-4.988013,51.77691
2021622100191,22/03/2021,2,16:33,3,1,1,60,1,1,1,2,6,-3.570506,51.530813
2021622100775,08/10/2021,6,19:55,3,1,1,30,4,1,1,1,1,-3.13902,51.475982
2021622100139,13/02/2021,7,05:53,3,1,1,30,4,1,2,1,6,-3.549196,51.680618
2021622100937,28/11/2021,1,14:21,2,2,1,30,1,1,1,1,6,-3.420143,51.600603
2021610011221,06/04/2021,3,15:45,3,1,1,40,1,1,1,1,6,-3.218968,51.660547
2021610018521,31/05/2021,2,14:50,2,1,2,60,1,1,2,2,6,-2.67827,51.69652
2021610038021,16/06/2021,4,09:26,2,2,1,30,1,1,1,2,6,-2.964415,51.622667
202163D025821,09/05/2021,1,18:05,3,2,1,60,1,1,1,2,6,-3.285567,52.825849
202163D038021,16/06/2021,4,00:15,2,1,1,60,6,1,1,2,6,-3.155487,52.704806
2021170M10421,12/04/2021,2,13:40,3,1,1,30,1,1,1,1,6,-1.24331,54.575397
2021170S10821,28/05/2021,6,16:15,3,1,1,30,1,1,1,1,6,-1.319299,54.568703
2021111044540,14/04/2021,4,22:12,3,2,1,30,4,1,1,1,6,-1.552709,54.536043
2021070502353,15/07/2021,5,17:30,3,1,1,30,1,1,1,1,6,-2.652347,53.388429
2021070623236,07/09/2021,3,16:49,3,2,1,30,1,1,1,1,1,-2.584496,53.398768
2021070851050,08/12/2021,4,22:05,3,2,1,30,4,5,2,1,6,-2.597001,53.400333
2021041045677,15/05/2021,7,23:35,3,2,2,20,4,2,2,1,6,-2.480034,53.753528
2021041113454,21/11/2021,1,12:56,3,2,1,30,1,1,1,1,6,-2.473836,53.72169
2021041012041,05/01/2021,3,17:00,3,2,1,30,4,1,1,1,6,-3.032818,53.805829
2021041038195,15/04/2021,5,15:50,3,2,1,30,1,1,1,1,6,-3.024696,53.806582
2021041113919,24/11/2021,4,18:34,1,1,1,30,4,1,2,1,7,-3.042772,53.870431
2021161020948,06/02/2021,7,18:26,3,1,1,30,4,2,2,1,6,-0.372065,53.738445
2021161028016,14/03/2021,1,10:35,2,3,1,30,1,1,1,1,6,-0.343183,53.743416
2021161112016,19/11/2021,6,14:39,3,2,1,40,1,1,1,1,3,-0.299312,53.747224
2021161055738,14/06/2021,2,16:40,2,2,3,50,1,1,1,2,6,-0.512926,53.978118
2021161064167,23/06/2021,4,08:35,3,2,2,30,1,1,1,2,6,-0.173821,53.910655
2021161066969,14/07/2021,4,08:56,3,2,1,20,1,1,1,1,6,-0.41386,53.783312
2021161131183,29/12/2021,4,17:27,3,2,1,30,4,1,1,1,1,-0.103395,53.566319
2021161087875,21/08/2021,7,13:13,3,1,1,30,1,1,1,1,6,-0.648853,53.566772
2021161108476,30/10/2021,7,17:10,3,1,1,30,1,1,1,2,3,-0.654339,53.580453
2021332101524,28/03/2021,1,06:13,3,2,1,30,1,1,1,1,6,-1.055403,52.633782
2021332100733,22/09/2021,4,07:27,3,2,1,30,1,1,1,1,6,-1.102069,52.631493
202131C025621,17/03/2021,4,18:45,3,2,2,30,1,1,1,1,6,-1.195302,52.982151
202131C056921,24/05/2021,2,20:11,3,1,1,30,1,1,1,1,6,-1.150715,52.990866
202131C097421,03/08/2021,3,18:33,3,2,1,50,1,1,1,1,3,-1.206384,52.987035
2021221043605,06/05/2021,5,08:35,2,3,1,60,1,1,1,2,6,-2.63375,52.745405
2021221121317,10/12/2021,6,14:50,2,3,4,60,1,1,2,2,6,-2.510569,52.644757
2021522102541,12/03/2021,6,08:15,3,2,1,30,1,1,2,2,6,-2.523958,51.35506
2021522103092,18/05/2021,3,19:21,2,2,1,40,1,2,2,1,1,-2.595569,51.414235
2021522105302,10/10/2021,1,12:44,2,2,2,30,1,1,1,1,6,-2.542412,51.430318
2021522101261,16/02/2021,3,16:31,3,2,1,30,7,8,2,1,6,-2.982984,51.351099
2021522102700,10/05/2021,2,14:54,3,2,1,30,1,1,1,1,6,-2.934753,51.357681
2021522201055,05/08/2021,5,22:45,2,1,2,60,6,1,2,2,6,-2.833106,51.438728
2021522103939,11/08/2021,4,15:50,3,2,1,60,1,1,1,2,9,-2.886776,51.327454
2021522102180,28/04/2021,4,16:45,3,2,1,30,1,2,2,1,1,-2.55854,51.507176
2021522103934,30/05/2021,1,12:48,3,4,4,50,1,1,1,2,6,-2.357887,51.489302
2021522102830,04/06/2021,6,13:15,3,2,1,70,1,1,1,2,7,-2.658609,51.568887
2021501049122,08/05/2021,7,12:50,3,2,2,30,1,5,2,1,3,-3.550027,50.483567
2021501073381,16/07/2021,6,07:16,3,2,1,40,1,1,1,2,6,-3.583419,50.456109
2021501085757,31/07/2021,7,20:20,2,1,1,30,1,1,1,1,6,-3.523577,50.391756
2021501086083,04/08/2021,4,12:53,2,2,1,30,1,1,1,1,6,-3.544313,50.473049
2021544954721,24/05/2021,2,22:00,3,2,1,40,4,2,2,2,1,-1.744862,51.593156
2021545041621,27/05/2021,5,05:10,3,1,4,70,1,1,1,2,3,-1.68727,51.527028
2021351038425,23/03/2021,3,17:57,2,2,1,60,1,1,1,2,7,-0.490245,52.637954
2021351044919,12/05/2021,4,09:00,3,2,1,40,1,1,1,2,3,-0.312333,52.535422
2021401021863,14/02/2021,1,13:25,3,2,2,30,1,1,1,1,6,-0.440673,51.889547
2021461042407,14/04/2021,4,05:55,3,2,2,30,1,1,1,1,6,0.5699,51.367554
2021461136749,14/04/2021,4,12:15,3,1,1,30,1,1,1,1,6,0.465988,51.393387
2021461038092,15/04/2021,5,16:35,3,2,1,30,1,1,1,1,6,0.50667,51.405204
2021461053240,10/05/2021,2,10:36,3,2,1,30,1,1,1,1,6,0.545848,51.381794
2021461066744,13/06/2021,1,12:06,3,3,1,30,1,1,1,1,6,0.491505,51.39604
2021461115441,27/11/2021,7,00:39,3,2,1,30,4,2,2,1,6,0.491863,51.396005
2021430384065,26/08/2021,5,20:30,3,2,1,30,4,1,1,1,6,-0.760678,51.421972
2021430463903,14/10/2021,5,15:18,3,1,1,40,1,1,1,2,1,-1.120746,51.370293
2021430559443,11/12/2021,7,17:11,3,1,2,30,4,2,2,1,6,-0.61563,51.524272
2021430195120,07/05/2021,6,10:43,2,2,1,30,1,1,1,2,6,-0.863676,51.476716
2021471020889,11/02/2021,5,09:11,3,1,1,30,1,1,4,1,6,-0.15142,50.845518
2021471036960,19/04/2021,2,12:40,3,1,1,20,1,1,1,1,6,-0.138256,50.821503
2021471059869,25/06/2021,6,17:30,3,2,1,20,1,1,1,1,6,-0.13958,50.825706
2021471064985,08/07/2021,5,17:20,3,2,1,30,1,1,1,1,3,-0.197634,50.828083
2021440166253,01/05/2021,7,12:30,3,2,1,30,1,1,1,1,6,-1.360519,50.915927
2021440517912,28/12/2021,3,20:49,2,2,1,30,4,1,2,1,6,-1.299732,50.757585
2021111063024,20/06/2021,1,08:54,3,2,2,60,1,1,2,2,6,-2.051939,54.745741
2021111057722,20/06/2021,1,19:20,3,2,1,30,1,1,1,2,6,-1.421915,54.739597
2021111089991,08/09/2021,4,17:20,3,2,2,40,1,1,1,2,3,-1.597667,54.788852
2021070778902,09/11/2021,3,08:25,3,1,1,30,1,1,1,1,6,-2.124449,53.263454
2021070307967,13/05/2021,5,18:00,3,2,1,30,1,1,1,1,6,-2.911442,53.19851
2021070579499,20/08/2021,6,01:30,3,2,1,30,7,9,1,1,6,-2.910659,53.195478
2021070853151,09/12/2021,5,17:15,3,2,1,30,4,1,1,2,2,-2.896608,53.178469
2021501021685,07/02/2021,1,11:53,3,2,1,30,1,1,1,2,1,-5.099944,50.162673
2021501059616,28/05/2021,6,15:18,3,2,1,30,1,1,1,2,6,-4.892334,50.343499
2021501060141,05/06/2021,7,15:20,3,1,1,30,1,1,1,1,6,-5.556022,50.10873
