No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,Datetime,dayofweek,quarter,dayofyear,is_weekend,lag_1,lag_24,roll_24,roll_168,wind_NW,wind_SE,wind_cv
29119,2013,4,28,6,91.0,6,11.0,1010.0,0.89,0,0,2013-04-28 06:00:00,6,2,118,1,85.0,82.0,74.58333333333333,106.07142857142857,0,1,0
29120,2013,4,28,7,81.0,5,13.0,1010.0,0.89,0,0,2013-04-28 07:00:00,6,2,118,1,91.0,55.0,74.95833333333333,105.86309523809524,0,0,0
29121,2013,4,28,8,81.0,5,14.0,1010.0,1.79,0,0,2013-04-28 08:00:00,6,2,118,1,81.0,62.0,76.04166666666667,105.53571428571429,0,1,0
29122,2013,4,28,9,94.0,5,16.0,1010.0,4.92,0,0,2013-04-28 09:00:00,6,2,118,1,81.0,61.0,76.83333333333333,105.11904761904762,0,1,0
29123,2013,4,28,10,80.0,6,15.0,1010.0,8.94,0,0,2013-04-28 10:00:00,6,2,118,1,94.0,46.0,78.20833333333333,104.82738095238095,0,1,0
29124,2013,4,28,11,79.0,6,15.0,1010.0,0.89,0,0,2013-04-28 11:00:00,6,2,118,1,80.0,45.0,79.625,104.39285714285714,0,0,1
29125,2013,4,28,12,89.0,7,17.0,1009.0,3.13,0,0,2013-04-28 12:00:00,6,2,118,1,79.0,50.0,81.04166666666667,103.93452380952381,0,0,0
29126,2013,4,28,13,85.0,7,18.0,1009.0,4.92,0,0,2013-04-28 13:00:00,6,2,118,1,89.0,54.0,82.66666666666667,103.48809523809524,0,0,0
29127,2013,4,28,14,82.0,7,18.0,1008.0,0.89,0,0,2013-04-28 14:00:00,6,2,118,1,85.0,64.0,83.95833333333333,103.11904761904762,0,0,1
29128,2013,4,28,15,85.0,7,18.0,1007.0,1.78,0,0,2013-04-28 15:00:00,6,2,118,1,82.0,75.0,84.70833333333333,102.80952380952381,0,0,1
29129,2013,4,28,16,92.0,7,18.0,1007.0,2.67,0,0,2013-04-28 16:00:00,6,2,118,1,85.0,76.0,85.125,102.49404761904762,0,0,1
29130,2013,4,28,17,92.0,8,19.0,1007.0,3.56,0,0,2013-04-28 17:00:00,6,2,118,1,92.0,70.0,85.79166666666667,102.20833333333333,0,0,1
29131,2013,4,28,18,96.0,7,19.0,1008.0,3.13,0,0,2013-04-28 18:00:00,6,2,118,1,92.0,80.0,86.70833333333333,101.91071428571429,1,0,0
29132,2013,4,28,19,74.0,-5,19.0,1010.0,12.96,0,0,2013-04-28 19:00:00,6,2,118,1,96.0,82.0,87.375,101.5952380952381,1,0,0
29133,2013,4,28,20,16.0,-9,20.0,1011.0,22.79,0,0,2013-04-28 20:00:00,6,2,118,1,74.0,95.0,87.04166666666667,101.2202380952381,1,0,0
29134,2013,4,28,21,21.0,-8,19.0,1012.0,29.94,0,0,2013-04-28 21:00:00,6,2,118,1,16.0,77.0,83.75,100.56547619047619,1,0,0
29135,2013,4,28,22,20.0,-5,16.0,1012.0,1.79,0,0,2013-04-28 22:00:00,6,2,118,1,21.0,81.0,81.41666666666667,100.08333333333333,0,0,0
29136,2013,4,28,23,17.0,-10,19.0,1013.0,7.15,0,0,2013-04-28 23:00:00,6,2,118,1,20.0,97.0,78.875,99.67261904761905,1,0,0
29137,2013,4,29,0,11.0,-10,19.0,1014.0,12.96,0,0,2013-04-29 00:00:00,0,2,119,0,17.0,103.0,75.54166666666667,99.24404761904762,1,0,0
29138,2013,4,29,1,11.0,-11,17.0,1014.0,16.98,0,0,2013-04-29 01:00:00,0,2,119,0,11.0,85.0,71.70833333333333,98.69047619047619,1,0,0
29139,2013,4,29,2,14.0,-11,16.0,1014.0,18.77,0,0,2013-04-29 02:00:00,0,2,119,0,11.0,89.0,68.625,98.07738095238095,1,0,0
29140,2013,4,29,3,14.0,-2,11.0,1014.0,0.89,0,0,2013-04-29 03:00:00,0,2,119,0,14.0,96.0,65.5,97.44642857142857,0,0,1
29141,2013,4,29,4,15.0,-3,9.0,1013.0,1.79,0,0,2013-04-29 04:00:00,0,2,119,0,14.0,80.0,62.083333333333336,96.79761904761905,0,1,0
29142,2013,4,29,5,17.0,-1,8.0,1013.0,0.89,0,0,2013-04-29 05:00:00,0,2,119,0,15.0,85.0,59.375,96.125,0,0,1
29143,2013,4,29,6,17.0,1,8.0,1013.0,1.78,0,0,2013-04-29 06:00:00,0,2,119,0,17.0,91.0,56.541666666666664,95.4047619047619,0,0,1
29144,2013,4,29,7,21.0,1,14.0,1014.0,2.67,0,0,2013-04-29 07:00:00,0,2,119,0,17.0,81.0,53.458333333333336,94.63095238095238,0,0,1
29145,2013,4,29,8,24.0,-4,20.0,1014.0,1.79,0,0,2013-04-29 08:00:00,0,2,119,0,21.0,81.0,50.958333333333336,93.85714285714286,0,0,0
29146,2013,4,29,9,20.0,-9,22.0,1014.0,3.13,0,0,2013-04-29 09:00:00,0,2,119,0,24.0,94.0,48.583333333333336,93.04761904761905,1,0,0
29147,2013,4,29,10,17.0,-9,23.0,1013.0,6.26,0,0,2013-04-29 10:00:00,0,2,119,0,20.0,80.0,45.5,92.18452380952381,1,0,0
29148,2013,4,29,11,47.0,-9,25.0,1012.0,9.39,0,0,2013-04-29 11:00:00,0,2,119,0,17.0,79.0,42.875,91.24404761904762,1,0,0
29149,2013,4,29,12,44.0,-8,27.0,1012.0,14.31,0,0,2013-04-29 12:00:00,0,2,119,0,47.0,89.0,41.541666666666664,90.36309523809524,1,0,0
29150,2013,4,29,13,39.0,-11,27.0,1011.0,22.36,0,0,2013-04-29 13:00:00,0,2,119,0,44.0,85.0,39.666666666666664,89.42857142857143,1,0,0
29151,2013,4,29,14,27.0,-11,28.0,1009.0,31.3,0,0,2013-04-29 14:00:00,0,2,119,0,39.0,82.0,37.75,88.38690476190476,1,0,0
29152,2013,4,29,15,30.0,-14,29.0,1009.0,42.48,0,0,2013-04-29 15:00:00,0,2,119,0,27.0,85.0,35.458333333333336,87.14285714285714,1,0,0
29153,2013,4,29,16,11.0,-14,29.0,1008.0,51.42,0,0,2013-04-29 16:00:00,0,2,119,0,30.0,92.0,33.166666666666664,86.02380952380952,1,0,0
29154,2013,4,29,17,12.0,-15,28.0,1008.0,62.6,0,0,2013-04-29 17:00:00,0,2,119,0,11.0,92.0,29.791666666666668,84.73214285714286,1,0,0
29155,2013,4,29,18,38.0,-13,27.0,1008.0,71.54,0,0,2013-04-29 18:00:00,0,2,119,0,12.0,96.0,26.458333333333332,83.67261904761905,1,0,0
29156,2013,4,29,19,74.0,-15,26.0,1009.0,80.48,0,0,2013-04-29 19:00:00,0,2,119,0,38.0,74.0,24.041666666666668,82.95833333333333,1,0,0
29157,2013,4,29,20,37.0,-13,25.0,1010.0,87.63,0,0,2013-04-29 20:00:00,0,2,119,0,74.0,16.0,24.041666666666668,82.41071428571429,1,0,0
29158,2013,4,29,21,31.0,-14,24.0,1011.0,93.44,0,0,2013-04-29 21:00:00,0,2,119,0,37.0,21.0,24.916666666666668,81.61309523809524,1,0,0
29159,2013,4,29,22,32.0,-14,24.0,1011.0,100.59,0,0,2013-04-29 22:00:00,0,2,119,0,31.0,20.0,25.333333333333332,80.70833333333333,1,0,0
29160,2013,4,29,23,48.0,-13,23.0,1011.0,106.4,0,0,2013-04-29 23:00:00,0,2,119,0,32.0,17.0,25.833333333333332,79.72619047619048,1,0,0
29161,2013,4,30,0,81.0,-10,18.0,1012.0,110.42,0,0,2013-04-30 00:00:00,1,2,120,0,48.0,11.0,27.125,78.89285714285714,1,0,0
29162,2013,4,30,1,36.0,-11,20.0,1013.0,4.92,0,0,2013-04-30 01:00:00,1,2,120,0,81.0,11.0,30.041666666666668,78.4702380952381,0,0,0
29163,2013,4,30,2,12.0,-13,18.0,1014.0,9.84,0,0,2013-04-30 02:00:00,1,2,120,0,36.0,14.0,31.083333333333332,77.88095238095238,0,0,0
29164,2013,4,30,3,10.0,-12,16.0,1014.0,11.63,0,0,2013-04-30 03:00:00,1,2,120,0,12.0,14.0,31.0,77.14880952380952,0,0,0
29165,2013,4,30,4,11.0,-7,12.0,1014.0,1.79,0,0,2013-04-30 04:00:00,1,2,120,0,10.0,15.0,30.833333333333332,76.41071428571429,1,0,0
29166,2013,4,30,5,15.0,-4,10.0,1014.0,0.89,0,0,2013-04-30 05:00:00,1,2,120,0,11.0,17.0,30.666666666666668,75.64285714285714,0,0,1
29167,2013,4,30,6,10.0,-8,14.0,1015.0,3.13,0,0,2013-04-30 06:00:00,1,2,120,0,15.0,17.0,30.583333333333332,74.86309523809524,1,0,0
29168,2013,4,30,7,11.0,-11,17.0,1015.0,4.92,0,0,2013-04-30 07:00:00,1,2,120,0,10.0,21.0,30.291666666666668,73.88095238095238,0,0,0
29169,2013,4,30,8,14.0,-10,19.0,1016.0,9.84,0,0,2013-04-30 08:00:00,1,2,120,0,11.0,24.0,29.875,72.78571428571429,0,0,0
29170,2013,4,30,9,10.0,-10,21.0,1016.0,13.86,0,0,2013-04-30 09:00:00,1,2,120,0,14.0,20.0,29.458333333333332,71.66071428571429,0,0,0
29171,2013,4,30,10,9.0,-10,22.0,1015.0,18.78,0,0,2013-04-30 10:00:00,1,2,120,0,10.0,17.0,29.041666666666668,70.52380952380952,0,0,0
29172,2013,4,30,11,11.0,-10,24.0,1015.0,23.7,0,0,2013-04-30 11:00:00,1,2,120,0,9.0,47.0,28.708333333333332,69.30357142857143,0,0,0
29173,2013,4,30,12,70.0,-11,26.0,1014.0,27.72,0,0,2013-04-30 12:00:00,1,2,120,0,11.0,44.0,27.208333333333332,68.0952380952381,0,0,0
29174,2013,4,30,13,11.0,-9,28.0,1013.0,4.02,0,0,2013-04-30 13:00:00,1,2,120,0,70.0,39.0,28.291666666666668,67.14880952380952,1,0,0
29175,2013,4,30,14,12.0,-9,28.0,1012.0,3.13,0,0,2013-04-30 14:00:00,1,2,120,0,11.0,27.0,27.125,65.74404761904762,0,0,1
29176,2013,4,30,15,13.0,-13,28.0,1011.0,4.92,0,0,2013-04-30 15:00:00,1,2,120,0,12.0,30.0,26.5,64.32738095238095,0,0,1
29177,2013,4,30,16,16.0,-11,28.0,1011.0,3.13,0,0,2013-04-30 16:00:00,1,2,120,0,13.0,11.0,25.791666666666668,62.86904761904762,0,0,0
29178,2013,4,30,17,11.0,-12,27.0,1011.0,4.02,0,0,2013-04-30 17:00:00,1,2,120,0,16.0,12.0,26.0,61.416666666666664,0,1,0
29179,2013,4,30,18,13.0,-15,26.0,1011.0,3.13,0,0,2013-04-30 18:00:00,1,2,120,0,11.0,38.0,25.958333333333332,59.845238095238095,0,0,0
29180,2013,4,30,19,22.0,-10,23.0,1012.0,0.89,0,0,2013-04-30 19:00:00,1,2,120,0,13.0,74.0,24.916666666666668,58.38690476190476,0,0,1
29181,2013,4,30,20,36.0,-9,20.0,1013.0,1.78,0,0,2013-04-30 20:00:00,1,2,120,0,22.0,37.0,22.75,57.23809523809524,0,0,1
29182,2013,4,30,21,45.0,-6,18.0,1014.0,2.67,0,0,2013-04-30 21:00:00,1,2,120,0,36.0,31.0,22.708333333333332,56.26190476190476,0,0,1
29183,2013,4,30,22,40.0,-10,19.0,1015.0,1.79,0,0,2013-04-30 22:00:00,1,2,120,0,45.0,32.0,23.291666666666668,55.398809523809526,0,1,0
29184,2013,4,30,23,38.0,-4,15.0,1016.0,6.71,0,0,2013-04-30 23:00:00,1,2,120,0,40.0,48.0,23.625,54.345238095238095,0,1,0
29185,2013,5,1,0,38.0,-2,14.0,1017.0,10.73,0,0,2013-05-01 00:00:00,2,2,121,0,38.0,81.0,23.208333333333332,53.166666666666664,0,1,0
29186,2013,5,1,1,81.0,-2,13.0,1018.0,12.52,0,0,2013-05-01 01:00:00,2,2,121,0,38.0,36.0,21.416666666666668,52.05952380952381,0,1,0
29187,2013,5,1,2,41.0,-1,10.0,1018.0,1.79,0,0,2013-05-01 02:00:00,2,2,121,0,81.0,12.0,23.291666666666668,51.107142857142854,1,0,0
29188,2013,5,1,3,36.0,0,9.0,1018.0,3.58,0,0,2013-05-01 03:00:00,2,2,121,0,41.0,10.0,24.5,50.05952380952381,1,0,0
29189,2013,5,1,4,59.0,2,8.0,1018.0,0.89,0,0,2013-05-01 04:00:00,2,2,121,0,36.0,11.0,25.583333333333332,49.208333333333336,0,0,0
29190,2013,5,1,5,46.0,4,8.0,1018.0,0.89,0,0,2013-05-01 05:00:00,2,2,121,0,59.0,15.0,27.583333333333332,48.642857142857146,0,0,1
29191,2013,5,1,6,48.0,2,8.0,1018.0,0.89,0,0,2013-05-01 06:00:00,2,2,121,0,46.0,10.0,28.875,48.17261904761905,1,0,0
29192,2013,5,1,7,83.0,2,13.0,1018.0,0.89,0,0,2013-05-01 07:00:00,2,2,121,0,48.0,11.0,30.458333333333332,47.57738095238095,0,0,1
29193,2013,5,1,8,45.0,2,17.0,1018.0,1.78,0,0,2013-05-01 08:00:00,2,2,121,0,83.0,14.0,33.458333333333336,47.089285714285715,0,0,1
29194,2013,5,1,9,33.0,1,18.0,1018.0,2.67,0,0,2013-05-01 09:00:00,2,2,121,0,45.0,10.0,34.75,46.61309523809524,0,0,1
29195,2013,5,1,10,30.0,0,19.0,1017.0,1.79,0,0,2013-05-01 10:00:00,2,2,121,0,33.0,9.0,35.708333333333336,46.291666666666664,1,0,0
29196,2013,5,1,11,27.0,-2,21.0,1016.0,3.58,0,0,2013-05-01 11:00:00,2,2,121,0,30.0,11.0,36.583333333333336,45.964285714285715,1,0,0
29197,2013,5,1,12,24.0,-6,22.0,1015.0,1.79,0,0,2013-05-01 12:00:00,2,2,121,0,27.0,70.0,37.25,45.69047619047619,0,1,0
29198,2013,5,1,13,28.0,-7,23.0,1014.0,3.58,0,0,2013-05-01 13:00:00,2,2,121,0,24.0,11.0,35.333333333333336,45.375,0,1,0
29199,2013,5,1,14,34.0,-5,25.0,1013.0,1.79,0,0,2013-05-01 14:00:00,2,2,121,0,28.0,12.0,36.041666666666664,45.101190476190474,0,0,1
29200,2013,5,1,15,33.0,-5,25.0,1012.0,3.13,0,0,2013-05-01 15:00:00,2,2,121,0,34.0,13.0,36.958333333333336,45.089285714285715,0,1,0
29201,2013,5,1,16,28.0,-4,24.0,1011.0,7.15,0,0,2013-05-01 16:00:00,2,2,121,0,33.0,16.0,37.791666666666664,45.19642857142857,0,1,0
29202,2013,5,1,17,35.0,-1,23.0,1011.0,12.96,0,0,2013-05-01 17:00:00,2,2,121,0,28.0,11.0,38.291666666666664,45.30952380952381,0,1,0
29203,2013,5,1,18,38.0,-1,22.0,1011.0,20.11,0,0,2013-05-01 18:00:00,2,2,121,0,35.0,13.0,39.291666666666664,45.470238095238095,0,1,0
29204,2013,5,1,19,59.0,0,21.0,1012.0,25.92,0,0,2013-05-01 19:00:00,2,2,121,0,38.0,22.0,40.333333333333336,45.63095238095238,0,1,0
29205,2013,5,1,20,41.0,-1,21.0,1012.0,29.05,0,0,2013-05-01 20:00:00,2,2,121,0,59.0,36.0,41.875,45.898809523809526,0,1,0
29206,2013,5,1,21,51.0,0,17.0,1012.0,30.84,0,0,2013-05-01 21:00:00,2,2,121,0,41.0,45.0,42.083333333333336,46.035714285714285,0,1,0
29207,2013,5,1,22,56.0,1,16.0,1013.0,32.63,0,0,2013-05-01 22:00:00,2,2,121,0,51.0,40.0,42.333333333333336,46.25595238095238,0,1,0
29208,2013,5,1,23,70.0,4,15.0,1013.0,35.76,0,0,2013-05-01 23:00:00,2,2,121,0,56.0,38.0,43.0,46.541666666666664,0,1,0
29209,2013,5,2,0,71.0,1,16.0,1013.0,38.89,0,0,2013-05-02 00:00:00,3,2,122,0,70.0,38.0,44.333333333333336,46.93452380952381,0,1,0
29210,2013,5,2,1,55.0,0,16.0,1013.0,42.02,0,0,2013-05-02 01:00:00,3,2,122,0,71.0,81.0,45.708333333333336,47.32142857142857,0,1,0
29211,2013,5,2,2,52.0,1,15.0,1013.0,43.81,0,0,2013-05-02 02:00:00,3,2,122,0,55.0,41.0,44.625,47.607142857142854,0,1,0
29212,2013,5,2,3,53.0,2,14.0,1013.0,45.6,0,0,2013-05-02 03:00:00,3,2,122,0,52.0,36.0,45.083333333333336,47.833333333333336,0,1,0
29213,2013,5,2,4,57.0,3,14.0,1013.0,49.62,0,0,2013-05-02 04:00:00,3,2,122,0,53.0,59.0,45.791666666666664,48.07738095238095,0,1,0
29214,2013,5,2,5,72.0,5,14.0,1013.0,52.75,0,0,2013-05-02 05:00:00,3,2,122,0,57.0,46.0,45.708333333333336,48.32142857142857,0,1,0
29215,2013,5,2,6,88.0,6,13.0,1014.0,54.54,0,0,2013-05-02 06:00:00,3,2,122,0,72.0,48.0,46.791666666666664,48.666666666666664,0,1,0
29216,2013,5,2,7,98.0,6,14.0,1014.0,57.67,0,0,2013-05-02 07:00:00,3,2,122,0,88.0,83.0,48.458333333333336,49.101190476190474,0,1,0
29217,2013,5,2,8,103.0,6,16.0,1015.0,1.79,0,0,2013-05-02 08:00:00,3,2,122,0,98.0,45.0,49.083333333333336,49.625,0,0,0
29218,2013,5,2,9,100.0,7,17.0,1014.0,1.79,0,0,2013-05-02 09:00:00,3,2,122,0,103.0,33.0,51.5,50.18452380952381,0,1,0
29219,2013,5,2,10,102.0,7,19.0,1014.0,0.89,0,0,2013-05-02 10:00:00,3,2,122,0,100.0,30.0,54.291666666666664,50.732142857142854,0,0,1
29220,2013,5,2,11,75.0,4,21.0,1013.0,3.13,0,0,2013-05-02 11:00:00,3,2,122,0,102.0,27.0,57.291666666666664,51.285714285714285,0,1,0
29221,2013,5,2,12,78.0,2,22.0,1012.0,4.92,0,0,2013-05-02 12:00:00,3,2,122,0,75.0,24.0,59.291666666666664,51.67261904761905,0,1,0
29222,2013,5,2,13,89.0,3,23.0,1012.0,8.94,0,0,2013-05-02 13:00:00,3,2,122,0,78.0,28.0,61.541666666666664,52.07738095238095,0,1,0
29223,2013,5,2,14,98.0,1,24.0,1011.0,12.07,0,0,2013-05-02 14:00:00,3,2,122,0,89.0,34.0,64.08333333333333,52.55357142857143,0,1,0
29224,2013,5,2,15,96.0,2,24.0,1010.0,15.2,0,0,2013-05-02 15:00:00,3,2,122,0,98.0,33.0,66.75,53.089285714285715,0,1,0
29225,2013,5,2,16,97.0,4,23.0,1009.0,19.22,0,0,2013-05-02 16:00:00,3,2,122,0,96.0,28.0,69.375,53.607142857142854,0,1,0
29226,2013,5,2,17,96.0,3,23.0,1008.0,23.24,0,0,2013-05-02 17:00:00,3,2,122,0,97.0,35.0,72.25,54.148809523809526,0,1,0
29227,2013,5,2,18,95.0,4,21.0,1009.0,29.05,0,0,2013-05-02 18:00:00,3,2,122,0,96.0,38.0,74.79166666666667,54.69047619047619,0,1,0
29228,2013,5,2,19,86.0,3,20.0,1009.0,33.97,0,0,2013-05-02 19:00:00,3,2,122,0,95.0,59.0,77.16666666666667,55.214285714285715,0,1,0
29229,2013,5,2,20,94.0,4,19.0,1010.0,39.78,0,0,2013-05-02 20:00:00,3,2,122,0,86.0,41.0,78.29166666666667,55.67857142857143,0,1,0
29230,2013,5,2,21,79.0,4,18.0,1011.0,44.7,0,0,2013-05-02 21:00:00,3,2,122,0,94.0,51.0,80.5,56.125,0,1,0
29231,2013,5,2,22,87.0,4,17.0,1012.0,48.72,0,0,2013-05-02 22:00:00,3,2,122,0,79.0,56.0,81.66666666666667,56.464285714285715,0,1,0
29232,2013,5,2,23,81.0,5,17.0,1013.0,54.53,0,0,2013-05-02 23:00:00,3,2,122,0,87.0,70.0,82.95833333333333,56.67261904761905,0,1,0
29233,2013,5,3,0,59.0,4,17.0,1013.0,58.55,0,0,2013-05-03 00:00:00,4,2,123,0,81.0,71.0,83.41666666666667,56.916666666666664,0,1,0
29234,2013,5,3,1,68.0,7,13.0,1015.0,4.02,0,1,2013-05-03 01:00:00,4,2,123,0,59.0,55.0,82.91666666666667,56.70238095238095,0,0,0
29235,2013,5,3,2,82.0,9,12.0,1016.0,1.79,0,2,2013-05-03 02:00:00,4,2,123,0,68.0,52.0,83.45833333333333,56.86904761904762,0,1,0
29236,2013,5,3,3,60.0,9,13.0,1016.0,4.92,0,3,2013-05-03 03:00:00,4,2,123,0,82.0,53.0,84.70833333333333,56.93452380952381,0,1,0
29237,2013,5,3,4,44.0,9,12.0,1016.0,0.89,0,0,2013-05-03 04:00:00,4,2,123,0,60.0,57.0,85.0,56.910714285714285,0,0,1
29238,2013,5,3,5,48.0,9,12.0,1017.0,0.89,0,0,2013-05-03 05:00:00,4,2,123,0,44.0,72.0,84.45833333333333,56.625,1,0,0
29239,2013,5,3,6,52.0,9,13.0,1017.0,0.89,0,0,2013-05-03 06:00:00,4,2,123,0,48.0,88.0,83.45833333333333,56.416666666666664,0,0,1
29240,2013,5,3,7,51.0,10,14.0,1018.0,1.79,0,0,2013-05-03 07:00:00,4,2,123,0,52.0,98.0,81.95833333333333,56.13095238095238,1,0,0
29241,2013,5,3,8,51.0,8,16.0,1018.0,3.58,0,0,2013-05-03 08:00:00,4,2,123,0,51.0,103.0,80.0,55.75,1,0,0
29242,2013,5,3,9,56.0,8,17.0,1018.0,0.89,0,0,2013-05-03 09:00:00,4,2,123,0,51.0,100.0,77.83333333333333,55.63690476190476,0,0,1
29243,2013,5,3,10,57.0,9,19.0,1018.0,1.78,0,0,2013-05-03 10:00:00,4,2,123,0,56.0,102.0,76.0,55.476190476190474,0,0,1
29244,2013,5,3,11,63.0,7,19.0,1018.0,3.57,0,0,2013-05-03 11:00:00,4,2,123,0,57.0,75.0,74.125,55.29761904761905,0,0,1
29245,2013,5,3,12,61.0,6,20.0,1018.0,4.46,0,0,2013-05-03 12:00:00,4,2,123,0,63.0,78.0,73.625,55.19047619047619,0,0,1
29246,2013,5,3,13,69.0,7,21.0,1017.0,6.25,0,0,2013-05-03 13:00:00,4,2,123,0,61.0,89.0,72.91666666666667,55.07738095238095,0,0,1
29247,2013,5,3,14,71.0,5,22.0,1016.0,3.13,0,0,2013-05-03 14:00:00,4,2,123,0,69.0,98.0,72.08333333333333,55.01190476190476,0,1,0
29248,2013,5,3,15,73.0,5,22.0,1016.0,1.79,0,0,2013-05-03 15:00:00,4,2,123,0,71.0,96.0,70.95833333333333,54.970238095238095,0,0,1
29249,2013,5,3,16,67.0,5,22.0,1015.0,4.02,0,0,2013-05-03 16:00:00,4,2,123,0,73.0,97.0,70.0,54.98809523809524,0,1,0
29250,2013,5,3,17,60.0,4,22.0,1015.0,8.04,0,0,2013-05-03 17:00:00,4,2,123,0,67.0,96.0,68.75,54.99404761904762,0,1,0
29251,2013,5,3,18,57.0,4,21.0,1015.0,12.96,0,0,2013-05-03 18:00:00,4,2,123,0,60.0,95.0,67.25,54.910714285714285,0,1,0
29252,2013,5,3,19,52.0,5,19.0,1015.0,16.98,0,0,2013-05-03 19:00:00,4,2,123,0,57.0,86.0,65.66666666666667,54.80952380952381,0,1,0
29253,2013,5,3,20,66.0,6,19.0,1016.0,20.11,0,0,2013-05-03 20:00:00,4,2,123,0,52.0,94.0,64.25,54.642857142857146,0,1,0
29254,2013,5,3,21,72.0,7,16.0,1016.0,23.24,0,0,2013-05-03 21:00:00,4,2,123,0,66.0,79.0,63.083333333333336,54.595238095238095,0,1,0
29255,2013,5,3,22,77.0,7,17.0,1016.0,25.03,0,0,2013-05-03 22:00:00,4,2,123,0,72.0,87.0,62.791666666666664,54.714285714285715,0,1,0
29256,2013,5,3,23,96.0,7,16.0,1017.0,26.82,0,0,2013-05-03 23:00:00,4,2,123,0,77.0,81.0,62.375,54.92857142857143,0,1,0
29257,2013,5,4,0,86.0,7,15.0,1017.0,30.84,0,0,2013-05-04 00:00:00,5,2,124,1,96.0,59.0,63.0,55.273809523809526,0,1,0
29258,2013,5,4,1,71.0,7,15.0,1017.0,34.86,0,0,2013-05-04 01:00:00,5,2,124,1,86.0,68.0,64.125,55.517857142857146,0,1,0
29259,2013,5,4,2,67.0,7,14.0,1017.0,36.65,0,0,2013-05-04 02:00:00,5,2,124,1,71.0,82.0,64.25,55.61309523809524,0,1,0
29260,2013,5,4,3,74.0,7,14.0,1017.0,39.78,0,0,2013-05-04 03:00:00,5,2,124,1,67.0,60.0,63.625,55.63690476190476,0,1,0
29261,2013,5,4,4,83.0,7,13.0,1017.0,42.91,0,0,2013-05-04 04:00:00,5,2,124,1,74.0,44.0,64.20833333333333,55.666666666666664,0,1,0
29262,2013,5,4,5,88.0,7,13.0,1017.0,46.04,0,0,2013-05-04 05:00:00,5,2,124,1,83.0,48.0,65.83333333333333,55.67857142857143,0,1,0
29263,2013,5,4,6,98.0,8,12.0,1018.0,1.79,0,0,2013-05-04 06:00:00,5,2,124,1,88.0,52.0,67.5,55.476190476190474,0,0,0
29264,2013,5,4,7,112.0,9,14.0,1018.0,1.79,0,0,2013-05-04 07:00:00,5,2,124,1,98.0,51.0,69.41666666666667,55.57142857142857,0,1,0
29265,2013,5,4,8,124.0,10,16.0,1018.0,3.58,0,0,2013-05-04 08:00:00,5,2,124,1,112.0,51.0,71.95833333333333,55.910714285714285,0,1,0
29266,2013,5,4,9,131.0,9,18.0,1018.0,5.37,0,0,2013-05-04 09:00:00,5,2,124,1,124.0,56.0,75.0,56.279761904761905,0,1,0
29267,2013,5,4,10,139.0,10,19.0,1018.0,1.79,0,0,2013-05-04 10:00:00,5,2,124,1,131.0,57.0,78.125,56.69642857142857,0,0,1
29268,2013,5,4,11,117.0,9,23.0,1017.0,7.15,0,0,2013-05-04 11:00:00,5,2,124,1,139.0,63.0,81.54166666666667,57.25,0,1,0
29269,2013,5,4,12,83.0,7,23.0,1017.0,14.3,0,0,2013-05-04 12:00:00,5,2,124,1,117.0,61.0,83.79166666666667,57.67857142857143,0,1,0
29270,2013,5,4,13,82.0,5,24.0,1016.0,19.22,0,0,2013-05-04 13:00:00,5,2,124,1,83.0,69.0,84.70833333333333,57.875,0,1,0
29271,2013,5,4,14,78.0,3,24.0,1015.0,26.37,0,0,2013-05-04 14:00:00,5,2,124,1,82.0,71.0,85.25,58.041666666666664,0,1,0
29272,2013,5,4,15,70.0,2,25.0,1015.0,32.18,0,0,2013-05-04 15:00:00,5,2,124,1,78.0,73.0,85.54166666666667,58.125,0,1,0
29273,2013,5,4,16,64.0,0,25.0,1014.0,36.2,0,0,2013-05-04 16:00:00,5,2,124,1,70.0,67.0,85.41666666666667,58.095238095238095,0,1,0
29274,2013,5,4,17,65.0,-1,25.0,1014.0,42.01,0,0,2013-05-04 17:00:00,5,2,124,1,64.0,60.0,85.29166666666667,58.023809523809526,0,1,0
29275,2013,5,4,18,54.0,-1,24.0,1014.0,47.82,0,0,2013-05-04 18:00:00,5,2,124,1,65.0,57.0,85.5,57.99404761904762,0,1,0
29276,2013,5,4,19,65.0,1,23.0,1014.0,51.84,0,0,2013-05-04 19:00:00,5,2,124,1,54.0,52.0,85.375,57.839285714285715,0,1,0
29277,2013,5,4,20,71.0,3,21.0,1015.0,54.97,0,0,2013-05-04 20:00:00,5,2,124,1,65.0,66.0,85.91666666666667,57.73809523809524,0,1,0
29278,2013,5,4,21,75.0,4,20.0,1016.0,56.76,0,0,2013-05-04 21:00:00,5,2,124,1,71.0,72.0,86.125,57.595238095238095,0,1,0
29279,2013,5,4,22,80.0,9,16.0,1016.0,57.65,0,0,2013-05-04 22:00:00,5,2,124,1,75.0,77.0,86.25,57.583333333333336,0,1,0
29280,2013,5,4,23,84.0,8,17.0,1016.0,59.44,0,0,2013-05-04 23:00:00,5,2,124,1,80.0,96.0,86.375,57.57738095238095,0,1,0
29281,2013,5,5,0,104.0,8,17.0,1016.0,61.23,0,0,2013-05-05 00:00:00,6,2,125,1,84.0,86.0,85.875,57.5,0,1,0
