"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
15208,"Private room like studio in shared APT",269078124,"铀 Yuli","Manhattan","Washington Heights",40.84365,-73.94069,"Private room",60,20,0,NA,NA,3,180
15209,"The Golden Chamber",33346283,"Jonathan","Manhattan","Harlem",40.83001,-73.94815,"Private room",70,5,42,"5/27/2019",0.87,3,348
15210,"king size bed in hip LES -subway outside",19052001,"Madison","Manhattan","Lower East Side",40.7124,-73.99054,"Private room",80,2,3,"3/2/2019",0.6,1,0
15211,"Chill in Downtown Brooklyn Clinton Hill Pratt Univ",100718,"Brian","Brooklyn","Clinton Hill",40.69278,-73.965,"Entire home/apt",95,1,13,"6/23/2019",0.41,1,0
15212,"Large Park Slope Townhouse Duplex",579495,"Susi","Brooklyn","South Slope",40.66527,-73.9886,"Entire home/apt",199,14,27,"5/19/2019",0.28,2,223
15213,"shared space with Great location!!!",43719073,"Nora","Brooklyn","Sheepshead Bay",40.59852,-73.95481,"Shared room",35,1,116,"6/25/2019",2.55,5,351
15214,"Amazing One Bedroom in Historic Hamilton Heights",10469805,"Chris","Manhattan","Harlem",40.82499,-73.94488,"Entire home/apt",150,14,1,"10/14/2017",0.05,1,0
15215,"Cozy 2 br in sunny Fort Greene apt",264928,"Sally","Brooklyn","Fort Greene",40.68656,-73.97525,"Private room",68,3,37,"12/31/2018",0.35,1,0
15216,"Private Bedroom in 2-bed/New Full-Service Building",3346513,"Sorel","Brooklyn","Downtown Brooklyn",40.68984,-73.98416,"Private room",130,2,38,"6/28/2019",2.73,2,103
15217,"Beautiful Sunny Top Floor 1BD Flat",36333834,"Paul","Brooklyn","Bedford-Stuyvesant",40.68378,-73.93573,"Entire home/apt",139,4,152,"6/13/2019",3.26,1,281
15218,"Fidi 1 Bedroom",28983064,"Joseph","Manhattan","Financial District",40.70664,-74.01258,"Private room",57,30,0,NA,NA,1,66
15219,"Nice new bedroom Near D train and Maimonides in BK",5853457,"Stanley","Brooklyn","Borough Park",40.6421,-73.99732,"Private room",56,1,12,"5/29/2019",0.65,4,348
15220,"Modern loft",3206521,"Dee","Manhattan","West Village",40.73552,-74.00615,"Entire home/apt",268,1,3,"7/23/2016",0.08,2,0
15221,"Designers apartment on the Upper East, 2 entrances",105763296,"Tara","Manhattan","Upper East Side",40.78423,-73.94786,"Entire home/apt",100,5,8,"6/25/2019",3.24,1,270
15222,"Colossal 1200 SF Nolita loft 15ft ceiling 1 bdrm",19462782,"Michael","Manhattan","Nolita",40.72289,-73.99431,"Entire home/apt",400,4,0,NA,NA,1,0
15223,"Huge Central Harlem 2 Bedroom (125th 2/3 train)",7710878,"Monica","Manhattan","Harlem",40.80805,-73.9456,"Entire home/apt",163,3,0,NA,NA,1,0
15224,"Cosy private room in luxury condo",229578317,"Rose","Manhattan","Hell's Kitchen",40.76348,-73.99391,"Private room",125,1,5,"7/3/2019",0.73,1,38
15225,"Bright Friendly Apt, East Village!",2333904,"Stephanie","Manhattan","East Village",40.7232,-73.97927,"Private room",75,26,57,"5/20/2019",0.7,3,98
15226,"Unique Brooklyn Brownstone",15356877,"Rachel","Brooklyn","Cobble Hill",40.68494,-73.99685,"Entire home/apt",795,6,0,NA,NA,1,14
15227,"Spacious, Family-Friendly, UWS Duplex w/ Huge Yard",17845933,"Amos Rothschild","Manhattan","Upper West Side",40.7889,-73.9729,"Entire home/apt",300,5,3,"12/31/2018",0.08,1,9
15228,"Caribbean Retreat in the heart of Brooklyn",43876308,"Everol","Brooklyn","East Flatbush",40.64464,-73.94807,"Entire home/apt",90,2,4,"7/2/2019",1.85,1,93
15229,"3Bdr Artist Apt. (L,M,J,Z trains)",35819315,"Hui & Jon","Brooklyn","Bushwick",40.69593,-73.92057,"Entire home/apt",172,3,135,"6/28/2019",2.99,2,247
15230,"Beautiful Sunny Fire Escape Room",64444742,"Sushanti","Brooklyn","Bushwick",40.69305,-73.90825,"Private room",60,2,21,"6/11/2019",0.53,1,364
15231,"2 Bedroom Fits 4 In Downtown NYC",267458545,"Robin","Manhattan","Nolita",40.7223,-73.99508,"Entire home/apt",225,7,1,"7/3/2019",1,1,76
15232,"room C Manhattan  private room",164886138,"Eliahu","Manhattan","Harlem",40.81351,-73.95186,"Private room",65,1,0,NA,NA,11,364
15233,"Waterfront apt with Manhattan view and balcony...",152034487,"Dino","Manhattan","Roosevelt Island",40.76218,-73.94897,"Private room",85,1,20,"7/2/2019",8.45,1,104
15234,"Bushwick Chill Spot (Luxury Rental)",65092392,"Jed","Brooklyn","Bushwick",40.69912,-73.93508,"Private room",65,3,72,"6/30/2019",2.26,1,179
15235,"Room in Bright Brooklyn Apt.",32792372,"Paul","Brooklyn","Crown Heights",40.66872,-73.95362,"Private room",40,2,18,"6/30/2017",0.4,1,0
15236,"New 2 Bed 1 Bath in the UES #6131",113805886,"Yaacov","Manhattan","Upper East Side",40.7786,-73.95208,"Entire home/apt",206,30,1,"6/11/2019",1,33,311
15237,"Midtown East Studio Apt ~ Private, Cozy & Bright",93373413,"Meg","Manhattan","Midtown",40.75735,-73.96438,"Entire home/apt",198,2,22,"6/30/2019",0.64,1,8
15238,"Gorgeous 1 bedroom with deck in Williamsburg",16674870,"Farrel","Brooklyn","Williamsburg",40.70632,-73.94978,"Entire home/apt",102,3,0,NA,NA,1,0
15239,"Brooklyn 3Bed 1Bath 8minute Subway 30 to Manhattan",102618751,"Shawn","Brooklyn","East New York",40.65894,-73.8921,"Entire home/apt",300,2,24,"6/23/2019",3.29,1,294
15240,"Cozy Room in Astoria",8783166,"Marinez","Queens","Astoria",40.76549,-73.92934,"Private room",100,3,4,"6/2/2019",0.07,2,364
15241,"UWS/Elevator/CENTRAL/SUBWAYS/PARK",46962156,"Martha","Manhattan","Upper West Side",40.78172,-73.97825,"Entire home/apt",190,1,0,NA,NA,1,0
15242,"Beautiful one-bedroom get away with park view",67923313,"Zhenni","Manhattan","Washington Heights",40.85811,-73.92921,"Entire home/apt",90,5,5,"5/20/2019",0.44,1,18
15243,"Huge Bdr in Loft in Williamsburg",11708876,"Paloma","Brooklyn","Williamsburg",40.7114,-73.96293,"Private room",90,1,0,NA,NA,1,0
15244,"Bright, Spacious Entire Studio",22552201,"Lane","Manhattan","Upper West Side",40.7982,-73.97119,"Entire home/apt",130,5,9,"12/31/2015",0.16,1,0
15245,"Large Sunny Apartment in Astoria",24117644,"Joshua","Queens","Astoria",40.75583,-73.92596,"Private room",120,3,18,"1/11/2017",0.33,2,0
15246,"Charming Private Room in Apt Share- Astoria NY",110930,"Linda","Queens","Astoria",40.76305,-73.91874,"Private room",40,5,1,"9/8/2018",0.1,1,0
15247,"Private bedroom in a townhouse",23254491,"Klara","Manhattan","East Harlem",40.80109,-73.94364,"Private room",150,1,0,NA,NA,2,26
15248,"Luxury Living Condo 2 bdr",225620845,"Maria","Brooklyn","Sheepshead Bay",40.58496,-73.95739,"Entire home/apt",250,3,4,"6/23/2019",0.62,3,360
15249,"Wyndham Midtown: E 45th St., NYC",3843799,"BNB-Resorts By RC","Manhattan","Midtown",40.75382,-73.97192,"Entire home/apt",165,3,4,"11/7/2017",0.18,1,0
15250,"Junior 1-BR in West Village",10534508,"Amanda","Manhattan","West Village",40.73075,-74.00238,"Entire home/apt",110,45,21,"1/2/2018",0.31,1,0
15251,"Spacious Studio with Amazing Views",104513848,"Jor","Manhattan","Chelsea",40.74415,-73.99483,"Entire home/apt",250,3,1,"6/10/2019",1,1,60
15252,"Manhatten Luxurious 1 Bedroom",3191545,"Kyle","Manhattan","Hell's Kitchen",40.75888,-73.99077,"Entire home/apt",229,30,0,NA,NA,23,149
15253,"Garden Apartment - Cozy renovated 1BDR",92674591,"Celia","Brooklyn","Clinton Hill",40.68878,-73.96495,"Entire home/apt",99,2,18,"6/30/2019",5,1,50
15254,"Cozy Walk-up Apt in the Historic Lower East Side.",14726038,"Kimberly","Manhattan","Chinatown",40.71475,-73.9912,"Entire home/apt",120,2,13,"4/4/2018",0.37,1,0
15255,"NEW YORK CITY MANHATTAN STUDIO.",88900561,"Camry","Manhattan","East Harlem",40.80203,-73.93885,"Shared room",60,1,17,"3/1/2019",1.48,1,0
15256,"Charming West Village Apartment",24575626,"Melissa","Manhattan","West Village",40.73398,-74.00369,"Entire home/apt",450,2,3,"7/7/2018",0.08,1,260
15257,"Spacious, sunny duplex in Fort Greene, Brooklyn",2485076,"Jacob","Brooklyn","Fort Greene",40.69466,-73.97151,"Entire home/apt",148,3,20,"6/2/2019",1.27,1,0
15258,"Sunny and Spacious Brooklyn Apartment",7365719,"Annika","Brooklyn","Bedford-Stuyvesant",40.67958,-73.94581,"Entire home/apt",150,5,12,"8/19/2018",0.24,1,9
15259,"Lovely Studio in Midtown",21716352,"Alice","Manhattan","Kips Bay",40.74208,-73.98084,"Entire home/apt",120,1,4,"4/1/2016",0.1,1,0
15260,"Park Slope 1 Bed, Roofdeck, Laundry",47835171,"Lynette","Brooklyn","Park Slope",40.67384,-73.97765,"Private room",100,1,0,NA,NA,1,0
15261,"Piece Of Heaven",142447586,"Winnie & Andy","Bronx","Williamsbridge",40.87906,-73.85987,"Private room",35,3,0,NA,NA,4,0
15262,"Beautiful Brooklyn Brownstone",155885449,"Kelly","Brooklyn","Park Slope",40.67643,-73.97824,"Entire home/apt",105,7,7,"1/7/2019",0.36,1,0
15263,"Beautiful apartment in great Harlem neighborhood",81928702,"K.C.","Manhattan","Harlem",40.82645,-73.94457,"Entire home/apt",125,3,23,"5/31/2019",1.18,1,166
15264,"Emerald Bedroom",119669058,"Melissa","Brooklyn","Bedford-Stuyvesant",40.69261,-73.95706,"Private room",49,2,10,"6/18/2019",1.14,34,313
15265,"Large and clean room with a king size bed,",189404055,"Antonio","Queens","Long Island City",40.75487,-73.93105,"Private room",55,1,11,"7/1/2019",2.16,2,281
15266,"Brooklyn - Boerum Hill Beauty",21921207,"Nick","Brooklyn","Boerum Hill",40.68449,-73.98524,"Entire home/apt",195,2,116,"7/3/2019",2.02,1,260
15267,"perfectly located right next to Main st Flushing",161899037,"Tony","Queens","Flushing",40.75637,-73.83208,"Entire home/apt",159,2,22,"6/9/2019",1.83,7,58
15268,"Affordable Modern/Luxury 2 Bedroom Apt",58097815,"Gesner","Brooklyn","Bedford-Stuyvesant",40.68771,-73.92281,"Entire home/apt",145,2,73,"6/21/2019",4.95,1,219
15269,"Private room in beautiful Brownstone building",16354583,"Monica","Brooklyn","Crown Heights",40.67325,-73.94666,"Private room",30,5,2,"1/31/2019",0.33,1,0
15270,"Cozy Spacious Double Bed #2A Near JFK & J Train",62843071,"Kevin And Kitty","Queens","Woodhaven",40.69628,-73.85255,"Private room",45,1,141,"7/3/2019",3.77,4,287
15271,"Stunning 2,000 sq ft 2BR in Williamsburg",5524422,"Anne","Brooklyn","Williamsburg",40.71362,-73.95714,"Entire home/apt",520,3,1,"1/1/2019",0.16,1,24
15272,"Sonder | The Biltmore | Bright 1BR + Workspace",219517861,"Sonder (NYC)","Manhattan","Theater District",40.76118,-73.98628,"Entire home/apt",154,29,0,NA,NA,327,343
15273,"Newly renovated 1BR+ in Park Slope",1763862,"Jing","Brooklyn","South Slope",40.66485,-73.98543,"Entire home/apt",160,1,111,"6/22/2019",2.23,1,253
15274,"BRAND NEW RENOVATED 2BR~TIMES SQR",2856748,"Ruchi","Manhattan","Midtown",40.75687,-73.97321,"Entire home/apt",245,30,1,"8/15/2016",0.03,49,331
15275,"Great Room in Manhattan - Close to Central Park",242594287,"Thaweesab","Manhattan","Hell's Kitchen",40.76852,-73.98895,"Private room",90,3,2,"3/31/2019",0.48,1,66
15276,"East Village Walkup Jam",651770,"Mark","Manhattan","East Village",40.72801,-73.98336,"Entire home/apt",250,3,0,NA,NA,1,0
15277,"Doorman 44Th st& 2nd! UN Doorman Studio Gym 5226",16098958,"Jeremy & Laura","Manhattan","Midtown",40.75047,-73.96935,"Entire home/apt",140,30,2,"6/2/2019",0.26,96,311
15278,"Great Apartment for 2~ right next to subway~!",70594777,"Deqing","Brooklyn","Clinton Hill",40.68873,-73.96523,"Entire home/apt",150,7,4,"7/31/2016",0.11,1,0
15279,"Master bedroom next to Prospect Park",82359141,"Peter","Brooklyn","Park Slope",40.66747,-73.97473,"Private room",75,5,1,"6/30/2018",0.08,1,189
15280,"Holiday Get Away",19902999,"Jose","Manhattan","Midtown",40.75914,-73.9798,"Entire home/apt",150,1,1,"12/31/2018",0.16,1,0
15281,"Amazing West Village 2br",70614,"Vimal","Manhattan","West Village",40.73879,-74.00425,"Entire home/apt",200,27,1,"10/2/2012",0.01,1,0
15282,"Big East Village bedroom, heart of Manhattan",32707981,"Ben","Manhattan","East Village",40.72396,-73.98941,"Private room",120,2,5,"4/9/2017",0.16,4,0
15283,"Cool Brooklyn spot",92441472,"Scott","Brooklyn","Bedford-Stuyvesant",40.69576,-73.96137,"Private room",37,2,1,"8/30/2016",0.03,1,0
15284,"NEW Perfect cozy 1 BDRM near JFK & Casino NYC LGA",220129825,"Carlton","Queens","Jamaica",40.67379,-73.78187,"Entire home/apt",150,1,75,"7/1/2019",9.3,2,69
15285,"Bright, Clean & Comfortable Studio in Brooklyn",27234334,"Emee","Brooklyn","Fort Greene",40.68906,-73.97872,"Entire home/apt",125,4,7,"11/19/2018",0.37,1,16
15286,"1 Bedroom Heart of Financial Dist",23914324,"Hamza","Manhattan","Financial District",40.71111,-74.00936,"Private room",110,2,0,NA,NA,1,0
15287,"Beautiful Large Bedroom on UWS !!",50032395,"Wayne And Yesim","Manhattan","Upper West Side",40.80023,-73.96678,"Private room",85,1,7,"4/2/2016",0.16,2,188
15288,"Quick walk to Metro, Cleaning, & Great roommates",154981576,"Bedly Bushwick","Brooklyn","Bushwick",40.70029,-73.91188,"Private room",35,30,0,NA,NA,9,45
15289,"Garden Bedroom w/Private Bath in Crown Heights 2MB",17555570,"Yan","Brooklyn","Crown Heights",40.66886,-73.92333,"Private room",62,1,69,"7/2/2019",2.83,12,65
15290,"Comfortable place to stay, downtown Manhattan, NYC",33205064,"Patrick","Manhattan","Financial District",40.70372,-74.01002,"Shared room",65,1,0,NA,NA,1,357
15291,"Up among the trees in Bed Stuy",14736455,"Anna","Brooklyn","Bedford-Stuyvesant",40.69394,-73.95017,"Entire home/apt",125,7,56,"5/15/2019",0.93,1,188
15292,"Furnished large room in 2br apt for Female on UES",265466931,"Irma","Manhattan","Upper East Side",40.76671,-73.95286,"Private room",99,10,1,"6/19/2019",1,1,34
15293,"Spacious 3 bedroom Duplex with garden",2155917,"Stephanie","Brooklyn","Bedford-Stuyvesant",40.68716,-73.94601,"Entire home/apt",250,30,0,NA,NA,3,196
15294,"Cozy room in Artistic apt in Little Italy, SoHo",240248599,"Sapir","Manhattan","Little Italy",40.71918,-73.99536,"Private room",125,3,1,"4/28/2019",0.42,1,1
15295,"Big Brooklyn Townhouse Sanctuary",1192630,"Christina","Brooklyn","Crown Heights",40.67763,-73.94581,"Entire home/apt",375,5,3,"8/11/2018",0.12,2,22
15296,"Only 20 mins.  to manhattan via N & W  trains",914386,"Anna","Queens","Ditmars Steinway",40.77046,-73.9137,"Entire home/apt",99,2,2,"6/2/2019",1.18,2,139
15297,"Sunny and Spacious Room in Sunset Park Apartment",23495738,"Jesse","Brooklyn","Sunset Park",40.64487,-74.00893,"Private room",50,1,49,"6/30/2019",1.44,1,90
15298,"Private room with A/C & great bed by Prospect Park",50591874,"John","Brooklyn","Prospect-Lefferts Gardens",40.65653,-73.95786,"Private room",55,1,124,"6/24/2019",5.02,1,24
15299,"Private room, Sunny topfloor apartment Cobble Hill",22511613,"James","Brooklyn","Cobble Hill",40.68714,-73.99283,"Private room",114,1,2,"11/5/2017",0.09,2,0
15300,"Lovely Privet Bedroom with Privet Restroom",83554966,"Rusaa","Manhattan","Upper East Side",40.78099,-73.95366,"Private room",129,1,1,"7/7/2019",1,1,147
15301,"Fab Studio with Gym, Doorman & Elevator Sleeps 4",95436015,"Abc","Manhattan","West Village",40.73322,-74.00853,"Entire home/apt",450,30,12,"1/6/2019",0.38,1,165
15302,"1 double size bedroom 0.1 mile from Times Square.",214173940,"Ali","Manhattan","Theater District",40.75941,-73.98794,"Private room",62,1,7,"1/1/2019",0.87,1,9
15303,"Central Park Spacious Room",194843581,"Hongzhi","Manhattan","Upper West Side",40.79908,-73.96215,"Private room",87,1,14,"8/23/2018",1.19,4,0
15304,"Spacious 1 Bedroom in Historic Brownstone",49282603,"Zahid","Brooklyn","Bedford-Stuyvesant",40.69054,-73.92801,"Entire home/apt",75,7,4,"6/28/2019",0.64,1,10
15305,"Designer open space in TriBeCa Soho 1000sq ft",2899508,"Tom & Jennifer","Manhattan","SoHo",40.72372,-74.00277,"Entire home/apt",199,60,11,"6/21/2019",0.13,1,281
15306,"White Cozy Studio Apartment in Brooklyn",31929849,"Daria","Brooklyn","Midwood",40.61962,-73.96323,"Entire home/apt",85,2,8,"6/24/2019",0.6,1,27
15307,"Casa familiar",212157854,"Camilo","Bronx","Concourse",40.83703,-73.91643,"Private room",40,2,32,"6/29/2019",3.08,2,132
15308,"Williamsburg / Greenpoint 1500 square foot apt",8712217,"Tim","Brooklyn","Greenpoint",40.72667,-73.95221,"Entire home/apt",200,4,0,NA,NA,1,0
15309,"Private suite near NYC Ferry, Front",71725161,"Kalina","Brooklyn","Sunset Park",40.64191,-74.02196,"Entire home/apt",99,4,79,"7/2/2019",3.97,2,137
15310,"Stylish East Village Studio + Outdoor Space!",18261318,"Daniel","Manhattan","East Village",40.72592,-73.99026,"Entire home/apt",149,2,16,"5/6/2018",0.43,1,0
15311,"Charming Carriage House near Prospect Park",4366974,"Ariana","Brooklyn","Crown Heights",40.6732,-73.96195,"Entire home/apt",300,7,0,NA,NA,1,0
15312,"Clean and comfy bedroom in the waste free home.",21663531,"Dana","Queens","Ridgewood",40.70778,-73.90323,"Private room",50,2,4,"4/12/2019",0.4,2,293
15313,"Sunny Duplex w/Private Roof Deck Monthly Rental",19808319,"Lilian","Manhattan","Harlem",40.80864,-73.95007,"Entire home/apt",117,28,125,"11/17/2018",2.77,2,29
15314,"Beach Oasis and NYC only 45 minutes away!",83203036,"Flo","Queens","Arverne",40.58845,-73.80015,"Entire home/apt",130,2,0,NA,NA,1,215
15315,"Private room in Sunnyside, Queens",123099811,"Heather","Queens","Sunnyside",40.74209,-73.92592,"Private room",40,2,0,NA,NA,1,1
15316,"Spacious Room in Fort Greene",3490097,"Victoria","Brooklyn","Fort Greene",40.68703,-73.97575,"Private room",67,3,1,"9/12/2017",0.05,1,0
15317,"Elegant furnished 1BR apartment",21979970,"Louise & Thomas","Queens","Flushing",40.73303,-73.79736,"Entire home/apt",100,7,9,"6/28/2019",0.16,1,268
15318,"A Guest Room in a Bushwick Artist/Musician's Loft",71849302,"Dave","Brooklyn","Williamsburg",40.70798,-73.93652,"Shared room",64,1,69,"6/22/2019",3.04,1,81
15319,"Luxurious Townhouse in Williamsburg",6513281,"Pascal-Louis","Brooklyn","Williamsburg",40.71339,-73.94873,"Entire home/apt",750,5,2,"1/1/2019",0.13,2,178
15320,"1 Bedroom Apt. Minutes from Manhattan - No Parties",146963216,"Dora","Brooklyn","Prospect Heights",40.68048,-73.9654,"Entire home/apt",105,2,61,"6/23/2019",2.72,1,239
15321,"*Location, Location* | Chelsea | West Village",60105727,"Lee","Manhattan","West Village",40.73531,-74.00303,"Entire home/apt",182,30,31,"7/6/2019",3.88,2,12
15322,"Charming Studio by Bryant Park",37670256,"Elaine","Manhattan","Midtown",40.75245,-73.98442,"Entire home/apt",170,1,3,"4/20/2016",0.07,1,0
15323,"Super Sunny, Massive East Village Getaway",238779678,"Dustin","Manhattan","East Village",40.72689,-73.98906,"Private room",69,30,0,NA,NA,9,310
15324,"Big and lovely apartment in Sunnyside NYC",58234433,"Martin","Queens","Sunnyside",40.73707,-73.91867,"Entire home/apt",261,1,14,"6/23/2019",1.47,8,240
15325,"Cozy NY Apt, Central to transport-LIVE as a LOCAL-",92509632,"Nelly","Brooklyn","Canarsie",40.63949,-73.90585,"Entire home/apt",80,2,83,"3/11/2018",2.42,1,0
15326,"Cozy 2BD Near Columbia Univ",23671946,"Yonatan","Manhattan","Morningside Heights",40.81473,-73.96039,"Entire home/apt",160,4,10,"6/2/2019",0.43,2,0
15327,"Luxurious & spacious in the heart of West Harlem",3901955,"Lena","Manhattan","Harlem",40.80556,-73.95497,"Entire home/apt",134,7,0,NA,NA,1,9
15328,"Greenpoint Studio Loft w/ Terrace",47554473,"Henry Norman","Brooklyn","Greenpoint",40.7287,-73.94504,"Private room",189,3,21,"5/14/2018",0.49,13,0
15329,"Dreamy Williamsburg Bedroom with Private Terrace",32720219,"Gizem","Brooklyn","Williamsburg",40.70894,-73.94333,"Private room",120,4,10,"6/17/2019",0.66,2,8
15330,"Tribeca Luxury Doorman Apartment with Park Views",24069,"YuJin","Manhattan","Tribeca",40.71809,-74.01205,"Entire home/apt",140,1,9,"3/30/2019",0.64,1,44
15331,"Cozy Bowery Studio (6, BDFM trains)",48370995,"James","Manhattan","NoHo",40.72624,-73.99317,"Entire home/apt",100,1,8,"11/15/2016",0.19,1,0
15332,"Private Room in Large Two-floor Apt w/ Backyard",20926711,"Ashek","Manhattan","Chelsea",40.74864,-73.99398,"Private room",89,2,2,"4/2/2017",0.07,1,113
15333,"Bright & Spacious Artist loft in BK!",17290200,"Martina","Brooklyn","Williamsburg",40.70503,-73.93699,"Private room",50,7,1,"8/28/2017",0.04,1,0
15334,"Loft Style Apt in Williamsburg",304493,"Erika","Brooklyn","Williamsburg",40.70275,-73.94501,"Private room",85,1,46,"12/30/2018",0.97,1,59
15335,"Great, light filled room with ensuite private bath",1038989,"Kung","Brooklyn","Williamsburg",40.7097,-73.94001,"Private room",120,2,3,"10/15/2017",0.14,2,0
15336,"Cozy private bedroom with window",37782666,"Kevin","Manhattan","Lower East Side",40.71366,-73.98799,"Private room",72,4,59,"6/9/2019",1.56,1,83
15337,"New Years in Hudson Heights!",48977782,"Miriam","Manhattan","Washington Heights",40.85128,-73.93907,"Private room",150,1,0,NA,NA,1,0
15338,"Studio Near Times Square",2416454,"Gen","Manhattan","Hell's Kitchen",40.76,-73.98962,"Entire home/apt",175,3,4,"7/28/2018",0.26,1,0
15339,"Big, Convenient, Working Fireplace!",18052038,"Caroline","Brooklyn","Fort Greene",40.68601,-73.97813,"Entire home/apt",175,1,0,NA,NA,1,0
15340,"Private Studio in Herald Square",68729762,"Tulika","Manhattan","Midtown",40.7504,-73.98775,"Entire home/apt",150,1,2,"5/14/2016",0.05,1,0
15341,"Blake's residents",76596461,"Maxine","Queens","Queens Village",40.70975,-73.73347,"Private room",85,1,5,"9/3/2017",0.14,1,89
15342,"Room in Manhattan=15 min to TimesSq",7580038,"Jack Andrew","Manhattan","Harlem",40.82584,-73.94673,"Private room",500,1,3,"9/27/2014",0.05,3,363
15343,"1 BDR PRIME HELLS KITCHEN LOCATION",82444858,"Gilbert","Manhattan","Hell's Kitchen",40.7672,-73.98457,"Entire home/apt",150,3,0,NA,NA,1,0
15344,"Amazing Penthouse",213781715,"Anting","Brooklyn","Greenpoint",40.73079,-73.95193,"Entire home/apt",350,1,1,"11/10/2018",0.12,33,0
15345,"Soho 1 Bedroom",21232737,"Donour","Manhattan","SoHo",40.72651,-74.00014,"Entire home/apt",125,1,0,NA,NA,1,1
15346,"King-size bedroom, great location, next to park!",3574922,"Shay","Brooklyn","Flatbush",40.65318,-73.96253,"Private room",75,2,8,"1/28/2019",0.42,1,0
15347,"Bronx, Little Italy, Arthur Ave, Fordham, Yanks.",256683560,"Jorge","Bronx","Belmont",40.85398,-73.88737,"Shared room",49,1,2,"6/3/2019",0.94,2,358
15348,"Beautiful Duplex Apartment",97797,"Brenda","Brooklyn","Park Slope",40.66941,-73.98109,"Entire home/apt",220,30,88,"11/2/2018",0.79,1,9
15349,"Bedstuy Brownstone Gem",62785237,"Fanny","Brooklyn","Bedford-Stuyvesant",40.68535,-73.94959,"Entire home/apt",138,3,95,"7/5/2019",2.74,1,71
15350,"Cozy Manhattan Room",153793156,"Erika","Manhattan","Morningside Heights",40.81633,-73.96069,"Private room",50,2,15,"6/20/2019",3.6,1,2
15351,"Comfortable Modern Room in Bed-Stuy",4509849,"Ines","Brooklyn","Bedford-Stuyvesant",40.68344,-73.92189,"Private room",65,3,132,"6/30/2019",1.68,3,35
15352,"Beautiful and tidy room at Time Square location",34689714,"Maria","Manhattan","Hell's Kitchen",40.76591,-73.98717,"Private room",110,1,82,"5/19/2019",3.38,5,0
15353,"Charming Garden Flat in the Heart of Chelsea",261008318,"Holly","Manhattan","Chelsea",40.74411,-74.00166,"Entire home/apt",245,3,4,"6/30/2019",2.55,1,152
15354,"LUXURY , FULL OF LIGHT, RENOVATED BIG  1BEDROOM",57283593,"Olga","Manhattan","West Village",40.73624,-74.00311,"Entire home/apt",290,3,59,"7/1/2019",1.67,1,256
15355,"@ AMAZING ROOM @ TIMES SQUARE @ BEST LOCATION @",15941961,"Ralph","Manhattan","Hell's Kitchen",40.76109,-73.99305,"Private room",135,3,126,"6/17/2019",4.42,1,3
15356,"UES Oasis",16784527,"Angie","Manhattan","Upper East Side",40.77711,-73.95367,"Entire home/apt",150,5,47,"12/11/2018",1.69,1,0
15357,"Cozy & Clean private bedroom in Columbus Circle.",221591996,"Sehwan","Manhattan","Hell's Kitchen",40.76732,-73.98482,"Private room",89,5,2,"1/9/2019",0.32,1,0
15358,"La Cantina + Room in Bed-Stuy",10260340,"Anna","Brooklyn","Bedford-Stuyvesant",40.69088,-73.94499,"Private room",70,1,4,"7/1/2019",0.4,1,0
15359,"HIGHR RISE IN MIDTOWN WEST",243288727,"Matt","Manhattan","Hell's Kitchen",40.76192,-73.98696,"Entire home/apt",190,30,0,NA,NA,7,311
15360,"Bedroom in Bushwick",7364894,"Mac","Brooklyn","Bushwick",40.70128,-73.9253,"Private room",40,7,0,NA,NA,1,0
15361,"Quiet, Large, & Cozy Bedroom in Bushwick Apt - 3",9864136,"Anthony","Brooklyn","Bushwick",40.68513,-73.91385,"Private room",50,30,0,NA,NA,26,365
15362,"Charming Midtown West 2BR, 2BA w/ Gym + Doorman by Blueground",107434423,"Blueground","Manhattan","Hell's Kitchen",40.75973,-73.99574,"Entire home/apt",291,30,0,NA,NA,232,189
15363,"LUXURY!30TH FLR SWEEPING RIVER VIEWS -SUTTON PLACE",2856748,"Ruchi","Manhattan","Midtown",40.75775,-73.96132,"Entire home/apt",350,30,0,NA,NA,49,364
15364,"Large master bedroom one block from Prospect Park",819636,"Matt","Brooklyn","Prospect Heights",40.67575,-73.96546,"Private room",102,1,5,"9/6/2016",0.14,1,0
15365,"Connected rooms with single twin bed per room",271681014,"Ying Hua","Brooklyn","Borough Park",40.64452,-73.99699,"Private room",45,1,0,NA,NA,3,179
15366,"Small cute bedroom in Astoria, Queens/LIC",22899212,"Carmen","Queens","Ditmars Steinway",40.77204,-73.90868,"Private room",35,26,1,"9/2/2017",0.04,1,0
15367,"Prospect Park, Bk Museum, Botanic Gardens and You",2685092,"Mary Angelica","Brooklyn","Prospect Heights",40.67262,-73.96286,"Entire home/apt",115,5,2,"4/28/2019",0.19,1,19
15368,"THE crashpad for your Brooklyn adventure!",21468261,"Rahul","Brooklyn","Bedford-Stuyvesant",40.68001,-73.94883,"Private room",36,2,0,NA,NA,1,0
15369,"Suite w/private bath, Forest Hills",19597910,"Ruth","Queens","Forest Hills",40.72356,-73.83982,"Private room",125,2,128,"5/18/2019",2.17,3,332
15370,"Private bedroom & 1/2 bath in Wburg",6320146,"Caroline","Brooklyn","Williamsburg",40.71855,-73.9438,"Private room",90,2,0,NA,NA,1,0
