book_id,authors,title
5693,Christian Lander,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions
5694,Nora Roberts,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)"
5695,Stephen R. Donaldson,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)"
5696,Marian Keyes,The Brightest Star in the Sky
5697,Heather Dixon,Entwined
5698,Rachel Dratch,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle"
5699,Gabriel García Márquez,El coronel no tiene quien le escriba
5700,J.M. Coetzee,Waiting for the Barbarians
5701,Willy Lindwer,The Last Seven Months of Anne Frank
5702,Walter Isaacson,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution"
5703,Deborah Rodriguez,Kabul Beauty School: An American Woman Goes Behind the Veil
5704,Ernest Hemingway,To Have and Have Not
5705,Ken Follett,Jackdaws
5706,محمد السالم,حبيبتي بكماء
5707,Neal Stephenson,"The System of the World (The Baroque Cycle, #3)"
5708,Ben Mikaelsen,"Touching Spirit Bear (Spirit Bear, #1)"
5709,Rachel Kushner,The Flamethrowers
5710,Jeaniene Frost,"Twice Tempted (Night Prince, #2)"
5711,Deborah Feldman,Unorthodox: The Scandalous Rejection of My Hasidic Roots
5712,Kiera Cass,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)"
5713,Gary Vaynerchuk,Crush It!: Why Now Is the Time to Cash In on Your Passion
5714,Alastair Reynolds,Redemption Ark
5715,Steve Berry,"The Venetian Betrayal (Cotton Malone, #3)"
5716,T.S. Eliot,"Collected Poems, 1909-1962"
5717,Lloyd C. Douglas,The Robe
5718,"Walt Disney Company, Ellen Titlebaum",Beauty and the Beast
5719,Anton DiSclafani,The Yonahlossee Riding Camp for Girls
5720,Kylie Scott,"Lead (Stage Dive, #3)"
5721,Kelley Armstrong,"No Humans Involved (Women of the Otherworld, #7)"
5722,"Joseph Delaney, Patrick  Arrasmith","Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3)"
5723,Gavin de Becker,The Gift of Fear: Survival Signals That Protect Us from Violence
5724,Jennifer Echols,"Endless Summer (The Boys Next Door, #1-2)"
5725,Lincoln Peirce,"Big Nate Strikes Again (Big Nate Novels, #2)"
5726,Mary Kubica,Don't You Cry
5727,Willard F. Harley Jr.,"His Needs, Her Needs: Building an Affair-Proof Marriage"
5728,Nora Roberts,"Dance of the Gods (Circle Trilogy, #2)"
5729,Kelly Creagh,"Nevermore (Nevermore, #1)"
5730,"Sadegh Hedayat, D.P. Costello",The Blind Owl
5731,"Eric Litwin, James Dean",Pete the Cat: I Love My White Shoes
5732,"Jonathan Stroud, Simon  Jones","The Ring of Solomon (Bartimaeus, #0.5)"
5733,R.L. Stine,"Welcome to Dead House (Goosebumps, #1)"
5734,Louise Erdrich,The Master Butchers Singing Club
5735,Glen Cook,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)"
5736,Abbi Glines,"Until Friday Night (The Field Party, #1)"
5737,Melinda Haynes,Mother of Pearl
5738,Chris Cleave,Everyone Brave is Forgiven
5739,Michael Crichton,The Great Train Robbery
5740,Danielle Steel,Safe Harbour
5741,Kristin Hannah,The Things We Do for Love
5742,Juliet Marillier,"Son of the Shadows (Sevenwaters, #2)"
5743,Ken Follett,The Key to Rebecca
5744,Chloe Neill,"Hard Bitten (Chicagoland Vampires, #4)"
5745,"Ina Garten, Maura McEvoy",Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family
5746,Fisher Amelie,"Vain (The Seven Deadly, #1)"
5747,"H.P. Lovecraft, China Miéville, S.T. Joshi",At the Mountains of Madness
5748,Nora Roberts,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)"
5749,Lara Adrian,"Veil of Midnight (Midnight Breed, #5)"
5750,James Rollins,Subterranean
5751,Allison Pearson,I Don't Know How She Does It
5752,"Garth Ennis, Steve Dillon","Preacher, Volume 9: Alamo"
5753,Becky  Chambers,"The Long Way to a Small, Angry Planet (Wayfarers, #1)"
5754,"Jorge Luis Borges, Andrew Hurley",Collected Fictions
5755,Holly Black,Valiant (Modern Faerie Tales #2)
5756,John le Carré,The Russia House
5757,Jennifer Lynn Barnes,"Raised by Wolves (Raised by Wolves, #1)"
5758,Harlan Coben,Promise Me (Myron Bolitar #8)
5759,L.J. Smith,"Midnight (The Vampire Diaries: The Return, #3)"
5760,Sherrilyn Kenyon,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)"
5761,"Carol Tavris, Elliot Aronson","Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts"
5762,T.R. Ragan,Abducted (Lizzy Gardner #1)
5763,"Richard Bachman, Stephen King",Roadwork
5764,Clive Cussler,"Valhalla Rising (Dirk Pitt, #16)"
5765,Jared Diamond,The Third Chimpanzee: The Evolution and Future of the Human Animal
5766,Dennis Lehane,The Given Day (Coughlin #1)
5767,"Gina Mayer, Mercer Mayer",Just Me in the Tub (Mercer Mayer's Little Critter)
5768,Nicole  Williams,"Crush (Crash, #3)"
5769,Mira Grant,"Deadline (Newsflesh Trilogy, #2)"
5770,Harlan Coben,Long Lost  (Myron Bolitar #9)
5771,Karin Slaughter,"Faithless (Grant County, #5)"
5772,Jill Bolte Taylor,My Stroke of Insight: A Brain Scientist's Personal Journey
5773,"Robert Kirkman, Charlie Adlard, Cliff Rathburn","The Walking Dead, Vol. 06: This Sorrowful Life"
5774,"Isabel Allende, Margaret Sayers Peden",Inés of My Soul
5775,Dean Koontz,Cold Fire
5776,Emma Donoghue,Frog Music
5777,Iain Pears,An Instance of the Fingerpost
5778,Donny Dhirgantoro,5 cm
5779,"Geoffrey A. Moore, Regis McKenna",Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers
5780,Peach-Pit,"Shugo Chara!, Vol. 1: Who Do You Want to Be? (Shugo Chara!, #1)"
5781,Harlan Coben,The Innocent
5782,Isaac Asimov,Robots and Empire (Robot #4)
5783,Aldous Huxley,Island
5784,Neil Shubin,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body
5785,Jean-Paul Sartre,No Exit
5786,Seth Godin,The Dip: A Little Book That Teaches You When to Quit (and When to Stick)
5787,Alison Bechdel,Are You My Mother?
5788,Bob Ong,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong)
5789,Robin Hobb,The Farseer Trilogy (Farseer Trilogy #1-3)
5790,Elin Hilderbrand,The Blue Bistro
5791,Darynda Jones,"Third Grave Dead Ahead (Charley Davidson, #3)"
5792,"Milan Kundera, Linda Asher",Identity
5793,Mary E. Pearson,"The Heart of Betrayal (The Remnant Chronicles, #2)"
5794,Loung Ung,First They Killed My Father: A Daughter of Cambodia Remembers
5795,"Owen  West, Dean Koontz",The Funhouse
5796,Stephen M.R. Covey,The Speed of Trust: The One Thing that Changes Everything
5797,Mary Higgins Clark,You Belong To Me
5798,Betty Mahmoody,Not Without My Daughter
5799,Lisa Gardner,"The Killing Hour (Quincy & Rainie, #4)"
5800,Piers Anthony,"Castle Roogna (Xanth, #3)"
5801,Mary Higgins Clark,While My Pretty One Sleeps
5802,Joseph Kesselring,Arsenic and Old Lace
5803,Ellen Schreiber,"Dance with a Vampire (Vampire Kisses, #4)"
5804,Ken Kesey,Sometimes a Great Notion
5805,Tamora Pierce,"Tris's Book (Circle of Magic, #2)"
5806,Sam Harris,The Moral Landscape: How Science Can Determine Human Values
5807,Darcie Chan,The Mill River Recluse
5808,Douglas Coupland,Hey Nostradamus!
5809,Jon Lee Anderson,Che Guevara: A Revolutionary Life
5810,Scott Westerfeld,"The Secret Hour (Midnighters, #1)"
5811,C.C. Hunter,"Chosen at Nightfall (Shadow Falls, #5)"
5812,Paulo Coelho,Like the Flowing River 
5813,Brandon Mull,"The Candy Shop War (The Candy Shop War, #1)"
5814,Kelley Armstrong,"Broken (Women of the Otherworld, #6)"
5815,Maggie Stiefvater,"Lament: The Faerie Queen's Deception (Books of Faerie, #1)"
5816,"Verna Aardema, Leo Dillon, Diane Dillon",Why Mosquitoes Buzz in People's Ears
5817,Sophie Kinsella,"Shopaholic to the Stars (Shopaholic, #7)"
5818,Nora Roberts,High Noon
5819,Tom Rob Smith,The Farm
5820,Rebecca Solnit,Men Explain Things to Me
5821,Kristen Proby,"Rock with Me (With Me in Seattle, #4)"
5822,"Carlos Ruiz Zafón, Lucia Graves","The Prince of Mist (Niebla, #1)"
5823,Alfred Uhry,Driving Miss Daisy
5824,Meredith Wild,"Hardpressed (Hacker, #2)"
5825,J.D. Robb,"Conspiracy in Death (In Death, #8)"
5826,Alexander McCall Smith,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)"
5827,"Laura Ingalls Wilder, Garth Williams","The First Four Years  (Little House, #9)"
5828,R.D. Ronald,The Elephant Tree
5829,Kathy Reichs,"Bones to Ashes (Temperance Brennan, #10)"
5830,"Jacob Grimm, Wilhelm Grimm, منى الخميسي",Grimm's Fairy Tales
5831,"Allan Pease, Barbara Pease",The Definitive Book of Body Language
5832,Tammara Webber,"Between the Lines (Between the Lines, #1)"
5833,Farley Mowat,Never Cry Wolf
5834,"James Patterson, Michael Ledwidge","Tick Tock (Michael Bennett, #4)"
5835,Michelle Moran,Cleopatra's Daughter
5836,Kathy Reichs,"Grave Secrets (Temperance Brennan, #5)"
5837,Kevin Hearne,"Shattered (The Iron Druid Chronicles, #7)"
5838,John Scalzi,"Zoe's Tale (Old Man's War, #4)"
5839,Brad Thor,"The First Commandment (Scot Harvath, #6)"
5840,"Oscar Wilde, Merlin Holland",Complete Works of Oscar Wilde
5841,"Cook's Illustrated Magazine, John Burgoyne, Carl Tremblay",The New Best Recipe
5842,Renee Ahdieh,"The Rose & the Dagger (The Wrath & the Dawn, #2)"
5843,Peter Clines,The Fold
5844,Louise Penny,The Nature of the Beast (Chief Inspector Armand Gamache #11)
5845,Laura C. Schlessinger,The Proper Care and Feeding of Husbands
5846,Ted Dekker,"Green: The Beginning and the End (The Circle, #0)"
5847,Yana Toboso,"Black Butler, Vol. 3 (Black Butler, #3)"
5848,Michael J. Sullivan,"The Crown Tower (The Riyria Chronicles, #1)"
5849,"Fábio Moon, Gabriel Bá, Craig Thompson, Dave Stewart, Sean Konot",Daytripper
5850,Cherise Sinclair,"Club Shadowlands (Masters of the Shadowlands, #1)"
5851,"Orhan Pamuk, Maureen Freely",The Museum of Innocence
5852,Brit Bennett,The Mothers
5853,"Johann Wolfgang von Goethe, Walter Kaufmann",Faust
5854,Cora Carmack,"Faking It (Losing It, #2)"
5855,Jenny Nimmo,"Charlie Bone and the Castle of Mirrors (The Children of the Red King, #4)"
5856,Shelly Crane,"Accordance (Significance, #2)"
5857,Andrea Cremer,Bloodrose (Nightshade #3; Nightshade World #6)
5858,Agatha Christie,"Cards on the Table (Hercule Poirot, #15)"
5859,Rachel Renée Russell,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)"
5860,Beverly Cleary,"Ramona and Her Mother (Ramona, #5)"
5861,Agatha Christie,"Appointment with Death (Hercule Poirot, #19)"
5862,Susan Elizabeth Phillips,"Natural Born Charmer (Chicago Stars, #7)"
5863,Maxine Hong Kingston,The Woman Warrior
5864,"Masha, Marie Simchow Stern",Three Little Kittens
5865,Charles Bukowski,Tales of Ordinary Madness
5866,Samantha Young,"Before Jamaica Lane (On Dublin Street, #3)"
5867,Terry Brooks,"The Sword of Shannara Trilogy (Shannara, #1-3)"
5868,Taylor Jenkins Reid,Maybe in Another Life
5869,Glennon Doyle Melton,"Carry On, Warrior: Thoughts on Life Unarmed"
5870,"Arthur Conan Doyle, David Timson",The Valley of Fear
5871,Nora Roberts,"The Pagan Stone (Sign of Seven, #3)"
5872,Charles Dickens,A Tale of Two Cities / Great Expectations
5873,Stephen R. Covey,Principle-Centered Leadership
5874,Larry Correia,"Monster Hunter International (Monster Hunter International, #1)"
5875,Rae Carson,"The Bitter Kingdom (Fire and Thorns, #3)"
5876,Tom Clancy,"The Teeth of the Tiger (Jack Ryan Universe, #12)"
5877,Anne McCaffrey,"Moreta: Dragonlady of Pern (Pern, #7)"
5878,Diane Muldrow,Frosty the Snowman (Frosty the Snowman)
5879,"Garth Ennis, Steve Dillon, Peter Snejbjerg","Preacher, Volume 6: War in the Sun"
5880,Megan Whalen Turner,"The Queen of Attolia (The Queen's Thief, #2)"
5881,Christopher Isherwood,A Single Man
5882,Christopher Hitchens,Mortality
5883,Chris d'Lacey,"Icefire (The Last Dragon Chronicles, #2)"
5884,Neil Gaiman,Norse Mythology
5885,Stephen E. Ambrose,Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany
5886,Julie Garwood,Honor's Splendour
5887,Kody Keplinger,Shut Out
5888,A. Meredith Walters,"Bad Rep (Bad Rep, #1)"
5889,Nora Roberts,"Valley of Silence (Circle Trilogy, #3)"
5890,Jeanne DuPrau,"The Prophet of Yonwood (Book of Ember, #3)"
5891,James Patterson,"Hope to Die (Alex Cross, #22)"
5892,"Kresley Cole, Gena Showalter","Deep Kiss of Winter (Includes: Immortals After Dark, #8; Alien Huntress, #3.5)"
5893,"Holly Black, Eliza Wheeler",Doll Bones
5894,Patricia Cornwell,"Red Mist (Kay Scarpetta, #19)"
5895,Alan Bradley,"I Am Half-Sick of Shadows (Flavia de Luce, #4)"
5896,Kristen Ashley,"Wild Man (Dream Man, #2)"
5897,"Joseph Fink, Jeffrey Cranor",Welcome to Night Vale
5898,"Michael Teitelbaum, Walt Disney Company",Sleeping Beauty: a Little Golden Book (Disney Princess)
5899,Julia Quinn,"An Offer From a Gentleman (Bridgertons, #3)"
5900,Julie   Murphy,"Dumplin' (Dumplin', #1)"
5901,Ann Leckie,Ancillary Mercy (Imperial Radch #3)
5902,Gena Showalter,The Darkest Surrender  (Lords of the Underworld #8)
5903,Stephen King,Danse Macabre
5904,Gina L. Maxwell,"Seducing Cinderella (Fighting for Love, #1)"
5905,Alexander McCall Smith,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)"
5906,"Eve Ensler, Gloria Steinem",The Vagina Monologues
5907,Charles Dickens,Our Mutual Friend
5908,Evelyn Waugh,A Handful of Dust
5909,Francine Rivers,Leota's Garden
5910,Barbara Delinsky,Not My Daughter
5911,Paul Auster,The Book of Illusions
5912,Karen Marie Moning,"To Tame a Highland Warrior (Highlander, #2)"
5913,Wendy Mass,A Mango-Shaped Space
5914,Maeve Binchy,Quentins
5915,"George Eliot, Edmund White",Daniel Deronda
5916,Elin Hilderbrand,Here's to Us
5917,Susan Mallery,"Chasing Perfect (Fool's Gold, #1)"
5918,Plum Sykes,The Debutante Divorcee
5919,"Anonymous, Ronald A. Beers, Ronald A. Beers",Life Application Study Bible: NIV
5920,"Douglas Preston, Lincoln Child","The Wheel of Darkness (Pendergast, #8)"
5921,Sylvain Neuvel,"Sleeping Giants (Themis Files, #1)"
5922,Julianne Donaldson,Blackmoore
5923,"Neil Gaiman, Barron Storey, Bill Sienkiewicz, Glenn Fabry, Dave McKean, P. Craig Russell, Milo Manara, Miguelanxo Prado, Frank Quitely, Todd Klein",The Sandman: Endless Nights
5924,Olivia Goldsmith,The First Wives Club
5925,Maggie O'Farrell,The Vanishing Act of Esme Lennox
5926,Sarah Waters,The Night Watch
5927,Jeffrey Archer,"Mightier Than the Sword (The Clifton Chronicles, #5)"
5928,Anne Rice,"Blood Canticle (The Vampire Chronicles, #10)"
5929,Carl Hiaasen,Nature Girl
5930,Robert McCammon,Boy's Life
5931,"George Eliot, Joanna Trollope, Hugh Osborne",Adam Bede
5932,Chitra Banerjee Divakaruni,Sister of My Heart
5933,"Yōko Ogawa, Stephen Snyder",The Housekeeper and the Professor
5934,Sue Grafton,"H is for Homicide (Kinsey Millhone, #8)"
5935,Douglas Coupland,JPod
5936,Dean Koontz,The Face
5937,Niall Ferguson,The Ascent of Money: A Financial History of the World
5938,Jim Gaffigan,Food: A Love Story
5939,Laurie Halse Anderson,The Impossible Knife of Memory
5940,"Dante Alighieri, Robert M. Durling","Purgatorio (The Divine Comedy, #2)"
5941,David Baldacci,"Deliver Us from Evil (A. Shaw, #2)"
5942,Jonathan Tropper,One Last Thing Before I Go
5943,"Julie Anne Peters, C.J. Bott","By the Time You Read This, I'll Be Dead"
5944,Denise Kiernan,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II
5945,"Dean Koontz, Ed Gorman, John Bedford Lloyd","City of Night (Dean Koontz's Frankenstein, #2)"
5946,D.J. MacHale,"The Quillan Games (Pendragon, #7)"
5947,David Mitchell,number9dream
5948,Douglas Coupland,Girlfriend in a Coma
5949,Stephen King,"The Green Mile, Part 1: The Two Dead Girls"
5950,Mark Dunn,Ella Minnow Pea: A Novel in Letters
5951,Steven Erikson,"Toll the Hounds (The Malazan Book of the Fallen, #8)"
5952,Tess Gerritsen,The Bone Garden 
5953,Dee Lestari,"Supernova: Ksatria, Puteri, dan Bintang Jatuh"
5954,Paul Tremblay,A Head Full of Ghosts
5955,Gretchen Rubin,Better Than Before: Mastering the Habits of Our Everyday Lives
5956,Ben Aaronovitch,"Broken Homes (Peter Grant, #4)"
5957,Raymond E. Feist,"The King's Buccaneer (Krondor's Sons, #2)"
5958,"Isabel Allende, Anne McLean",Maya's Notebook
5959,Rita Williams-Garcia,"One Crazy Summer (Gaither Sisters, #1)"
5960,Robin Hobb,"Dragon Haven (Rain Wild Chronicles, #2)"
5961,P.G. Wodehouse,"Right Ho, Jeeves (Jeeves, #6)"
5962,"Pseudonymous Bosch, Gilbert Ford","If You're Reading This, It's Too Late (Secret, #2)"
5963,Erin Hunter,"Moonrise (Warriors: The New Prophecy, #2)"
5964,Jason F. Wright,The Wednesday Letters
5965,"Lili St. Crow, Lilith Saintcrow","Betrayals (Strange Angels, #2)"
5966,"James Patterson, Howard Roughan",You've Been Warned
5967,"Blue Balliett, Brett Helquist","Chasing Vermeer (Chasing Vermeer, #1)"
5968,Philip Yancey,The Jesus I Never Knew
5969,Greg Iles,Turning Angel
5970,Alice Clayton,"The Unidentified Redhead (Redhead, #1)"
5971,"Dav Pilkey, George Beard, Harold Hutchins","The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future"
5972,"Robert Louis Stevenson, Tasha Tudor",A Child's Garden of Verses
5973,Bret Easton Ellis,The Informers
5974,Kiera Cass,"The Queen (The Selection, #0.4)"
5975,James Rollins,"The Devil Colony (Sigma Force, #7)"
5976,"Robert Kirkman, Charlie Adlard","The Walking Dead, Vol. 12: Life Among Them"
5977,Jane Smiley,"Some Luck (Last Hundred Years: A Family Saga, #1)"
5978,"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",Pedagogy of the Oppressed
5979,Ian Doescher,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)"
5980,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",Identity Crisis
5981,Sarah Rees Brennan,"Unspoken (The Lynburn Legacy, #1)"
5982,"Arthur C. Clarke, Gentry Lee","Rama II (Rama, #2)"
5983,José Saramago,The Gospel According to Jesus Christ
5984,"Lemony Snicket, Seth","Who Could That Be at This Hour? (All the Wrong Questions, #1)"
5985,Kelley Armstrong,"The Calling (Darkness Rising, #2)"
5986,"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",Avatar: The Last Airbender: The Lost Adventures
5987,Catherine McKenzie,Hidden
5988,Margaret Sidney,Five Little Peppers and How They Grew
5989,Jessica Day George,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)"
5990,"Radwa Ashour, رضوى عاشور",الطنطورية
5991,Barbara Cooney,Miss Rumphius
5992,Jim Bouton,Ball Four
5993,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean","Fables, Vol. 3: Storybook Love"
5994,Carlos Fuentes,Aura
5995,Harriet Lerner,The Dance Of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships
5996,Burton G. Malkiel,A Random Walk Down Wall Street
5997,Jennifer Echols,Forget You
5998,Kelly Elliott,"Wanted (Wanted, #1)"
5999,William Goldman,Marathon Man
6000,Julie Klassen,The Apothecary's Daughter
6001,Michelle A. Valentine,"Rock the Heart (Black Falcon, #1)"
6002,Piers Anthony,"Bearing an Hourglass (Incarnations of Immortality, #2)"
6003,"Claire Huchet Bishop, Kurt Wiese",The Five Chinese Brothers
6004,Jamie McGuire,"Providence (Providence, #1)"
6005,Piers Anthony,"The Source of Magic (Xanth, #2)"
6006,Arnold Lobel,"Days with Frog and Toad (Frog and Toad, #4)"
6007,Cormac McCarthy,"Cities of the Plain (The Border Trilogy, #3)"
6008,C.S. Pacat,"Captive Prince (Captive Prince, #1)"
6009,Megan Whalen Turner,"The King of Attolia (The Queen's Thief, #3)"
6010,"Ridley Pearson, David Frankland","Disney after Dark (Kingdom Keepers, #1)"
6011,Richard Feynman,What Do You Care What Other People Think?
6012,Paul Murray,Skippy Dies
6013,David Weber,"The Honor of the Queen (Honor Harrington, #2)"
6014,V.C. Andrews,"My Sweet Audrina (Audrina, #1)"
6015,A.G. Riddle,"The Atlantis World (The Origin Mystery, #3)"
6016,Jessica Shirvington,"Embrace (The Violet Eden Chapters, #1)"
6017,Dorothy L. Sayers,"Unnatural Death (Lord Peter Wimsey, #3)"
6018,Tony Kushner,"Angels in America, Part One: Millennium Approaches"
6019,Dorothy Koomson,My Best Friend's Girl
6020,Lisa Kleypas,"Dreaming of You (The Gamblers, #2)"
6021,Ruth Reichl,Comfort Me with Apples: More Adventures at the Table
6022,John Keats,The Complete Poems
6023,Judith McNaught,"Almost Heaven (Sequels, #3)"
6024,Joseph Boyden,Three Day Road
6025,Dashiell Hammett,Red Harvest
6026,"J. Lynn, Jennifer L. Armentrout","Trust in Me (Wait for You, #1.5)"
6027,"Masashi Kishimoto, Frances Wall","Naruto, Vol. 11: Impassioned Efforts (Naruto, #11)"
6028,David Baldacci,One Summer
6029,Judith McNaught,"Whitney, My Love (Westmoreland, #2)"
6030,Khushwant Singh,Train to Pakistan
6031,Craig Silvey,Jasper Jones
6032,Michael A. Singer,The Untethered Soul: The Journey Beyond Yourself
6033,Marlon James,A Brief History of Seven Killings
6034,Nina LaCour,Hold Still
6035,Julie Garwood,The Prize
6036,Jami Attenberg,The Middlesteins
6037,"Thomas Piketty, Arthur Goldhammer",Capital in the Twenty-First Century
6038,James D. Bradley,Flyboys: A True Story of Courage
6039,"Kay Thompson, Hilary Knight",Eloise 
6040,Jonathan Stroud,"The Screaming Staircase (Lockwood & Co., #1)"
6041,Herman Koch,Summer House with Swimming Pool
6042,Peter Carey,True History of the Kelly Gang
6043,Elmore Leonard,"Get Shorty (Chili Palmer, #1)"
6044,K.A. Tucker,"One Tiny Lie (Ten Tiny Breaths, #2)"
6045,"Nathanael West, Alfred Kazin",The Day of the Locust
6046,James Gleick,Genius: The Life and Science of Richard Feynman
6047,Alan Brennert,Honolulu
6048,Keri Arthur,Full Moon Rising (Riley Jenson Guardian #1)
6049,Richard Russo,Bridge of Sighs
6050,Rosamunde Pilcher,Winter Solstice
6051,Ally Carter,"United We Spy (Gallagher Girls, #6)"
6052,Rachel Caine,"The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)"
6053,Anthony Horowitz,"Raven's Gate (The Gatekeepers, #1)"
6054,John Darnielle,Wolf in White Van
6055,Erich Maria Remarque,Three Comrades
6056,Melissa de la Cruz,"Bloody Valentine (Blue Bloods, #5.5)"
6057,Maya Angelou,The Heart of a Woman
6058,Andrzej Sapkowski,"Chrzest ognia (Saga o Wiedźminie, #5)"
6059,"James Patterson, Richard DiLallo","Alex Cross's Trial (Alex Cross, #15)"
6060,"Ori Brafman, Rom Brafman",Sway: The Irresistible Pull of Irrational Behavior
6061,"Marguerite Henry, Wesley Dennis",King of the Wind: The Story of the Godolphin Arabian
6062,Sam Harris,Waking Up: A Guide to Spirituality Without Religion
6063,Jack London,"The Call of the Wild, White Fang and Other Stories"
6064,Iris Chang,The Rape of Nanking
6065,Jerry A. Coyne,Why Evolution Is True
6066,Annie Proulx,Brokeback Mountain
6067,Susan Elizabeth Phillips,"Nobody's Baby But Mine (Chicago Stars, #3)"
6068,Lisa Scottoline,Keep Quiet
6069,Jeffrey Archer,Sons of Fortune
6070,"Jostein Gaarder, Sarah Jane Hails",The Solitaire Mystery: A Novel About Family and Destiny
6071,Jen Sincero,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life
6072,Jill Mansell,Rumour Has It
6073,Dean Koontz,Dragon Tears
6074,Iain M. Banks,Surface Detail (Culture #9)
6075,Nicky Charles,"The Mating  (Law of the Lycans, #2)"
6076,Conn Iggulden,"The Gates of Rome (Emperor, #1)"
6077,"Kurtis J. Wiebe, Roc Upchurch","Rat Queens, Vol. 1: Sass & Sorcery"
6078,Agatha Christie,"Curtain (Hercule Poirot, #39)"
6079,Lian Hearn,"Grass for His Pillow (Tales of the Otori, #2)"
6080,Laurell K. Hamilton,"Swallowing Darkness (Merry Gentry, #7)"
6081,Laurelin Paige,"The Fixed Trilogy (Fixed, #1-3)"
6082,Edan Lepucki,California
6083,"Stephen Briggs, Terry Pratchett",Guards! Guards!: The Play
6084,Mo Willems,The Pigeon Finds a Hot Dog!
6085,Chuck Wendig,"Aftermath (Star Wars: Aftermath, #1)"
6086,Ellen Schreiber,"Vampireville (Vampire Kisses, #3)"
6087,Agatha Christie,"Hercule Poirot's Christmas (Hercule Poirot, #20)"
6088,Jennifer Chiaverini,Mrs. Lincoln's Dressmaker
6089,Safiy al-Rahman al-Mubarakfuri,الرحيق المختوم
6090,Sarah McCoy,The Baker's Daughter
6091,J.R. Ward,"The Shadows (Black Dagger Brotherhood, #13)"
6092,"Trina Schart Hyman, Johann Grimm, Wilhelm Grimm",Little Red Riding Hood
6093,Dav Pilkey,"Captain Underpants and the Attack of the Talking Toilets (Captain Underpants, #2)"
6094,"Martin Pistorius, Megan Lloyd Davies",Ghost Boy
6095,Greg McKeown,Essentialism: The Disciplined Pursuit of Less
6096,Philippa Gregory,"Wideacre  (The Wideacre Trilogy, #1)"
6097,"Roald Dahl, Quentin Blake",The Magic Finger (Young Puffin Developing Reader)
6098,Lisa Renee Jones,"If I Were You (Inside Out, #1)"
6099,L.A. Fiore,"Beautifully Damaged (Beautifully Damaged, #1)"
6100,Samantha Towle,"Wethering the Storm (The Storm, #2)"
6101,"René Descartes, Donald A. Cress",Meditations on First Philosophy
6102,Enid Blyton,"The Enchanted Wood (The Faraway Tree, #1)"
6103,Sandi Lynn,"Forever Black (Forever, #1)"
6104,Henry James,Daisy Miller
6105,Lauren Groff,Arcadia
6106,Dorothy Kunhardt,Pat the Bunny
6107,Melanie Benjamin,The Swans of Fifth Avenue
6108,"CLAMP, Maria Simpson","Cardcaptor Sakura, Vol. 1 (Cardcaptor Sakura, #1)"
6109,Meg Cabot,"Size 14 Is Not Fat Either (Heather Wells, #2)"
6110,Ree Drummond,The Pioneer Woman Cooks: Food from My Frontier 
6111,Shelly Crane,"Defiance (Significance, #3)"
6112,Dian Fossey,Gorillas in the Mist
6113,"Jeffery Hudson, Michael Crichton",A Case of Need
6114,Adelle Waldman,The Love Affairs of Nathaniel P.
6115,"P.C. Cast, Kristin Cast","Revealed (House of Night, #11)"
6116,Matthew Norman,We're All Damaged
